"id","system","bodyName","edsmID","edsmID64","edsmBodyID","edsmType","edsmSubtype","edsmOffset","edsmDistanceToArrival","edsmIsMainStar","edsmIsScoopable","edsmIsLandable","edsmAge","edsmLuminosity","edsmAbsoluteMagnitude","edsmSolarMasses","edsmSolarRadius","edsmGravity","edsmEarthMasses","edsmRadius","edsmSurfaceTemperature","edsmSurfacePressure","edsmVolcanismType","edsmAtmosphereType","edsmTerraformingState","edsmOrbitalPeriod","edsmSemiMajorAxis","edsmOrbitalEccentricity","edsmOrbitalInclination","edsmArgOfPeriapsis","edsmRotationalPeriod","edsmRotationalPeriodTidallyLocked","edsmAxialTilt","edsmSolidComposition","edsmAtmosphere","edsmMaterial","created_at","updated_at"
386,1776,A 1 B A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
387,1777,A 3 C A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
388,1778,A 1 E A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
389,1779,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
390,1780,"3 B",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
391,1780,"4 B",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
392,1780,"5 B",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
393,1780,"6 B",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
394,1780,"7 B",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
395,1780,"8 B",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
396,1780,"9 B",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
397,1781,"1 A A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
398,1782,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
399,1783,A 4 D A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
400,1784,AB 3 A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
401,1785,"5 A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
402,1786,"4 A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
403,1787,B 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
404,1787,C 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
405,1788,B 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
406,1790,A 2 D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
407,1809,ABC 2 A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
408,1809,ABC 3 E A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
409,1809,ABC 4 A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
410,1809,ABC 6 A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
411,1810,"3 A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
412,1811,A 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
413,1811,A 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
414,1812,A 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
415,1813,A 1 D A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
416,1813,A 2 C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
417,1813,A 3 A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
418,1813,A 3 C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
419,1814,"14 B",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
420,1815,CD 1 A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
421,1815,CD 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
422,1815,CD 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
423,1815,CD 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
424,1816,B 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
425,1816,B 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
426,1818,"6 A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
427,1825,"4 C A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
428,1826,A 1 A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
429,1839,"3 A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
430,1842,A 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
431,1849,"1 A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
432,1850,"5 F A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
433,1851,AB 1 A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
434,1852,A 3 B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
435,1853,"5 B A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
436,1854,ABC 1 A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
437,1856,C 2 A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
438,1859,C 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
439,1859,C 1 B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
440,1860,AB 3 B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
441,1860,AB 4 A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
442,1861,"2 A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
443,1861,"2 B",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
444,1864,"1 A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
445,1866,"5 C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
446,1868,"1 A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
447,1879,FBody,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
448,1923,A 1 B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
449,1924,HOPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
450,1968,B 6 A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
451,1968,C 1 A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
452,1969,A 4 D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
453,1970,"1 E A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
454,1971,ABCD 1 B A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
455,1972,A 1 A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
456,1972,A 3 A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
457,1973,ABC 1 A A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
458,1975,B 1 A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
459,1976,"2 A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
460,1977,A 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
461,1982,"7 B A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
462,1982,"7 E A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
463,1996,BIRMINGHAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
464,2023,"2 F A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
465,2023,"3 C A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
466,2024,A 7 A A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
467,2024,A 7 A B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
468,2025,"7 A A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
469,2025,"7 B A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
470,2026,"10 B",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
471,2027,B 3 A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
472,2028,"9 A A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
473,2029,"1 A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
474,2030,"5 A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
475,2031,"3 A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
476,2032,"6 A A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
477,2033,ABC 3 C A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
478,2042,ABC 1 A A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
479,2065,"5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
480,2075,"4 A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
481,2076,"8 H",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
482,2110,B 9 B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
483,2128,"1 C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
484,2137,"1 A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
485,2145,A 5 A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
486,2157,"4 A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
487,2158,"1 A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
488,2180,B 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
489,2187,"1 C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
490,2188,"6 A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
491,2189,"2 E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
492,2192,A 2 A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
493,2193,"2 A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
494,2194,CD 2 A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
495,2202,"3 B",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
496,2216,AB 4 B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
497,2224,AB 1 B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
498,2227,"11 B",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
499,2234,C 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
500,2234,C 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
501,2234,C 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
502,2246,"1 E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
503,2255,A 4 E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
504,2260,"4 C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
505,2261,"5 A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
506,2266,A 10 F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
507,2275,A 4 E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
508,2280,"1 B",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
509,2282,A 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
510,2285,A 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
511,2285,A 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
512,2297,B 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
513,2297,B 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
514,2309,A 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
515,2310,A 1 A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
516,2310,B 7 F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
517,2316,A 4 B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
518,2317,"11 E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
519,2325,"6 C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
520,2327,"5 D",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
521,2339,"2 H",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
522,2347,"3 G A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
523,2349,A 2 A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
524,2356,A 4 E A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
525,2359,B 1 C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
526,2370,"6 A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
527,2376,A 2 C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
528,2379,"8 B",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
529,2398,"3 A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
530,2398,"6 C A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
531,2403,A 3 A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
532,2411,A 2 D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
533,2412,"6 B",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
534,2414,A 8 F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
535,2416,A 1 A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
536,2420,"3 B",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
537,2421,"3 C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
538,2427,A 8 C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
539,2430,A 2 B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
540,2432,"2 F",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
541,2435,A 1 F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
542,2445,B 3 A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
543,2449,"1 D",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
544,2450,"4 A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
545,2451,"3 A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
546,2452,"5 E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
547,2456,B 1 A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
548,2459,"7 A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
549,2463,B 2 A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
550,2468,A 1 C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
551,2471,"8 D A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
552,2471,"9 A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
553,2472,"1 B",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
554,2479,A 3 A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
555,2481,"8 A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
556,2496,"1 A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
557,2496,"1 B",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
558,2497,"1 A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
559,2497,"3 E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
560,2497,"4 A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
561,2497,"5 A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
562,2511,A 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
563,2518,A 2 A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
564,2519,"14 B A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
565,2523,"5 A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
566,2524,A 6 A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
567,2527,"2 B",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
568,2527,"2 D",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
569,2527,"2 E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
570,2530,"7 A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
571,2531,"3 A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
572,2531,"4 A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
573,2531,"4 B",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
574,2531,"4 C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
575,2531,"5 A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
576,2531,"5 B",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
577,2532,"1 C A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
578,2534,"8 A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-31 13:30:58,2018-08-31 13:30:58
