"id","systemName","edsmID","edsmID64","edsmCoordX","edsmCoordY","edsmCoordZ","edsmCoordLocked","created_at","updated_at"
377,EORL AUWSY JX-Z C27-888,18400406,244183621313266,4877.21875,159.0625,20618.59375,0,2018-09-12 08:05:04,2018-09-13 00:11:16
378,EORL AUWSY KN-Y C28-9,18324742,2566008283898,4909.15625,227.5625,20670.96875,0,2018-09-12 08:05:04,2018-09-13 00:11:16
379,EORL AUWSY LN-Y C28-37,18041135,10262656787194,4946.09375,218.65625,20658.03125,0,2018-09-12 08:05:04,2018-09-13 00:11:16
380,EORL AUWSY ND-Y C28-911,18133520,250505813172986,4879.46875,158.21875,20694.84375,0,2018-09-12 08:05:04,2018-09-13 00:11:16
381,EORL AUWSY OS-B D13-1106,18397527,38013388231027,4902.78125,164.8125,20594.5625,0,2018-09-12 08:05:04,2018-09-13 00:11:16
382,EORL AUWSY PD-Y C28-54,21933111,14935581139706,4958.59375,137.65625,20659.40625,1,2018-09-12 08:05:04,2018-09-13 00:11:16
383,EORL AUWSY PS-B D13-1805,18159588,62030862127475,5026.25,193.59375,20606.875,0,2018-09-12 08:05:04,2018-09-13 00:11:16
384,EORL AUWSY PS-B D13-2869,18086226,98589623751027,5021.8125,165.78125,20601.6875,0,2018-09-12 08:05:04,2018-09-13 00:11:16
385,EORL AUWSY PS-B D13-3974,18156820,136557134647667,5021.59375,201.125,20611.3125,0,2018-09-12 08:05:04,2018-09-13 00:11:16
386,EORL AUWSY PS-B D13-4295,18087064,147586610663795,5032.625,163.84375,20594.8125,0,2018-09-12 08:05:04,2018-09-13 00:11:16
387,EORL AUWSY PS-B D13-4554,18167584,156485782901107,5036.375,193.5,20594.71875,0,2018-09-12 08:05:04,2018-09-13 00:11:16
388,EORL AUWSY PS-B D13-5388,18167018,185141804700019,5032.875,195.46875,20598,0,2018-09-12 08:05:04,2018-09-13 00:11:16
389,EORL AUWSY PS-B D13-5711,18160132,196240000192883,5026.28125,192.625,20601.375,0,2018-09-12 08:05:04,2018-09-13 00:11:16
390,EORL AUWSY PS-B D13-5884,18086481,202184234930547,5026.40625,162.9375,20596.90625,0,2018-09-12 08:05:04,2018-09-13 00:11:16
391,EORL AUWSY PS-B D13-6242,18162868,214485021266291,5034.6875,185.46875,20601.125,0,2018-09-12 08:05:04,2018-09-13 00:11:16
392,EORL AUWSY QD-A D14-255,18040381,8773250896251,4947.1875,216.125,20655.9375,0,2018-09-12 08:05:04,2018-09-13 00:11:16
393,EORL AUWSY QD-A D14-3169,18065555,108897528500603,4948.0625,246.0625,20648.25,0,2018-09-12 08:05:04,2018-09-13 00:11:16
394,EORL AUWSY QD-A D14-4541,18323399,156039089541499,4909.1875,221.09375,20676.75,0,2018-09-12 08:05:04,2018-09-13 00:11:16
395,EORL AUWSY QD-A D14-5136,18059983,176483133870459,4947.15625,216.5,20647.78125,0,2018-09-12 08:05:04,2018-09-13 00:11:16
396,EORL AUWSY QD-A D14-6193,18085047,212801377325435,4943.9375,252.40625,20644.65625,0,2018-09-12 08:05:04,2018-09-13 00:11:16
397,EORL AUWSY QD-A D14-798,18064084,27430588830075,4945.03125,228.1875,20653.5625,0,2018-09-12 08:05:04,2018-09-13 00:11:16
398,EORL AUWSY QZ-Y B56-45,18082323,99693305349609,4937.46875,250.65625,20646.0625,0,2018-09-12 08:05:04,2018-09-13 00:11:16
399,EORL AUWSY RY-Z D13-1614,18426614,55468118544763,4874.78125,158.375,20644.65625,0,2018-09-12 08:05:04,2018-09-13 00:11:16
400,EORL AUWSY RZ-Z B55-16,18398557,35920825370081,4882.25,161.40625,20627.0625,0,2018-09-12 08:05:04,2018-09-13 00:11:16
401,EORL AUWSY SY-Z D13-1137,21267200,39078540120443,4931.09375,153.40625,20655.375,0,2018-09-12 08:05:04,2018-09-13 00:11:19
402,EORL AUWSY SY-Z D13-1139,20974361,39147259597179,4942.71875,144.375,20645.21875,0,2018-09-12 08:05:04,2018-09-13 00:11:19
403,EORL AUWSY SY-Z D13-1143,18253478,39284698550651,4959.3125,186.15625,20624.375,1,2018-09-12 08:05:04,2018-09-13 00:11:19
404,EORL AUWSY SY-Z D13-1255,21429311,43132989247867,4930.84375,163.09375,20641.5,0,2018-09-12 08:05:04,2018-09-13 00:11:19
405,EORL AUWSY SY-Z D13-1424,21508532,48939785032059,4962.78125,152.34375,20627,0,2018-09-12 08:05:04,2018-09-13 00:11:19
406,EORL AUWSY SY-Z D13-1499,20979113,51516765409659,4936.65625,176.78125,20657.625,1,2018-09-12 08:05:04,2018-09-13 00:11:19
407,EORL AUWSY SY-Z D13-1749,21737824,60106700001659,4969.4375,195.5625,20633.4375,0,2018-09-12 08:05:04,2018-09-13 00:11:19
408,EORL AUWSY SY-Z D13-2020,18037971,69418189099387,4943.3125,183.46875,20657.125,1,2018-09-12 08:05:04,2018-09-13 00:11:19
409,EORL AUWSY SY-Z D13-2262,21016996,77733245784443,4945.34375,191.4375,20650.53125,1,2018-09-12 08:05:04,2018-09-13 00:11:19
410,EORL AUWSY SY-Z D13-2352,21303152,80825622237563,4951.96875,177.125,20674,0,2018-09-12 08:05:04,2018-09-13 00:11:19
411,EORL AUWSY SY-Z D13-2376,20963284,81650255958395,4953.78125,149.09375,20669.3125,1,2018-09-12 08:05:04,2018-09-13 00:11:19
412,EORL AUWSY SY-Z D13-3468,13152667,119171090256251,4948.46875,165.0625,20654.53125,1,2018-09-12 08:05:04,2018-09-13 00:11:19
413,EORL AUWSY SY-Z D13-3556,18039336,122194747232635,4942.71875,191.6875,20654.21875,0,2018-09-12 08:05:04,2018-09-13 00:11:19
414,EORL AUWSY SY-Z D13-3743,20993934,128620018307451,4932.53125,159.65625,20645.25,1,2018-09-12 08:05:04,2018-09-13 00:11:19
415,EORL AUWSY SY-Z D13-3861,17415856,132674467434875,4950.3125,166.8125,20641.59375,1,2018-09-12 08:05:04,2018-09-13 00:11:19
416,EORL AUWSY SY-Z D13-3932,21621074,135114008859003,4962.53125,136.625,20666.9375,1,2018-09-12 08:05:04,2018-09-13 00:11:19
417,EORL AUWSY SY-Z D13-4014,21429967,137931507405179,4929.8125,168.625,20641.25,0,2018-09-12 08:05:04,2018-09-13 00:11:19
418,EORL AUWSY SY-Z D13-4137,21877279,142157755224443,4971.28125,161.84375,20642.375,1,2018-09-12 08:05:04,2018-09-13 00:11:19
419,EORL AUWSY SY-Z D13-4239,21333433,145662448537979,4937.03125,145.0625,20660.8125,0,2018-09-12 08:05:04,2018-09-13 00:11:19
420,EORL AUWSY SY-Z D13-4650,21644187,159784301007227,4940.875,177.71875,20676.375,0,2018-09-12 08:05:04,2018-09-13 00:11:19
421,EORL AUWSY SY-Z D13-4684,21220925,160952532111739,4963.5,189.84375,20654.28125,0,2018-09-12 08:05:04,2018-09-13 00:11:19
422,EORL AUWSY SY-Z D13-4770,21223774,163907469611387,4948.59375,181.875,20634.0625,0,2018-09-12 08:05:04,2018-09-13 00:11:19
423,EORL AUWSY SY-Z D13-4952,21778106,170160941994363,4924.21875,146.75,20664.75,0,2018-09-12 08:05:04,2018-09-13 00:11:19
424,EORL AUWSY SY-Z D13-5018,20905141,172428684726651,4947.4375,182.875,20647.0625,1,2018-09-12 08:05:04,2018-09-13 00:11:19
425,EORL AUWSY SY-Z D13-5133,18116383,176380054638971,4968.34375,166.90625,20627.78125,1,2018-09-12 08:05:04,2018-09-13 00:11:19
426,EORL AUWSY SY-Z D13-5358,17215040,184110995771771,4948.65625,164.75,20650.1875,1,2018-09-12 08:05:04,2018-09-13 00:11:23
427,EORL AUWSY SY-Z D13-5438,21581845,186859774841211,4962.96875,135,20631.21875,0,2018-09-12 08:05:04,2018-09-13 00:11:23
428,EORL AUWSY SY-Z D13-544,21123689,18703215268219,4942.8125,181.71875,20668.03125,0,2018-09-12 08:05:04,2018-09-13 00:11:23
429,EORL AUWSY SY-Z D13-5541,21119770,190398827893115,4933.71875,171.84375,20668.125,0,2018-09-12 08:05:04,2018-09-13 00:11:23
430,EORL AUWSY SY-Z D13-5549,21480243,190673705800059,4957.71875,156.71875,20658.4375,0,2018-09-12 08:05:04,2018-09-13 00:11:23
431,EORL AUWSY SY-Z D13-5758,17331122,197854891118971,4947.84375,171.46875,20656.375,1,2018-09-12 08:05:04,2018-09-13 00:11:23
432,EORL AUWSY SY-Z D13-5797,21361757,199194920915323,4934.59375,192,20634.15625,1,2018-09-12 08:05:04,2018-09-13 00:11:23
433,EORL AUWSY SY-Z D13-6009,21628962,206479185449339,4938.59375,135.96875,20639.96875,0,2018-09-12 08:05:04,2018-09-13 00:11:23
434,EORL AUWSY SY-Z D13-967,18058864,33237384597883,4951.90625,210.125,20650.40625,0,2018-09-12 08:05:04,2018-09-13 00:11:23
435,EORL AUWSY TY-Z D13-1367,21805475,46981296722299,4979.34375,169.96875,20646.125,0,2018-09-12 08:05:04,2018-09-13 00:11:23
436,EORL AUWSY TY-Z D13-732,24734511,25162862858619,4980.5625,175.0625,20641.375,0,2018-09-12 08:05:04,2018-09-13 00:11:23
437,EORL AUWSY UT-Z D13-432,12876914,14854924554619,4958.5,131.65625,20624.90625,1,2018-09-12 08:05:04,2018-09-13 00:11:23
438,EORL AUWSY VZ-Z B55-41,21929115,90897480500705,4967.40625,155.71875,20634.71875,0,2018-09-12 08:05:04,2018-09-13 00:11:23
439,EORL AUWSY XU-Z B55-3,21509205,7334596724193,4960.21875,151.15625,20626.15625,0,2018-09-12 08:05:04,2018-09-13 00:11:23
440,EORL AUWSY YF-Y B56-16,9521728,35921630676457,4953.46875,155.8125,20635.6875,1,2018-09-12 08:05:04,2018-09-13 00:11:23
441,EORL AUWSY ZZ-Z B55-50,18149464,110689763542497,5039.4375,163.65625,20630.40625,0,2018-09-12 08:05:04,2018-09-13 00:11:23
442,EOWYG AOSCS XO-R D4-89,19293966,3071295918123,13373.5,194.40625,17300.8125,1,2018-09-12 08:05:04,2018-09-13 00:11:23
443,ETA CARINA SECTOR EL-Y D16,12976221,562045094515,8636.59375,-156.1875,2686.71875,1,2018-09-12 08:05:04,2018-09-13 00:11:23
444,ETA CARINA SECTOR EL-Y D19,2425417,665124309619,8625.34375,-159.75,2693.5625,1,2018-09-12 08:05:04,2018-09-13 00:11:23
445,ETA CARINA SECTOR GW-W C1-6,1086024,1747481138410,8565.25,-165.3125,2687.4375,1,2018-09-12 08:05:04,2018-09-13 00:11:23
446,ETA CARINA SECTOR IM-V C2-4,13048277,1197859607794,8629.1875,-98.8125,2713.0625,1,2018-09-12 08:05:04,2018-09-13 00:11:23
447,ETA CARINA SECTOR IR-W D1-10,430204,355886664315,8584.65625,-113,2705.375,1,2018-09-12 08:05:04,2018-09-13 00:11:23
448,ETA CARINA SECTOR IR-W D1-25,87042,871282739835,8593.84375,-129.40625,2711.125,1,2018-09-12 08:05:04,2018-09-13 00:11:23
449,ETA CARINA SECTOR LC-V C2-8,756231,2297304061170,8580.65625,-182.84375,2706.8125,1,2018-09-12 08:05:04,2018-09-13 00:11:23
450,ETA CARINA SECTOR PD-S B4-0,978766,786112850401,8580.90625,-140.96875,2714.03125,1,2018-09-12 08:05:04,2018-09-13 00:11:23
451,ETA CEPHEI,11236,2862335658347,-45.125,9.375,-6.4375,1,2018-09-12 08:05:04,2018-09-13 00:11:27
452,EULAIL QX-T D3-113,2344453,3891416879139,-8165.4375,1713.90625,17232.75,1,2018-09-12 08:05:04,2018-09-13 00:11:27
453,EULAIL QX-T D3-52,2344461,1795472838691,-8163.9375,1698.53125,17228.3125,1,2018-09-12 08:05:04,2018-09-13 00:11:27
454,FAUST 538,12060816,84657869458,468.3125,36.46875,-326.78125,1,2018-09-12 08:05:04,2018-09-13 00:11:27
455,FENGIRI,11726,4649025276275,-98.9375,-16.53125,75.0625,1,2018-09-12 08:05:04,2018-09-13 00:11:27
456,FF ANDROMEDAE,12165,11665265337753,-52.6875,-31.6875,-31.59375,1,2018-09-12 08:05:04,2018-09-13 00:11:27
457,FLOALT KU-E D12-218,9567568,7499860037483,-5003.96875,-571.125,15335.59375,1,2018-09-12 08:05:04,2018-09-13 00:11:27
458,FLOANTH RZ-O D6-128,24864700,4409379376955,4083.40625,-669.0625,14899.375,0,2018-09-12 08:05:04,2018-09-13 00:11:27
459,FLOAWNS BV-V D3-1123,23750233,38596983639843,2459.84375,-78.46875,14626.5625,0,2018-09-12 08:05:04,2018-09-13 00:11:27
460,FLOAWNS DQ-V D3-139,23984519,4787001069347,2440.6875,-121.21875,14639.0625,0,2018-09-12 08:05:04,2018-09-13 00:11:27
461,FLOAWNS DQ-V D3-142,23823858,4890080284451,2430.15625,-120.5625,14617.28125,0,2018-09-12 08:05:04,2018-09-13 00:11:27
462,FLOAWNS DQ-V D3-266,23764001,9150687842083,2440.40625,-112.875,14617.375,0,2018-09-12 08:05:04,2018-09-13 00:11:27
463,FLYEIA DRYOAE AS-R B34-0,24565130,706653857065,2663.15625,-768.5,-314.09375,0,2018-09-12 08:05:04,2018-09-13 00:11:27
464,FLYOOE DRYEIA LC-S D5-0,24416249,10728737075,1137.0625,-1455.125,-517.46875,0,2018-09-12 08:05:04,2018-09-13 00:11:27
465,FLYOOE DRYEIA LT-O D7-0,25710525,10628090179,705.65625,-1305.78125,-395.8125,1,2018-09-12 08:05:04,2018-09-13 00:11:27
466,FLYOOE DRYEIA UP-N D7-0,26108552,10577660227,435.28125,-1818.9375,-410.875,0,2018-09-12 08:05:04,2018-09-13 00:11:27
467,FLYUA DRYOAE FT-F D12-29,15442117,1007295629675,1800.71875,-145.875,0.15625,1,2018-09-12 08:05:04,2018-09-13 00:11:27
468,FLYUA DRYOAE MF-C D14-69,13627857,2381668387195,1707.125,-167,137.3125,1,2018-09-12 08:05:04,2018-09-13 00:11:27
469,FLYUA DRYOAE WO-V B49-3,20587922,7292451431849,1824.5,-140.4375,7.5625,1,2018-09-12 08:05:04,2018-09-13 00:11:27
470,GARUDA,4890393,45147789501002,-9553.46875,-914.75,19812.28125,1,2018-09-12 08:05:04,2018-09-13 00:11:27
471,GATEWAY,19886,2832631665362,-11,77.84375,-0.875,1,2018-09-12 08:05:04,2018-09-13 00:11:27
472,GD 175,6926,2106421430643,9.3125,56.53125,60.59375,1,2018-09-12 08:05:04,2018-09-13 00:11:27
473,GORGONEA QUARTA,21246,358529045154,-136.15625,-75.78125,-242.40625,1,2018-09-12 08:05:04,2018-09-13 00:11:27
474,GORGONEA TERTIA,21248,668806686017,-147.28125,-87.53125,-255.625,1,2018-09-12 08:05:04,2018-09-13 00:11:27
475,GREAE DRYOAE MU-D D13-7,25056662,251398147059,1857.65625,-254.9375,6515.78125,0,2018-09-12 08:05:04,2018-09-13 00:11:27
476,GREAE PHIO DT-G D11-1473,24282496,50622657105891,1337,-464.5625,16551.78125,0,2018-09-12 08:05:04,2018-09-13 00:11:30
477,GREAE PHIO FO-G D11-196,24441229,6745271193571,1321.75,-557.09375,16552.75,0,2018-09-12 08:05:04,2018-09-13 00:11:30
478,GREAE PHIO FO-G D11-3323,24549885,114188173070307,1324.46875,-530.28125,16560.5625,0,2018-09-12 08:05:04,2018-09-13 00:11:30
479,GREAE PHIO FO-G D11-632,24447085,21726117122019,1335.6875,-538.8125,16543.71875,0,2018-09-12 08:05:04,2018-09-13 00:11:30
480,GREAE PHIO FO-G D11-981,19147171,33717665812451,1335.28125,-514.65625,16553.875,1,2018-09-12 08:05:04,2018-09-13 00:11:30
481,GREAE PHIO QE-Q E5-4021,24584106,17271407740916,1352.40625,-512.625,16568.75,1,2018-09-12 08:05:04,2018-09-13 00:11:30
482,GREERUA IL-O D6-7,25250718,252572670011,7492.09375,304.8125,37926.4375,0,2018-09-12 08:05:04,2018-09-13 00:11:30
483,GREERUA QX-U E2-1,25245268,5798636572,7320.9375,277.40625,37930.625,0,2018-09-12 08:05:04,2018-09-13 00:11:30
484,GREOU PHIO HS-W B5-0,24666596,995222765105,24160.96875,-540.84375,15698.5,0,2018-09-12 08:05:04,2018-09-13 00:11:30
485,GRU HYPAI BF-P D6-40,24873171,1385655307963,3711.15625,-627.21875,13599.34375,0,2018-09-12 08:05:04,2018-09-13 00:11:30
486,GURNEY SLADE,16636,182292842867,70.21875,53.28125,81,1,2018-09-12 08:05:04,2018-09-13 00:11:30
487,HD 35901,57930,14208181388,511.8125,-399.75,-894.84375,1,2018-09-12 08:05:04,2018-09-13 00:11:30
488,HD 37127,9851208,1238889013,348.125,-257.15625,-1404.03125,1,2018-09-12 08:05:04,2018-09-13 00:11:30
489,HD 46131,7476957,9921610900,816.9375,-259.75,-656.90625,1,2018-09-12 08:05:04,2018-09-13 00:11:30
490,HD 62755,10031307,18515739820,1001.78125,-201.53125,-167.125,1,2018-09-12 08:05:04,2018-09-13 00:11:30
491,HD 63154,9819186,22810707116,979.46875,-207.40625,-131.59375,1,2018-09-12 08:05:04,2018-09-13 00:11:30
492,HD 63868,6568998,5535953493,1023.5625,-133.5,-265.71875,1,2018-09-12 08:05:04,2018-09-13 00:11:30
493,HD 66438,20474917,6610743893,1504.21875,-203.28125,-250.875,0,2018-09-12 08:05:04,2018-09-13 00:11:30
494,HD 67061,16140625,10846423371,1724.34375,-203.8125,-305.625,1,2018-09-12 08:05:04,2018-09-13 00:11:30
495,HD 67314,13684451,22819095724,1345.21875,-190.9375,-178.875,1,2018-09-12 08:05:04,2018-09-13 00:11:30
496,HD 85469,9307149,1240986213,1114.78125,-76.75,227.90625,1,2018-09-12 08:05:04,2018-09-13 00:11:30
497,HD 88079,13675039,18524136652,1259.90625,-166.90625,377.71875,1,2018-09-12 08:05:04,2018-09-13 00:11:30
498,HEGEIA AA-Q D5-4,25183418,147513722931,-1927.0625,255.09375,-3066.03125,0,2018-09-12 08:05:04,2018-09-13 00:11:30
499,HEGEIA JK-N C20-9,17399373,2553458757810,-2578.09375,38.1875,-2708.625,1,2018-09-12 08:05:04,2018-09-13 00:11:30
500,HEZ UR,4361,4614715869539,149.96875,23.65625,-85.03125,1,2018-09-12 08:05:04,2018-09-13 00:11:30
501,HG 7-208,21294,2869977687441,0.15625,-24.28125,-57.84375,1,2018-09-12 08:05:04,2018-09-13 00:11:36
502,HIND SECTOR BQ-Y D8,1098389,285355247923,-50.03125,-178.40625,-517.1875,1,2018-09-12 08:05:04,2018-09-13 00:11:36
503,HIND SECTOR GR-W D1-13,3065061,457137146171,-78.28125,-199.59375,-473.1875,1,2018-09-12 08:05:04,2018-09-13 00:11:36
504,HIND SECTOR HR-W D1-15,3352812,525873400123,-38.25,-204,-470.40625,1,2018-09-12 08:05:04,2018-09-13 00:11:36
505,HIND SECTOR MN-T C3-2,1042705,633541071474,-61.96875,-196.40625,-478.3125,1,2018-09-12 08:05:04,2018-09-13 00:11:36
506,HIND SECTOR OT-Q B5-1,3930747,2869171856593,-50.3125,-182.15625,-528.875,1,2018-09-12 08:05:04,2018-09-13 00:11:36
507,HIP 10056,186309,1733052764866,-45,-142.25,-103.21875,1,2018-09-12 08:05:04,2018-09-13 00:11:36
508,HIP 107412,1521,1934622706035,-59.875,-88.09375,65.5625,1,2018-09-12 08:05:04,2018-09-13 00:11:36
509,HIP 11154,128926,457137146195,-104.1875,-195.8125,-206.25,1,2018-09-12 08:05:04,2018-09-13 00:11:36
510,HIP 11457,181879,560216361299,-118.21875,-235.3125,-250.78125,1,2018-09-12 08:05:04,2018-09-13 00:11:36
511,HIP 116907,367447,1183162733266,-123.34375,-126.875,-20.625,1,2018-09-12 08:05:04,2018-09-13 00:11:36
512,HIP 11700,4521366,10460547403,-114.53125,-262.96875,-270.71875,1,2018-09-12 08:05:04,2018-09-13 00:11:36
513,HIP 11981,183489,766358030675,-153.59375,-123.5,-234.4375,1,2018-09-12 08:05:04,2018-09-13 00:11:36
514,HIP 12099,176846,560216394075,-101.90625,-95.46875,-165.59375,1,2018-09-12 08:05:04,2018-09-13 00:11:36
515,HIP 12916,182170,83651105442,-126.71875,-138.625,-236.875,1,2018-09-12 08:05:04,2018-09-13 00:11:36
516,HIP 12967,1050416,354041186643,-152.5625,-98.65625,-237.78125,1,2018-09-12 08:05:04,2018-09-13 00:11:36
517,HIP 13855,551714,1458107749042,-65.46875,-131.09375,-184.375,1,2018-09-12 08:05:04,2018-09-13 00:11:36
518,HIP 14405,75700,147882723651,-162.4375,-198.25,-375.09375,1,2018-09-12 08:05:04,2018-09-13 00:11:36
519,HIP 14610,416024,457137162579,-87.4375,-122.8125,-221.90625,1,2018-09-12 08:05:04,2018-09-13 00:11:36
520,HIP 14702,5170360,560233138515,-30.21875,-228.84375,-254.1875,1,2018-09-12 08:05:04,2018-09-13 00:11:36
521,HIP 14746,182026,285355215179,-22.03125,-276,-290.375,1,2018-09-12 08:05:04,2018-09-13 00:11:36
522,HIP 14756,8517809,83584029338,-159.53125,-104.53125,-297.5,1,2018-09-12 08:05:04,2018-09-13 00:11:36
523,HIP 14805,311579,358596154034,-66.28125,-70.28125,-150.03125,1,2018-09-12 08:05:04,2018-09-13 00:11:36
524,HIP 14908,133117,525856639315,-74.84375,-127.65625,-218.28125,1,2018-09-12 08:05:04,2018-09-13 00:11:36
525,HIP 14909,4840774,44820285763,-84.375,-259.28125,-358.65625,1,2018-09-12 08:05:04,2018-09-13 00:11:36
526,HIP 14969,2557010,388400925003,-193.96875,-72.75,-315.09375,1,2018-09-12 08:05:04,2018-09-13 00:11:40
527,HIP 14971,3171269,182259239243,-85.09375,-221.28125,-324.28125,1,2018-09-12 08:05:04,2018-09-13 00:11:40
528,HIP 15054,4058785,10477324619,-52.9375,-263.90625,-329.25,1,2018-09-12 08:05:04,2018-09-13 00:11:40
529,HIP 15134,182107,972550015315,-48.09375,-136.65625,-198.8125,1,2018-09-12 08:05:04,2018-09-13 00:11:40
530,HIP 15249,668895,358663230130,-40.1875,-122.84375,-177.625,1,2018-09-12 08:05:04,2018-09-13 00:11:40
531,HIP 15278,2403,182276049243,-51.84375,-83.625,-152.90625,1,2018-09-12 08:05:04,2018-09-13 00:11:40
532,HIP 15443,6086424,182276016459,-8.21875,-259.78125,-284.78125,1,2018-09-12 08:05:04,2018-09-13 00:11:40
533,HIP 15550,1110122,134450496676,-89.90625,-202.71875,-334.9375,1,2018-09-12 08:05:04,2018-09-13 00:11:40
534,HIP 15746,103128,457137162563,-143.9375,-159.15625,-367.15625,1,2018-09-12 08:05:04,2018-09-13 00:11:40
535,HIP 15889,3889046,35666257060,-171.53125,-170.28125,-422.59375,1,2018-09-12 08:05:04,2018-09-13 00:11:40
536,HIP 15954,2901580,83785290394,-63.21875,-176.21875,-285.6875,1,2018-09-12 08:05:04,2018-09-13 00:11:40
537,HIP 16136,157713,216635771219,-43.5625,-112.53125,-191.53125,1,2018-09-12 08:05:04,2018-09-13 00:11:40
538,HIP 16440,69721,147899517259,-74.375,-133,-267.34375,1,2018-09-12 08:05:04,2018-09-13 00:11:40
539,HIP 16469,109451,44837079371,-48.46875,-161.34375,-266.71875,1,2018-09-12 08:05:04,2018-09-13 00:11:40
540,HIP 16517,134215,2931055118683,-61.59375,-44.75,-142.5,1,2018-09-12 08:05:04,2018-09-13 00:11:40
541,HIP 16529,3396,1183297016506,-34.21875,-61.375,-124.5625,1,2018-09-12 08:05:04,2018-09-13 00:11:40
542,HIP 16572,1925933,525873400139,-40.4375,-194.5,-300.25,1,2018-09-12 08:05:04,2018-09-13 00:11:40
543,HIP 16613,128246,83785257618,-63.9375,-186.6875,-325.4375,1,2018-09-12 08:05:04,2018-09-13 00:11:40
544,HIP 16692,24627,285338487123,-109.9375,-61.5625,-235.8125,1,2018-09-12 08:05:04,2018-09-13 00:11:40
545,HIP 16704,73382,10460563779,-118.4375,-170.78125,-387.375,1,2018-09-12 08:05:04,2018-09-13 00:11:40
546,HIP 16723,308564,1178708445531,-0.4375,-120,-153.6875,1,2018-09-12 08:05:04,2018-09-13 00:11:40
547,HIP 16753,26922,44820302147,-88.3125,-172.9375,-348.84375,1,2018-09-12 08:05:04,2018-09-13 00:11:40
548,HIP 16795,373296,147882740027,-149.4375,-167.15625,-432.125,1,2018-09-12 08:05:04,2018-09-13 00:11:40
549,HIP 16824,55525,10477357395,-49.21875,-89.375,-187.1875,1,2018-09-12 08:05:04,2018-09-13 00:11:40
550,HIP 16835,24629,388417702227,-65.34375,-77.5,-195.53125,1,2018-09-12 08:05:04,2018-09-13 00:11:40
551,HIP 16985,4795703,44837062979,-54.59375,-242.15625,-401.5,1,2018-09-12 08:05:04,2018-09-13 00:11:44
552,HIP 16996,24631,216618993995,-85.625,-147.28125,-321.71875,1,2018-09-12 08:05:04,2018-09-13 00:11:44
553,HIP 17000,24632,3921146453,-84.65625,-171.75,-353.125,1,2018-09-12 08:05:04,2018-09-13 00:11:44
554,HIP 17044,31554,83718214298,-74.25,-129.53125,-283.15625,1,2018-09-12 08:05:04,2018-09-13 00:11:44
555,HIP 17091,24633,560233154899,-59.625,-115.25,-243.5625,1,2018-09-12 08:05:04,2018-09-13 00:11:44
556,HIP 17125,21346,250978732363,-95.875,-128.75,-316.5625,1,2018-09-12 08:05:04,2018-09-13 00:11:44
557,HIP 17225,26923,113539778883,-86.15625,-165.59375,-356.8125,1,2018-09-12 08:05:04,2018-09-13 00:11:44
558,HIP 17403,74680,285338470723,-93.6875,-158.96875,-367.625,1,2018-09-12 08:05:04,2018-09-13 00:11:44
559,HIP 17481,21347,113556556107,-58.84375,-150.25,-305.53125,1,2018-09-12 08:05:04,2018-09-13 00:11:44
560,HIP 17482,262678,1316147415379,-54.96875,-73.78125,-190.03125,1,2018-09-12 08:05:04,2018-09-13 00:11:44
561,HIP 17497,24635,319698209091,-79.125,-158.6875,-349.125,1,2018-09-12 08:05:04,2018-09-13 00:11:44
562,HIP 17511,24636,147916294475,-56.875,-128.21875,-271.625,1,2018-09-12 08:05:04,2018-09-13 00:11:44
563,HIP 17692,24639,237529719972,-74.125,-143.96875,-328.78125,1,2018-09-12 08:05:04,2018-09-13 00:11:44
564,HIP 17694,24640,241824687268,-72.25,-152.53125,-338.6875,1,2018-09-12 08:05:04,2018-09-13 00:11:44
565,HIP 17704,24641,246119654564,-72.03125,-133.90625,-311.09375,1,2018-09-12 08:05:04,2018-09-13 00:11:44
566,HIP 17729,24642,285338470731,-74.46875,-125.65625,-303.65625,1,2018-09-12 08:05:04,2018-09-13 00:11:44
567,HIP 17837,24643,216635771211,-52.15625,-130.75,-279.9375,1,2018-09-12 08:05:04,2018-09-13 00:11:44
568,HIP 17862,24644,263299523748,-81.4375,-151.90625,-359.59375,1,2018-09-12 08:05:04,2018-09-13 00:11:44
569,HIP 17892,26067,91500831908,-70.75,-157.9375,-352.84375,1,2018-09-12 08:05:04,2018-09-13 00:11:44
570,HIP 17999,24646,1310712996,-64.0625,-125.5,-296.71875,1,2018-09-12 08:05:04,2018-09-13 00:11:44
571,HIP 18007,307105,1144331946323,-72.78125,-85.6875,-249.5,1,2018-09-12 08:05:04,2018-09-13 00:11:44
572,HIP 18077,99655,699920965,-303.84375,-236.125,-860.59375,1,2018-09-12 08:05:04,2018-09-13 00:11:44
573,HIP 18117,3182826,319714969923,-19.5,-243.46875,-415.28125,1,2018-09-12 08:05:04,2018-09-13 00:11:44
574,HIP 18154,37546,250995509579,-64.1875,-118.53125,-292.4375,1,2018-09-12 08:05:04,2018-09-13 00:11:44
575,HIP 18244,24648,285355247947,-48.625,-131.625,-291.9375,1,2018-09-12 08:05:04,2018-09-13 00:11:44
576,HIP 18266,48392,83785323162,-51.40625,-135.65625,-304.125,1,2018-09-12 08:05:04,2018-09-13 00:11:47
577,HIP 18368,4789702,354074724683,0.25,-174.8125,-286.46875,1,2018-09-12 08:05:04,2018-09-13 00:11:47
578,HIP 18502,61703,83785290386,-55.1875,-147.71875,-341.09375,1,2018-09-12 08:05:04,2018-09-13 00:11:47
