"id","system","bodyName","id64","edsmID","bodyID","type","subType","offset","distanceToArrival","isMainStar","isScoopable","isLandable","age","luminosity","absoluteMagnitude","solarMasses","solarRadius","gravity","earthMasses","radius","surfaceTemperature","surfacePressure","volcanismType","atmosphereType","terraformingState","orbitalPeriod","semiMajorAxis","orbitalEccentricity","orbitalInclination","argOfPeriapsis","rotationalPeriod","rotationalPeriodTidallyLocked","axialTilt","solidComposition","atmosphere","material","missingSkipCount","created_at","updated_at"
616,637,HIP 15279 A 9 C A,1224980139914266880,3272651,34,Planet,Rocky body,4,5266.079102,,,1,,,,,,0.050192971052614284,0.000252,451.92184375,217,,Major Silicate Vapour Geysers,No atmosphere,Not terraformable,0.33710932979166663,0.000023433682468850808,,-81.836342,110.654259,0.34588277180555554,1,-0.241825,"{""Rock"":96.8931,""Metal"":3.1069,""Ice"":0}",,"{""Sulphur"":19.3459,""Iron"":17.0655,""Carbon"":16.2679,""Nickel"":12.9077,""Phosphorus"":10.415,""Chromium"":7.67494,""Manganese"":7.04789,""Germanium"":5.7297,""Cadmium"":1.32522,""Niobium"":1.16634,""Ruthenium"":1.05391}",,2018-11-30 02:06:20,2018-11-30 14:37:03
617,639,HIP 15443 AB 4 B,1297036874958719230,5733965,36,Planet,Rocky body,3,1996.825439,,,1,,,,,,0.0887653905022094,0.001261,760.186625,206,,No volcanism,No atmosphere,Not terraformable,2.7839872685185183,0.008398359536276474,0.000356,0.005128,277.163544,2.7934105541087964,1,-0.519025,"{""Rock"":91.2814,""Metal"":8.7186,""Ice"":0}",,"{""Iron"":19.6739,""Sulphur"":19.4666,""Carbon"":16.3694,""Nickel"":14.8805,""Phosphorus"":10.48,""Manganese"":8.12514,""Zinc"":5.34664,""Arsenic"":2.56726,""Cadmium"":1.52777,""Mercury"":0.859128,""Technetium"":0.703657}",,2018-11-30 02:06:20,2018-11-30 14:37:08
618,641,HIP 15746 AB 1 B,936749179630225790,5378661,26,Planet,Rocky body,3,2105.986572,,,1,,,,,,0.1332896431735723,0.004163,1127.17025,218,,No volcanism,No atmosphere,Not terraformable,14.209202835648147,0.01857170048610859,0.001192,-0.002709,245.559586,14.209445891203703,1,0.108302,"{""Rock"":91.0343,""Metal"":8.9657,""Ice"":0}",,"{""Iron"":19.3677,""Sulphur"":18.8528,""Carbon"":15.8532,""Nickel"":14.6489,""Phosphorus"":10.1495,""Chromium"":8.71028,""Germanium"":5.59978,""Selenium"":2.95062,""Tellurium"":1.45035,""Molybdenum"":1.2647,""Tin"":1.15219}",,2018-11-30 02:06:20,2018-11-30 14:37:12
619,642,HIP 15889 11 B,2341871841898914800,3323361,65,Planet,Rocky body,2,2452.560059,,,1,,,,,,0.23839987078188118,0.02242,1955.912,180,,No volcanism,No atmosphere,Not terraformable,2.926023220486111,0.00916677004547766,0.000914,-0.047571,346.495239,-2.926038592303241,,2.308658,"{""Rock"":90.7155,""Metal"":9.2845,""Ice"":0}",,"{""Iron"":18.5807,""Sulphur"":17.9474,""Carbon"":15.0919,""Nickel"":14.0537,""Phosphorus"":9.6621,""Chromium"":8.35636,""Manganese"":7.67364,""Zinc"":5.04954,""Cadmium"":1.44288,""Antimony"":1.12155,""Tungsten"":1.02027}",,2018-11-30 02:06:20,2018-11-30 14:37:16
620,647,HIP 16171 C 1,648518704870331010,1708499,18,Planet,High metal content world,2,92051.3125,,,1,,,,,,0.06338264025112553,0.000318,451.76534375,327,,Major Rocky Magma,No atmosphere,Not terraformable,1.7168189380787038,0.012747881979044773,0.000034,0.000286,21.784191,1.6620460792824074,1,-0.220478,"{""Rock"":66.8467,""Metal"":33.1533,""Ice"":0}",,"{""Iron"":24.8279,""Nickel"":18.7788,""Sulphur"":17.5042,""Carbon"":14.7192,""Phosphorus"":9.42347,""Germanium"":5.19346,""Zirconium"":2.88303,""Selenium"":2.73955,""Yttrium"":1.48294,""Tungsten"":1.3633,""Mercury"":1.08419}",,2018-11-30 02:06:20,2018-11-30 14:37:20
621,647,HIP 16171 C 2,720576298908258940,1708513,20,Planet,High metal content world,2,92076.296875,,,1,,,,,,0.08127693500269977,0.000667,577.7816875,283,,Major Silicate Vapour Geysers,No atmosphere,Not terraformable,0.3065922942013889,0.000005857788505942953,0.140456,-4.584732,73.29245,0.4662672706944444,1,0.4343,"{""Rock"":66.8467,""Metal"":33.1533,""Ice"":0}",,"{""Iron"":23.9342,""Nickel"":18.1028,""Sulphur"":16.8741,""Carbon"":14.1894,""Phosphorus"":9.08427,""Zinc"":6.50443,""Germanium"":5.00652,""Selenium"":2.64094,""Tin"":1.5594,""Antimony"":1.05875,""Mercury"":1.04517}",,2018-11-30 02:06:20,2018-11-30 14:37:20
622,647,HIP 16171 C 3,756605095927222910,1708517,21,Planet,High metal content world,2,92076.296875,,,1,,,,,,0.0741435497195286,0.000508,527.9340625,283,,Major Silicate Vapour Geysers,No atmosphere,Not terraformable,0.3065922942013889,0.000007690399399514983,0.140456,-4.584732,253.29245,0.40693721064814814,1,0.155346,"{""Rock"":66.8467,""Metal"":33.1533,""Ice"":0}",,"{""Iron"":23.4235,""Nickel"":17.7165,""Sulphur"":16.514,""Carbon"":13.8866,""Chromium"":10.5343,""Phosphorus"":8.89042,""Selenium"":2.58458,""Arsenic"":2.1912,""Tin"":1.52612,""Ruthenium"":1.44655,""Tungsten"":1.28619}",,2018-11-30 02:06:20,2018-11-30 14:37:20
623,648,HIP 16440 1 E,324259321070192960,3492653,9,Planet,Rocky body,2,1279.038574,,,1,,,,,,0.15066970404806984,0.005931,1265.422375,225,,No volcanism,No atmosphere,Not terraformable,38.76355613425926,0.02872697657988791,0.000857,-0.456805,22.538992,-38.572048611111114,,-2.839556,"{""Rock"":90.70240000000001,""Metal"":9.297600000000001,""Ice"":0}",,"{""Iron"":19.1568,""Sulphur"":18.5259,""Carbon"":15.5783,""Nickel"":14.4894,""Phosphorus"":9.97351,""Chromium"":8.61544,""Manganese"":7.91156,""Arsenic"":2.4448,""Tellurium"":1.41589,""Tungsten"":1.0519,""Mercury"":0.836545}",,2018-11-30 02:06:20,2018-11-30 14:37:24
624,653,HIP 16572 A 4 E,1765411579802634500,5586485,49,Planet,Rocky body,3,3547.138428,,,1,,,,,,0.1642655025786723,0.007677,1378.8185,212,,No volcanism,No atmosphere,Not terraformable,18.613829571759258,0.021833844029439116,0.022797,0.074855,253.383377,18.614114583333333,1,-0.34822,"{""Rock"":91.1292,""Metal"":8.8708,""Ice"":0}",,"{""Iron"":20.1519,""Sulphur"":19.8214,""Carbon"":16.6678,""Nickel"":15.242,""Phosphorus"":10.671,""Chromium"":9.06296,""Arsenic"":2.61191,""Zirconium"":2.34005,""Molybdenum"":1.3159,""Antimony"":1.2351,""Mercury"":0.879999}",,2018-11-30 02:06:20,2018-11-30 14:37:28
625,655,HIP 16692 4 C,612489834660874620,9150813,17,Planet,Rocky body,2,2001.893677,,,1,,,,,,0.04546001950976889,0.000173,393.45290625,167,,No volcanism,No atmosphere,,2.5059096498842592,0.0000270306638127838,0.002132,0.546469,22.813156,3.0994502314814816,1,-0.186343,"{""Rock"":91.1343,""Metal"":8.8657,""Ice"":0}",,"{""Iron"":19.1485,""Sulphur"":18.7598,""Carbon"":15.775,""Nickel"":14.4831,""Phosphorus"":10.0994,""Manganese"":7.90815,""Zinc"":5.20385,""Vanadium"":4.70221,""Cadmium"":1.48697,""Molybdenum"":1.25039,""Ruthenium"":1.18254}",,2018-11-30 02:06:20,2018-11-30 14:37:32
626,656,HIP 16704 5 A,648518356801915260,5844252,18,Planet,Rocky body,2,5048.552246,,,1,,,,,,0.10128096503056692,0.001844,860.5994375,121,,Major Silicate Vapour Geysers,No atmosphere,Not terraformable,0.8143938078703704,0.0008473441460554158,0.00006,-0.000126,185.182556,-0.8145036711574074,,1.661818,"{""Rock"":90.6147,""Metal"":9.3853,""Ice"":0}",,"{""Iron"":18.6999,""Sulphur"":18.0426,""Carbon"":15.1719,""Nickel"":14.1438,""Phosphorus"":9.71333,""Chromium"":8.40996,""Manganese"":7.72286,""Zinc"":5.08193,""Molybdenum"":1.22109,""Tin"":1.12381,""Technetium"":0.66882}",,2018-11-30 02:06:20,2018-11-30 14:37:36
627,659,HIP 16795 A 10 F,,5836610,,Planet,Rocky body,3,2517.708984,,,1,,,,,,0.12249153161040974,0.003243,1037.7791875,246,,No volcanism,No atmosphere,Not terraformable,5.9590020978009255,0.009257424597822167,0.023119,4.632949,38.755741,5.959109157986111,1,-0.418944,,,"{""Iron"":19.1147,""Sulphur"":18.4924,""Carbon"":15.5502,""Nickel"":14.4576,""Phosphorus"":9.95548,""Chromium"":8.59653,""Zinc"":5.19467,""Vanadium"":4.69391,""Cadmium"":1.48435,""Tellurium"":1.41061,""Tungsten"":1.04959}",,2018-11-30 02:06:20,2018-11-30 14:37:40
628,662,HIP 16985 A 4 E,1188950346462873860,5722752,33,Planet,Rocky body,3,2536.437012,,,1,,,,,,0.10693532334738658,0.002173,909.1881875,231,,No volcanism,No atmosphere,Not terraformable,37.994733796296295,0.015793058156141255,0.002368,-1.044527,21.305676,37.99576678240741,1,0.313091,"{""Rock"":90.8661,""Metal"":9.1339,""Ice"":0}",,"{""Iron"":19.0549,""Sulphur"":18.4186,""Carbon"":15.4881,""Nickel"":14.4124,""Phosphorus"":9.91576,""Chromium"":8.56964,""Germanium"":5.43836,""Zinc"":5.17842,""Molybdenum"":1.24428,""Tin"":1.14141,""Yttrium"":1.13813}",,2018-11-30 02:06:20,2018-11-30 14:37:44
629,665,HIP 17044 1 B,612489633040601730,182401,17,Planet,Rocky body,2,2040.10022,,,1,,,,,,0.075168032357669,0.000768,644.6864375,187,,No volcanism,No atmosphere,Not terraformable,3.2780067274305558,0.008407718386061226,0.000042,-1.397253,340.316864,3.2780128761574074,1,0.112851,"{""Rock"":90.9949,""Metal"":9.0051,""Ice"":0}",,"{""Iron"":19.0445,""Sulphur"":18.5014,""Carbon"":15.5578,""Nickel"":14.4044,""Phosphorus"":9.96036,""Chromium"":8.56493,""Manganese"":7.86517,""Arsenic"":2.43933,""Cadmium"":1.47889,""Yttrium"":1.1375,""Tungsten"":1.04573}",,2018-11-30 02:06:20,2018-11-30 14:37:48
630,667,HIP 17125 A 3,396317018187336000,24232,11,Planet,Gas giant with water-based life,2,1116.813843,,,,,,,,,1.0164790054994863,40.553623,40285.628,196,,No volcanism,No atmosphere,Not terraformable,55.8621875,0.0007514083420707404,0.146156,3.642255,322.146912,262.1695138888889,,1.210826,,,,,2018-11-30 02:06:20,2018-11-30 14:37:52
631,668,HIP 17225 A 1,108086504596670784,1697,3,Planet,High metal content world,2,247.122665,,,1,,,,,,1.4202383640218266,1.862237,7303.3375,457,,Minor Silicate Vapour Geysers,No atmosphere,Not terraformable,110.10813657407408,0.49519400866713004,0.000124,0.010147,31.459728,110.10908564814815,1,-0.367147,"{""Rock"":67.2265,""Metal"":32.7735,""Ice"":0}",,"{""Iron"":21.689,""Nickel"":16.4046,""Sulphur"":15.4322,""Carbon"":12.9769,""Chromium"":9.75425,""Phosphorus"":8.30805,""Zinc"":5.89425,""Vanadium"":5.32606,""Cadmium"":1.68425,""Ruthenium"":1.33943,""Tungsten"":1.19094}",,2018-11-30 02:06:20,2018-11-30 14:37:56
632,668,HIP 17225 A 2,144115301615634752,62629,4,Planet,High metal content world,2,353.5065,,,,,,,,,1.2898306693962416,1.479947,6831.896,1239,228.46486059708857,No volcanism,Hot thick Carbon dioxide,Not terraformable,188.41717592592593,0.7084503556640529,0.000065,0.006168,115.944916,188.41880787037036,1,0.103729,"{""Rock"":67.2265,""Metal"":32.7735,""Ice"":0}",,,,2018-11-30 02:06:20,2018-11-30 14:37:56
633,669,HIP 17401 A 3 A A,612489743902434430,364315,17,Planet,Rocky body,4,1064.846924,,,1,,,,,,0.06176355444394003,0.000466,554.002,410,,Major Silicate Vapour Geysers,No atmosphere,Not terraformable,0.2035156928125,0.000038048425912522026,,-59.225735,77.495827,0.20432235152777778,1,-0.004229,"{""Rock"":96.8465,""Metal"":3.1535,""Ice"":0}",,"{""Sulphur"":19.6931,""Iron"":17.4626,""Carbon"":16.5599,""Nickel"":13.208,""Phosphorus"":10.6019,""Chromium"":7.85352,""Manganese"":7.21188,""Vanadium"":4.28821,""Cadmium"":1.35605,""Molybdenum"":1.1403,""Technetium"":0.624567}",,2018-11-30 02:06:20,2018-11-30 14:38:00
634,673,HIP 17497 B 5,1693353779589515520,106672,47,Planet,High metal content world,2,32125.638672,,,1,,,,,,0.1941687080221859,0.008606,1342.75125,396,,No volcanism,No atmosphere,Not terraformable,45.39792245370371,0.20368137263868155,0.006194,-0.062889,4.66825,45.39793402777778,1,-0.054876,"{""Rock"":66.6862,""Metal"":33.3138,""Ice"":0}",,"{""Iron"":21.8542,""Nickel"":16.5296,""Sulphur"":15.3686,""Carbon"":12.9234,""Chromium"":9.82855,""Phosphorus"":8.27378,""Zinc"":5.93915,""Vanadium"":5.36662,""Tin"":1.41083,""Yttrium"":1.30532,""Tungsten"":1.20001}",,2018-11-30 02:06:20,2018-11-30 14:38:04
635,673,HIP 17497 B 6,1729382576608479490,106772,48,Planet,High metal content world,2,32157.59375,,,1,,,,,,0.34163503440431314,0.043554,2277.28475,344,,No volcanism,No atmosphere,Not terraformable,75.13821180555556,0.28499322259404325,0.000017,2.118605,233.451401,75.13822916666666,1,-0.009445,"{""Rock"":66.6862,""Metal"":33.3138,""Ice"":0}",,"{""Iron"":21.9231,""Nickel"":16.5817,""Sulphur"":15.417,""Carbon"":12.9641,""Chromium"":9.85953,""Manganese"":9.05401,""Phosphorus"":8.29987,""Arsenic"":2.02803,""Niobium"":1.49832,""Tin"":1.41527,""Antimony"":0.958998}",,2018-11-30 02:06:20,2018-11-30 14:38:04
636,675,HIP 17692 A 3,288230613681431740,72145,8,Planet,High metal content world,2,752.489014,,,,,,,,,3.1363010857700195,10.343523,11582.702,2461,2033.9285270170244,Major Silicate Vapour Geysers,Hot thick Carbon dioxide,Not terraformable,435.8386111111111,1.5073475926953819,0.000479,1.518337,274.636658,1.5205349392361112,,-0.110248,"{""Rock"":67.104,""Metal"":32.896,""Ice"":0}",,,,2018-11-30 02:06:20,2018-11-30 14:38:08
637,676,HIP 17694 A 1 A,396317009033290940,92118,11,Planet,Rocky body,3,1315.502075,,,1,,,,,,0.13819804644699188,0.004606,1164.382125,250,,Major Silicate Vapour Geysers,No atmosphere,Not terraformable,0.8270851417824074,0.0013084852550645295,0.000004,-0.007679,152.662582,-0.8271281828703704,,-1.743539,"{""Rock"":90.7181,""Metal"":9.2819,""Ice"":0}",,"{""Iron"":19.4465,""Sulphur"":18.8727,""Carbon"":15.87,""Nickel"":14.7085,""Phosphorus"":10.1603,""Chromium"":8.74574,""Germanium"":5.56335,""Selenium"":2.95374,""Tellurium"":1.44092,""Tin"":1.17035,""Tungsten"":1.06781}",,2018-11-30 02:06:20,2018-11-30 14:38:12
638,676,HIP 17694 B 10 C,3206563176512480300,1588339,89,Planet,Rocky body,3,67515.71875,,,1,,,,,,0.05169148188934866,0.000253,446.205875,133,,Major Silicate Vapour Geysers,No atmosphere,Not terraformable,0.4587808340625,0.000006595061282513295,0.170647,-3.832242,76.762177,0.652464916087963,1,-0.412024,"{""Rock"":91.0143,""Metal"":8.985700000000001,""Ice"":0}",,"{""Iron"":19.104,""Sulphur"":18.6493,""Carbon"":15.6821,""Nickel"":14.4495,""Phosphorus"":10.0399,""Chromium"":8.59172,""Manganese"":7.88977,""Arsenic"":2.45854,""Niobium"":1.30566,""Tin"":1.14622,""Technetium"":0.683274}",,2018-11-30 02:06:20,2018-11-30 14:38:12
639,676,HIP 17694 B 7 F,2449958439114236900,1401540,68,Planet,Rocky body,3,68770.195313,,,1,,,,,,0.1259781916712556,0.003527,1067.184625,187,,No volcanism,No atmosphere,Not terraformable,32.21288194444445,0.03138576608096067,0.026022,0.053652,290.18457,32.21339699074074,1,-0.505671,"{""Rock"":91.0143,""Metal"":8.985700000000001,""Ice"":0}",,"{""Iron"":18.5943,""Sulphur"":18.1517,""Carbon"":15.2637,""Nickel"":14.064,""Phosphorus"":9.77209,""Chromium"":8.36249,""Manganese"":7.67927,""Zinc"":5.05325,""Antimony"":1.13156,""Tin"":1.11564,""Mercury"":0.811984}",,2018-11-30 02:06:20,2018-11-30 14:38:12
640,679,HIP 17837 A 4 B,1080864127204690300,4315,30,Planet,Rocky body,3,1798.379883,,,1,,,,,,0.08464851925251096,0.001095,725.40725,194,,No volcanism,No atmosphere,Not terraformable,3.6089521846064816,0.0023856698917573563,0.000037,-0.008347,289.131195,3.60912109375,1,-0.479719,"{""Rock"":91.1482,""Metal"":8.8518,""Ice"":0}",,"{""Iron"":18.3599,""Sulphur"":18.0158,""Carbon"":15.1494,""Nickel"":13.8867,""Phosphorus"":9.69892,""Chromium"":8.25707,""Manganese"":7.58247,""Germanium"":5.32843,""Cadmium"":1.42573,""Molybdenum"":1.19889,""Yttrium"":1.09662}",,2018-11-30 02:06:20,2018-11-30 14:38:16
641,680,HIP 17862 11 E,3494793574139028500,385960,97,Planet,Rocky body,2,3937.526611,,,1,,,,,,0.15383719613796454,0.006314,1292.12975,195,,No volcanism,No atmosphere,Not terraformable,8.570823206018519,0.005959981728536729,0.000123,0.268127,128.234161,-8.57158275462963,,-2.2563,"{""Rock"":90.8357,""Metal"":9.1643,""Ice"":0}",,"{""Iron"":19.7999,""Sulphur"":19.1569,""Carbon"":16.109,""Nickel"":14.9758,""Phosphorus"":10.3133,""Chromium"":8.90468,""Vanadium"":4.86217,""Arsenic"":2.52395,""Niobium"":1.35322,""Molybdenum"":1.29292,""Technetium"":0.708163}",,2018-11-30 02:06:20,2018-11-30 14:38:20
642,684,HIP 18077 6 C,1333065490401587710,84252,37,Planet,Rocky body,2,1282.516602,,,1,,,,,,0.41078266359586585,0.104828,3221.9375,388,0.00006436838884776709,Minor Rocky Magma,No atmosphere,Not terraformable,2.1442652271412035,0.010761309960276058,0.001873,0.784058,335.213226,2.1443086299189815,1,-0.223062,"{""Rock"":91.11869999999999,""Metal"":8.8813,""Ice"":0}",,"{""Iron"":18.8717,""Sulphur"":18.4601,""Carbon"":15.523,""Nickel"":14.2738,""Phosphorus"":9.9381,""Chromium"":8.48725,""Manganese"":7.79384,""Selenium"":2.88916,""Cadmium"":1.46548,""Ruthenium"":1.16545,""Tin"":1.13213}",,2018-11-30 02:06:20,2018-11-30 14:38:24
643,685,HIP 18117 5 D,,5791619,,Planet,Rocky body,2,1648.859009,,,1,,,,,,0.12033127404219703,0.003092,1022.38625,158,0.0008901308166790032,No volcanism,No atmosphere,Not terraformable,33.55449652777778,0.016211540262250537,0.000204,-1.02888,249.743759,33.55575231481482,1,0.438898,,,,,2018-11-30 02:06:20,2018-11-30 14:38:28
644,689,HIP 18368 2 H,756605091472968060,5748372,21,Planet,Rocky body,2,1260.96521,,,1,,,,,,0.12755106676280284,0.003658,1080.100875,213,,No volcanism,No atmosphere,Not terraformable,25.53697337962963,0.02219159543157856,0.001819,-0.016791,281.860901,25.53730613425926,1,-0.110418,"{""Rock"":91.0127,""Metal"":8.9873,""Ice"":0}",,"{""Iron"":20.4611,""Sulphur"":19.9231,""Carbon"":16.7533,""Nickel"":15.4759,""Phosphorus"":10.7257,""Germanium"":5.91145,""Vanadium"":5.02453,""Arsenic"":2.64368,""Molybdenum"":1.3361,""Tin"":1.21826,""Polonium"":0.526933}",,2018-11-30 02:06:20,2018-11-30 14:38:32
645,691,HIP 18730 3 G A,684547600514238850,5964256,19,Planet,Rocky body,3,1857.349731,,,1,,,,,,0.15071509862635596,0.006494,1323.921625,227,,No volcanism,No atmosphere,Not terraformable,2.1928450520833334,0.0002225152125778218,,-3.183032,23.867048,2.266339699074074,1,0.237176,"{""Rock"":96.933,""Metal"":3.0669999999999997,""Ice"":0}",,"{""Sulphur"":20.5045,""Iron"":18.0112,""Carbon"":17.2421,""Nickel"":13.6229,""Phosphorus"":11.0387,""Chromium"":8.10025,""Vanadium"":4.42293,""Selenium"":3.20912,""Cadmium"":1.39865,""Antimony"":1.27345,""Molybdenum"":1.17612}",,2018-11-30 02:06:20,2018-11-30 14:38:36
646,692,HIP 18778 A 2 A,180144476608481600,5794945,5,Planet,Rocky body,3,1206.952637,,,1,,,,,,0.24483448648853642,0.022622,1938.713875,181,,No volcanism,No atmosphere,Not terraformable,10.512669270833333,0.0009801910636419238,,66.649765,91.417343,10.841631221064814,1,-0.401592,"{""Rock"":86.0765,""Metal"":13.9235,""Ice"":0}",,"{""Iron"":20.7871,""Sulphur"":18.5412,""Nickel"":15.7225,""Carbon"":15.5912,""Phosphorus"":9.98176,""Manganese"":8.58488,""Vanadium"":5.1046,""Arsenic"":2.46972,""Antimony"":1.16786,""Tungsten"":1.14142,""Mercury"":0.90774}",,2018-11-30 02:06:20,2018-11-30 14:38:40
647,694,HIP 18909 A 4 E A,1116893611418421630,1489302,31,Planet,Rocky body,4,2209.217773,,,1,,,,,,0.048612773349181196,0.00023,438.70565625,130,,No volcanism,No atmosphere,Not terraformable,4.6579405381944445,0.00010814889894017723,,-17.294617,93.294716,4.8801038049768515,1,-0.12604,"{""Rock"":96.8741,""Metal"":3.1259,""Ice"":0}",,"{""Sulphur"":21.7509,""Iron"":19.2702,""Carbon"":18.2902,""Nickel"":14.5752,""Phosphorus"":11.7097,""Vanadium"":4.7321,""Selenium"":3.4042,""Zirconium"":2.23767,""Tellurium"":1.6546,""Niobium"":1.31702,""Tungsten"":1.05813}",,2018-11-30 02:06:20,2018-11-30 14:38:44
648,695,HIP 19026 B 1 C,1297036840582236420,5649049,36,Planet,Rocky body,3,30299.857422,,,1,,,,,,0.12357169891261822,0.003337,1048.1009375,169,0.0009373475252899087,No volcanism,No atmosphere,Not terraformable,36.4426099537037,0.02324104437938367,0.000011,-4.178119,105.292633,36.44336226851852,1,-0.172956,"{""Rock"":91.11749999999999,""Metal"":8.8825,""Ice"":0}",,"{""Iron"":20.6453,""Sulphur"":20.2416,""Carbon"":17.0211,""Nickel"":15.6153,""Phosphorus"":10.8972,""Zinc"":5.61062,""Selenium"":3.16799,""Arsenic"":2.68854,""Cadmium"":1.6032,""Antimony"":1.27133,""Tin"":1.23777}",,2018-11-30 02:06:20,2018-11-30 14:38:48
649,696,HIP 19036 2 D A,864691487185474180,5388633,24,Planet,Rocky body,3,1328.675903,,,1,,,,,,0.05242814075582612,0.000286,471.06984375,337,,Major Silicate Vapour Geysers,No atmosphere,Not terraformable,0.49563530815972223,0.00003295211674426593,,26.077677,269.947968,0.5069480161342593,1,0.367624,"{""Rock"":96.8621,""Metal"":3.1378999999999997,""Ice"":0}",,"{""Sulphur"":20.7066,""Iron"":18.3773,""Carbon"":17.4121,""Nickel"":13.8998,""Phosphorus"":11.1475,""Manganese"":7.58964,""Vanadium"":4.51283,""Selenium"":3.24076,""Niobium"":1.25599,""Molybdenum"":1.20003,""Technetium"":0.657282}",,2018-11-30 02:06:20,2018-11-30 14:38:52
650,698,HIP 19266 6 A,,5766867,,Planet,Rocky body,2,4707.794922,,,1,,,,,,0.08213630191630038,0.001,703.747625,104,,No volcanism,No atmosphere,Not terraformable,11.165944733796296,0.008734756195965027,0.000076,-0.030043,105.518181,11.166134982638889,1,0.098372,,,,,2018-11-30 02:06:20,2018-11-30 14:38:56
651,700,HIP 19549 A 2 C,396316983844374850,5798738,11,Planet,Rocky body,3,1313.432861,,,1,,,,,,0.13984715070170958,0.004786,1179.896875,203,,No volcanism,No atmosphere,Not terraformable,24.175073784722223,0.020406959121243694,0.003191,0.438375,276.605072,24.17552951388889,1,-0.085375,"{""Rock"":90.94200000000001,""Metal"":9.058,""Ice"":0}",,"{""Iron"":18.6857,""Sulphur"":18.1051,""Carbon"":15.2245,""Nickel"":14.1331,""Phosphorus"":9.74701,""Chromium"":8.40358,""Manganese"":7.71701,""Vanadium"":4.58856,""Cadmium"":1.45103,""Antimony"":1.1284,""Mercury"":0.815974}",,2018-11-30 02:06:20,2018-11-30 14:39:00
652,701,HIP 19665 8 B,1080863921046259970,5117664,30,Planet,Rocky body,2,4007.821289,,,1,,,,,,0.12996254002394844,0.003846,1097.1855,128,,No volcanism,No atmosphere,Not terraformable,0.8703880931712963,0.000012333641457371358,0.13217,1.081349,140.294357,-1.6604436125578703,,-1.64577,"{""Rock"":90.70139999999999,""Metal"":9.2986,""Ice"":0}",,"{""Iron"":19.0927,""Sulphur"":18.5086,""Carbon"":15.5638,""Nickel"":14.4409,""Phosphorus"":9.96423,""Chromium"":8.58662,""Manganese"":7.88509,""Selenium"":2.89675,""Ruthenium"":1.1791,""Tungsten"":1.04838,""Mercury"":0.833747}",,2018-11-30 02:06:20,2018-11-30 14:39:04
653,707,HIP 20318 3 A,468374491406255300,5774526,13,Planet,Rocky body,2,2137.410156,,,1,,,,,,0.28916702895361973,0.0392,2348.29775,197,,Minor Silicate Vapour Geysers,No atmosphere,Not terraformable,1.3715483036805556,0.005690552439126395,0.000039,0.026523,285.954742,1.3715707284490741,1,-0.254205,"{""Rock"":91.23649999999999,""Metal"":8.7635,""Ice"":0}",,"{""Iron"":20.1236,""Sulphur"":19.8763,""Carbon"":16.7139,""Nickel"":15.2207,""Phosphorus"":10.7005,""Manganese"":8.31085,""Arsenic"":2.61737,""Zirconium"":2.33677,""Tellurium"":1.51584,""Niobium"":1.37534,""Tin"":1.20893}",,2018-11-30 02:06:20,2018-11-30 14:39:08
654,707,HIP 20318 6 C A,1693353590051030270,5886024,47,Planet,Rocky body,3,3921.869141,,,1,,,,,,0.047640723980285245,0.000216,429.4595,199,,Major Silicate Vapour Geysers,No atmosphere,Not terraformable,0.4060768410069444,0.000034113730871438135,,7.113188,114.315842,0.4102414731597222,1,0.442938,"{""Rock"":96.9293,""Metal"":3.0707,""Ice"":0}",,"{""Sulphur"":19.8826,""Iron"":17.4683,""Carbon"":16.7192,""Nickel"":13.2123,""Phosphorus"":10.7039,""Chromium"":7.85607,""Germanium"":5.85449,""Vanadium"":4.2896,""Tellurium"":1.51633,""Cadmium"":1.35649,""Molybdenum"":1.14067}",,2018-11-30 02:06:20,2018-11-30 14:39:08
655,709,HIP 20486 A 3 A,1044835330202503550,5750545,29,Planet,High metal content world,3,4589.05127,,,1,,,,,,0.17611036653611198,0.006774,1250.877125,126,,Metallic Magma,No atmosphere,Not terraformable,0.8980693901967594,0.0015297554632908287,0.0035,0.02463,101.133614,0.8981142397337963,1,0.102231,"{""Rock"":69.4903,""Metal"":30.509700000000002,""Ice"":0}",,"{""Iron"":21.9248,""Nickel"":16.583,""Sulphur"":15.9795,""Carbon"":13.4371,""Manganese"":9.05474,""Phosphorus"":8.60268,""Zinc"":5.95835,""Germanium"":4.71661,""Molybdenum"":1.43168,""Ruthenium"":1.354,""Mercury"":0.957422}",,2018-11-30 02:06:20,2018-11-30 14:39:12
656,711,HIP 20644 A 2 D,972777598708844800,5794693,27,Planet,Rocky body,3,905.689331,,,1,,,,,,0.17736206178077338,0.009598,1483.694625,225,,No volcanism,No atmosphere,Not terraformable,15.777725694444445,0.02208925900173257,0.000032,-0.478574,294.291351,15.778062789351852,1,0.066023,"{""Rock"":91.1286,""Metal"":8.8714,""Ice"":0}",,"{""Iron"":18.4509,""Sulphur"":18.0916,""Carbon"":15.2132,""Nickel"":13.9555,""Phosphorus"":9.73974,""Chromium"":8.29797,""Manganese"":7.62003,""Zinc"":5.01426,""Cadmium"":1.4328,""Tellurium"":1.37836,""Mercury"":0.805719}",,2018-11-30 02:06:20,2018-11-30 14:39:16
