"id","`key`","value","`type`","environment","tag"
160,plugin_content_manager_configuration_content_types::grsite,"{""uid"":""grsite"",""settings"":{""searchable"":true,""filterable"":true,""bulkable"":true,""pageSize"":50,""mainField"":""id"",""defaultSortBy"":""id"",""defaultSortOrder"":""ASC""},""metadatas"":{""id"":{""edit"":{},""list"":{""label"":""Id"",""searchable"":true,""sortable"":true}},""system"":{""edit"":{""label"":""System"",""description"":"""",""placeholder"":"""",""visible"":true,""editable"":true,""mainField"":""systemName""},""list"":{""label"":""System"",""searchable"":false,""sortable"":false}},""body"":{""edit"":{""label"":""Body"",""description"":"""",""placeholder"":"""",""visible"":true,""editable"":true,""mainField"":""bodyName""},""list"":{""label"":""Body"",""searchable"":false,""sortable"":false}},""siteID"":{""edit"":{""label"":""SiteID"",""description"":"""",""placeholder"":"""",""visible"":true,""editable"":true},""list"":{""label"":""SiteID"",""searchable"":true,""sortable"":true}},""extoolID"":{""edit"":{""label"":""ExtoolID"",""description"":"""",""placeholder"":"""",""visible"":true,""editable"":true},""list"":{""label"":""ExtoolID"",""searchable"":true,""sortable"":true}},""latitude"":{""edit"":{""label"":""Latitude"",""description"":"""",""placeholder"":"""",""visible"":true,""editable"":true},""list"":{""label"":""Latitude"",""searchable"":true,""sortable"":true}},""longitude"":{""edit"":{""label"":""Longitude"",""description"":"""",""placeholder"":"""",""visible"":true,""editable"":true},""list"":{""label"":""Longitude"",""searchable"":true,""sortable"":true}},""type"":{""edit"":{""label"":""Type"",""description"":"""",""placeholder"":"""",""visible"":true,""editable"":true,""mainField"":""type""},""list"":{""label"":""Type"",""searchable"":false,""sortable"":false}},""verified"":{""edit"":{""label"":""Verified"",""description"":"""",""placeholder"":"""",""visible"":true,""editable"":true},""list"":{""label"":""Verified"",""searchable"":true,""sortable"":true}},""visible"":{""edit"":{""label"":""Visible"",""description"":"""",""placeholder"":"""",""visible"":true,""editable"":true},""list"":{""label"":""Visible"",""searchable"":true,""sortable"":true}},""activeGroups"":{""edit"":{""label"":""ActiveGroups"",""description"":"""",""placeholder"":"""",""visible"":true,""editable"":true,""mainField"":""id""},""list"":{""label"":""ActiveGroups"",""searchable"":false,""sortable"":false}},""activeObelisks"":{""edit"":{""label"":""ActiveObelisks"",""description"":"""",""placeholder"":"""",""visible"":true,""editable"":true,""mainField"":""id""},""list"":{""label"":""ActiveObelisks"",""searchable"":false,""sortable"":false}},""discoveredBy"":{""edit"":{""label"":""DiscoveredBy"",""description"":"""",""placeholder"":"""",""visible"":true,""editable"":true,""mainField"":""cmdrName""},""list"":{""label"":""DiscoveredBy"",""searchable"":false,""sortable"":false}},""created_at"":{""edit"":{""label"":""Created_at"",""description"":"""",""placeholder"":"""",""visible"":false,""editable"":true},""list"":{""label"":""Created_at"",""searchable"":true,""sortable"":true}},""updated_at"":{""edit"":{""label"":""Updated_at"",""description"":"""",""placeholder"":"""",""visible"":false,""editable"":true},""list"":{""label"":""Updated_at"",""searchable"":true,""sortable"":true}}},""layouts"":{""list"":[""id"",""siteID"",""extoolID"",""latitude""],""edit"":[[{""name"":""siteID"",""size"":4},{""name"":""extoolID"",""size"":4},{""name"":""latitude"",""size"":4}],[{""name"":""longitude"",""size"":4},{""name"":""verified"",""size"":4},{""name"":""visible"",""size"":4}]],""editRelations"":[""system"",""body"",""type"",""activeGroups"",""activeObelisks"",""discoveredBy""]}}",object,"",""
161,plugin_content_manager_configuration_content_types::grtype,"{""uid"":""grtype"",""settings"":{""searchable"":true,""filterable"":true,""bulkable"":true,""pageSize"":50,""mainField"":""type"",""defaultSortBy"":""type"",""defaultSortOrder"":""ASC""},""metadatas"":{""id"":{""edit"":{},""list"":{""label"":""Id"",""searchable"":true,""sortable"":true}},""type"":{""edit"":{""label"":""Type"",""description"":"""",""placeholder"":"""",""visible"":true,""editable"":true},""list"":{""label"":""Type"",""searchable"":true,""sortable"":true}},""journalName"":{""edit"":{""label"":""JournalName"",""description"":"""",""placeholder"":"""",""visible"":true,""editable"":true},""list"":{""label"":""JournalName"",""searchable"":true,""sortable"":true}}},""layouts"":{""list"":[""id"",""type"",""journalName""],""edit"":[[{""name"":""type"",""size"":6},{""name"":""journalName"",""size"":6}]],""editRelations"":[]}}",object,"",""
162,plugin_content_manager_configuration_content_types::gsactivegroup,"{""uid"":""gsactivegroup"",""settings"":{""searchable"":true,""filterable"":true,""bulkable"":true,""pageSize"":50,""mainField"":""id"",""defaultSortBy"":""id"",""defaultSortOrder"":""ASC""},""metadatas"":{""id"":{""edit"":{},""list"":{""label"":""Id"",""searchable"":true,""sortable"":true}},""gsSite"":{""edit"":{""label"":""GsSite"",""description"":"""",""placeholder"":"""",""visible"":true,""editable"":true,""mainField"":""id""},""list"":{""label"":""GsSite"",""searchable"":false,""sortable"":false}},""activeGroup"":{""edit"":{""label"":""ActiveGroup"",""description"":"""",""placeholder"":"""",""visible"":true,""editable"":true,""mainField"":""groupName""},""list"":{""label"":""ActiveGroup"",""searchable"":false,""sortable"":false}},""created_at"":{""edit"":{""label"":""Created_at"",""description"":"""",""placeholder"":"""",""visible"":false,""editable"":true},""list"":{""label"":""Created_at"",""searchable"":true,""sortable"":true}},""updated_at"":{""edit"":{""label"":""Updated_at"",""description"":"""",""placeholder"":"""",""visible"":false,""editable"":true},""list"":{""label"":""Updated_at"",""searchable"":true,""sortable"":true}}},""layouts"":{""list"":[""id"",""created_at"",""updated_at""],""edit"":[],""editRelations"":[""gsSite"",""activeGroup""]}}",object,"",""
163,plugin_content_manager_configuration_content_types::gsactiveobelisk,"{""uid"":""gsactiveobelisk"",""settings"":{""searchable"":true,""filterable"":true,""bulkable"":true,""pageSize"":50,""mainField"":""id"",""defaultSortBy"":""id"",""defaultSortOrder"":""ASC""},""metadatas"":{""id"":{""edit"":{},""list"":{""label"":""Id"",""searchable"":true,""sortable"":true}},""gsSite"":{""edit"":{""label"":""GsSite"",""description"":"""",""placeholder"":"""",""visible"":true,""editable"":true,""mainField"":""id""},""list"":{""label"":""GsSite"",""searchable"":false,""sortable"":false}},""activeObelisk"":{""edit"":{""label"":""ActiveObelisk"",""description"":"""",""placeholder"":"""",""visible"":true,""editable"":true,""mainField"":""id""},""list"":{""label"":""ActiveObelisk"",""searchable"":false,""sortable"":false}},""created_at"":{""edit"":{""label"":""Created_at"",""description"":"""",""placeholder"":"""",""visible"":false,""editable"":true},""list"":{""label"":""Created_at"",""searchable"":true,""sortable"":true}},""updated_at"":{""edit"":{""label"":""Updated_at"",""description"":"""",""placeholder"":"""",""visible"":false,""editable"":true},""list"":{""label"":""Updated_at"",""searchable"":true,""sortable"":true}}},""layouts"":{""list"":[""id"",""created_at"",""updated_at""],""edit"":[],""editRelations"":[""gsSite"",""activeObelisk""]}}",object,"",""
164,plugin_content_manager_configuration_content_types::gsartifact,"{""uid"":""gsartifact"",""settings"":{""searchable"":true,""filterable"":true,""bulkable"":true,""pageSize"":50,""mainField"":""artifactName"",""defaultSortBy"":""artifactName"",""defaultSortOrder"":""ASC""},""metadatas"":{""id"":{""edit"":{},""list"":{""label"":""Id"",""searchable"":true,""sortable"":true}},""artifactName"":{""edit"":{""label"":""ArtifactName"",""description"":"""",""placeholder"":"""",""visible"":true,""editable"":true},""list"":{""label"":""ArtifactName"",""searchable"":true,""sortable"":true}}},""layouts"":{""list"":[""id"",""artifactName""],""edit"":[[{""name"":""artifactName"",""size"":6}]],""editRelations"":[]}}",object,"",""
165,plugin_content_manager_configuration_content_types::gscodexcategory,"{""uid"":""gscodexcategory"",""settings"":{""searchable"":true,""filterable"":true,""bulkable"":true,""pageSize"":50,""mainField"":""categoryName"",""defaultSortBy"":""categoryName"",""defaultSortOrder"":""ASC""},""metadatas"":{""id"":{""edit"":{},""list"":{""label"":""Id"",""searchable"":true,""sortable"":true}},""categoryName"":{""edit"":{""label"":""CategoryName"",""description"":"""",""placeholder"":"""",""visible"":true,""editable"":true},""list"":{""label"":""CategoryName"",""searchable"":true,""sortable"":true}}},""layouts"":{""list"":[""id"",""categoryName""],""edit"":[[{""name"":""categoryName"",""size"":6}]],""editRelations"":[]}}",object,"",""
166,plugin_content_manager_configuration_content_types::gscodexdata,"{""uid"":""gscodexdata"",""settings"":{""searchable"":true,""filterable"":true,""bulkable"":true,""pageSize"":50,""mainField"":""id"",""defaultSortBy"":""id"",""defaultSortOrder"":""ASC""},""metadatas"":{""id"":{""edit"":{},""list"":{""label"":""Id"",""searchable"":true,""sortable"":true}},""gsCodexCategory"":{""edit"":{""label"":""GsCodexCategory"",""description"":"""",""placeholder"":"""",""visible"":true,""editable"":true,""mainField"":""categoryName""},""list"":{""label"":""GsCodexCategory"",""searchable"":false,""sortable"":false}},""gsPrimaryArtifact"":{""edit"":{""label"":""GsPrimaryArtifact"",""description"":"""",""placeholder"":"""",""visible"":true,""editable"":true,""mainField"":""artifactName""},""list"":{""label"":""GsPrimaryArtifact"",""searchable"":false,""sortable"":false}},""gsSecondaryArtifact"":{""edit"":{""label"":""GsSecondaryArtifact"",""description"":"""",""placeholder"":"""",""visible"":true,""editable"":true,""mainField"":""artifactName""},""list"":{""label"":""GsSecondaryArtifact"",""searchable"":false,""sortable"":false}},""codexNumber"":{""edit"":{""label"":""CodexNumber"",""description"":"""",""placeholder"":"""",""visible"":true,""editable"":true},""list"":{""label"":""CodexNumber"",""searchable"":true,""sortable"":true}},""text"":{""edit"":{""label"":""Text"",""description"":"""",""placeholder"":"""",""visible"":true,""editable"":true},""list"":{""label"":""Text"",""searchable"":true,""sortable"":true}},""audio"":{""edit"":{""label"":""Audio"",""description"":"""",""placeholder"":"""",""visible"":true,""editable"":true},""list"":{""label"":""Audio"",""searchable"":false,""sortable"":false}},""created_at"":{""edit"":{""label"":""Created_at"",""description"":"""",""placeholder"":"""",""visible"":false,""editable"":true},""list"":{""label"":""Created_at"",""searchable"":true,""sortable"":true}},""updated_at"":{""edit"":{""label"":""Updated_at"",""description"":"""",""placeholder"":"""",""visible"":false,""editable"":true},""list"":{""label"":""Updated_at"",""searchable"":true,""sortable"":true}}},""layouts"":{""list"":[""id"",""codexNumber"",""text"",""created_at""],""edit"":[[{""name"":""codexNumber"",""size"":4},{""name"":""text"",""size"":6}],[{""name"":""audio"",""size"":6}]],""editRelations"":[""gsCodexCategory"",""gsPrimaryArtifact"",""gsSecondaryArtifact""]}}",object,"",""
167,plugin_content_manager_configuration_content_types::gsobelisk,"{""uid"":""gsobelisk"",""settings"":{""searchable"":true,""filterable"":true,""bulkable"":true,""pageSize"":50,""mainField"":""id"",""defaultSortBy"":""id"",""defaultSortOrder"":""ASC""},""metadatas"":{""id"":{""edit"":{},""list"":{""label"":""Id"",""searchable"":true,""sortable"":true}},""gsType"":{""edit"":{""label"":""GsType"",""description"":"""",""placeholder"":"""",""visible"":true,""editable"":true,""mainField"":""type""},""list"":{""label"":""GsType"",""searchable"":false,""sortable"":false}},""gsObeliskGroup"":{""edit"":{""label"":""GsObeliskGroup"",""description"":"""",""placeholder"":"""",""visible"":true,""editable"":true,""mainField"":""groupName""},""list"":{""label"":""GsObeliskGroup"",""searchable"":false,""sortable"":false}},""obeliskNumber"":{""edit"":{""label"":""ObeliskNumber"",""description"":"""",""placeholder"":"""",""visible"":true,""editable"":true},""list"":{""label"":""ObeliskNumber"",""searchable"":true,""sortable"":true}},""broken"":{""edit"":{""label"":""Broken"",""description"":"""",""placeholder"":"""",""visible"":true,""editable"":true},""list"":{""label"":""Broken"",""searchable"":true,""sortable"":true}},""gsCodexData"":{""edit"":{""label"":""GsCodexData"",""description"":"""",""placeholder"":"""",""visible"":true,""editable"":true,""mainField"":""id""},""list"":{""label"":""GsCodexData"",""searchable"":false,""sortable"":false}},""verified"":{""edit"":{""label"":""Verified"",""description"":"""",""placeholder"":"""",""visible"":true,""editable"":true},""list"":{""label"":""Verified"",""searchable"":true,""sortable"":true}},""created_at"":{""edit"":{""label"":""Created_at"",""description"":"""",""placeholder"":"""",""visible"":false,""editable"":true},""list"":{""label"":""Created_at"",""searchable"":true,""sortable"":true}},""updated_at"":{""edit"":{""label"":""Updated_at"",""description"":"""",""placeholder"":"""",""visible"":false,""editable"":true},""list"":{""label"":""Updated_at"",""searchable"":true,""sortable"":true}}},""layouts"":{""list"":[""id"",""obeliskNumber"",""broken"",""verified""],""edit"":[[{""name"":""obeliskNumber"",""size"":4},{""name"":""broken"",""size"":4},{""name"":""verified"",""size"":4}]],""editRelations"":[""gsType"",""gsObeliskGroup"",""gsCodexData""]}}",object,"",""
168,plugin_content_manager_configuration_content_types::gsobeliskgroup,"{""uid"":""gsobeliskgroup"",""settings"":{""searchable"":true,""filterable"":true,""bulkable"":true,""pageSize"":50,""mainField"":""groupName"",""defaultSortBy"":""groupName"",""defaultSortOrder"":""ASC""},""metadatas"":{""id"":{""edit"":{},""list"":{""label"":""Id"",""searchable"":true,""sortable"":true}},""gsType"":{""edit"":{""label"":""GsType"",""description"":"""",""placeholder"":"""",""visible"":true,""editable"":true,""mainField"":""type""},""list"":{""label"":""GsType"",""searchable"":false,""sortable"":false}},""groupName"":{""edit"":{""label"":""GroupName"",""description"":"""",""placeholder"":"""",""visible"":true,""editable"":true},""list"":{""label"":""GroupName"",""searchable"":true,""sortable"":true}},""amount"":{""edit"":{""label"":""Amount"",""description"":"""",""placeholder"":"""",""visible"":true,""editable"":true},""list"":{""label"":""Amount"",""searchable"":true,""sortable"":true}},""created_at"":{""edit"":{""label"":""Created_at"",""description"":"""",""placeholder"":"""",""visible"":false,""editable"":true},""list"":{""label"":""Created_at"",""searchable"":true,""sortable"":true}},""updated_at"":{""edit"":{""label"":""Updated_at"",""description"":"""",""placeholder"":"""",""visible"":false,""editable"":true},""list"":{""label"":""Updated_at"",""searchable"":true,""sortable"":true}}},""layouts"":{""list"":[""id"",""groupName"",""amount"",""created_at""],""edit"":[[{""name"":""groupName"",""size"":6},{""name"":""amount"",""size"":4}]],""editRelations"":[""gsType""]}}",object,"",""
169,plugin_content_manager_configuration_content_types::gsobeliskreport,"{""uid"":""gsobeliskreport"",""settings"":{""searchable"":true,""filterable"":true,""bulkable"":true,""pageSize"":50,""mainField"":""id"",""defaultSortBy"":""id"",""defaultSortOrder"":""ASC""},""metadatas"":{""id"":{""edit"":{},""list"":{""label"":""Id"",""searchable"":true,""sortable"":true}},""gsreport"":{""edit"":{""label"":""Gsreport"",""description"":"""",""placeholder"":"""",""visible"":true,""editable"":true,""mainField"":""systemName""},""list"":{""label"":""Gsreport"",""searchable"":false,""sortable"":false}},""groups"":{""edit"":{""label"":""Groups"",""description"":"""",""placeholder"":"""",""visible"":true,""editable"":true},""list"":{""label"":""Groups"",""searchable"":false,""sortable"":false}},""obelisks"":{""edit"":{""label"":""Obelisks"",""description"":"""",""placeholder"":"""",""visible"":true,""editable"":true},""list"":{""label"":""Obelisks"",""searchable"":false,""sortable"":false}},""created_at"":{""edit"":{""label"":""Created_at"",""description"":"""",""placeholder"":"""",""visible"":false,""editable"":true},""list"":{""label"":""Created_at"",""searchable"":true,""sortable"":true}},""updated_at"":{""edit"":{""label"":""Updated_at"",""description"":"""",""placeholder"":"""",""visible"":false,""editable"":true},""list"":{""label"":""Updated_at"",""searchable"":true,""sortable"":true}}},""layouts"":{""list"":[""id"",""created_at"",""updated_at""],""edit"":[[{""name"":""groups"",""size"":12}],[{""name"":""obelisks"",""size"":12}]],""editRelations"":[""gsreport""]}}",object,"",""
170,plugin_content_manager_configuration_content_types::gsreport,"{""uid"":""gsreport"",""settings"":{""searchable"":true,""filterable"":true,""bulkable"":true,""pageSize"":50,""mainField"":""systemName"",""defaultSortBy"":""systemName"",""defaultSortOrder"":""ASC""},""metadatas"":{""id"":{""edit"":{},""list"":{""label"":""Id"",""searchable"":true,""sortable"":true}},""userType"":{""edit"":{""label"":""UserType"",""description"":"""",""placeholder"":"""",""visible"":true,""editable"":true},""list"":{""label"":""UserType"",""searchable"":true,""sortable"":true}},""reportType"":{""edit"":{""label"":""ReportType"",""description"":"""",""placeholder"":"""",""visible"":true,""editable"":true},""list"":{""label"":""ReportType"",""searchable"":true,""sortable"":true}},""systemName"":{""edit"":{""label"":""SystemName"",""description"":"""",""placeholder"":"""",""visible"":true,""editable"":true},""list"":{""label"":""SystemName"",""searchable"":true,""sortable"":true}},""systemAddress"":{""edit"":{""label"":""SystemAddress"",""description"":"""",""placeholder"":"""",""visible"":true,""editable"":true},""list"":{""label"":""SystemAddress"",""searchable"":true,""sortable"":true}},""regionID"":{""edit"":{""label"":""RegionID"",""description"":"""",""placeholder"":"""",""visible"":true,""editable"":true},""list"":{""label"":""RegionID"",""searchable"":true,""sortable"":true}},""coordX"":{""edit"":{""label"":""CoordX"",""description"":"""",""placeholder"":"""",""visible"":true,""editable"":true},""list"":{""label"":""CoordX"",""searchable"":true,""sortable"":true}},""coordY"":{""edit"":{""label"":""CoordY"",""description"":"""",""placeholder"":"""",""visible"":true,""editable"":true},""list"":{""label"":""CoordY"",""searchable"":true,""sortable"":true}},""coordZ"":{""edit"":{""label"":""CoordZ"",""description"":"""",""placeholder"":"""",""visible"":true,""editable"":true},""list"":{""label"":""CoordZ"",""searchable"":true,""sortable"":true}},""bodyName"":{""edit"":{""label"":""BodyName"",""description"":"""",""placeholder"":"""",""visible"":true,""editable"":true},""list"":{""label"":""BodyName"",""searchable"":true,""sortable"":true}},""latitude"":{""edit"":{""label"":""Latitude"",""description"":"""",""placeholder"":"""",""visible"":true,""editable"":true},""list"":{""label"":""Latitude"",""searchable"":true,""sortable"":true}},""longitude"":{""edit"":{""label"":""Longitude"",""description"":"""",""placeholder"":"""",""visible"":true,""editable"":true},""list"":{""label"":""Longitude"",""searchable"":true,""sortable"":true}},""type"":{""edit"":{""label"":""Type"",""description"":"""",""placeholder"":"""",""visible"":true,""editable"":true},""list"":{""label"":""Type"",""searchable"":true,""sortable"":true}},""hasDatabank"":{""edit"":{""label"":""HasDatabank"",""description"":"""",""placeholder"":"""",""visible"":true,""editable"":true},""list"":{""label"":""HasDatabank"",""searchable"":true,""sortable"":true}},""cmdrName"":{""edit"":{""label"":""CmdrName"",""description"":"""",""placeholder"":"""",""visible"":true,""editable"":true},""list"":{""label"":""CmdrName"",""searchable"":true,""sortable"":true}},""cmdrComment"":{""edit"":{""label"":""CmdrComment"",""description"":"""",""placeholder"":"""",""visible"":true,""editable"":true},""list"":{""label"":""CmdrComment"",""searchable"":true,""sortable"":true}},""isBeta"":{""edit"":{""label"":""IsBeta"",""description"":"""",""placeholder"":"""",""visible"":true,""editable"":true},""list"":{""label"":""IsBeta"",""searchable"":true,""sortable"":true}},""clientVersion"":{""edit"":{""label"":""ClientVersion"",""description"":"""",""placeholder"":"""",""visible"":true,""editable"":true},""list"":{""label"":""ClientVersion"",""searchable"":true,""sortable"":true}},""screenshot"":{""edit"":{""label"":""Screenshot"",""description"":"""",""placeholder"":"""",""visible"":true,""editable"":true},""list"":{""label"":""Screenshot"",""searchable"":false,""sortable"":false}},""reportStatus"":{""edit"":{""label"":""ReportStatus"",""description"":"""",""placeholder"":"""",""visible"":true,""editable"":true},""list"":{""label"":""ReportStatus"",""searchable"":true,""sortable"":true}},""reportComment"":{""edit"":{""label"":""ReportComment"",""description"":"""",""placeholder"":"""",""visible"":true,""editable"":true},""list"":{""label"":""ReportComment"",""searchable"":true,""sortable"":true}},""voteCount"":{""edit"":{""label"":""VoteCount"",""description"":"""",""placeholder"":"""",""visible"":true,""editable"":true},""list"":{""label"":""VoteCount"",""searchable"":true,""sortable"":true}},""added"":{""edit"":{""label"":""Added"",""description"":"""",""placeholder"":"""",""visible"":true,""editable"":true},""list"":{""label"":""Added"",""searchable"":true,""sortable"":true}},""site"":{""edit"":{""label"":""Site"",""description"":"""",""placeholder"":"""",""visible"":true,""editable"":true,""mainField"":""id""},""list"":{""label"":""Site"",""searchable"":false,""sortable"":false}},""gsobeliskreport"":{""edit"":{""label"":""Gsobeliskreport"",""description"":"""",""placeholder"":"""",""visible"":true,""editable"":true,""mainField"":""id""},""list"":{""label"":""Gsobeliskreport"",""searchable"":false,""sortable"":false}},""created_at"":{""edit"":{""label"":""Created_at"",""description"":"""",""placeholder"":"""",""visible"":false,""editable"":true},""list"":{""label"":""Created_at"",""searchable"":true,""sortable"":true}},""updated_at"":{""edit"":{""label"":""Updated_at"",""description"":"""",""placeholder"":"""",""visible"":false,""editable"":true},""list"":{""label"":""Updated_at"",""searchable"":true,""sortable"":true}}},""layouts"":{""list"":[""id"",""userType"",""reportType"",""systemName""],""edit"":[[{""name"":""userType"",""size"":6},{""name"":""reportType"",""size"":6}],[{""name"":""systemName"",""size"":6},{""name"":""systemAddress"",""size"":4}],[{""name"":""regionID"",""size"":4},{""name"":""coordX"",""size"":4},{""name"":""coordY"",""size"":4}],[{""name"":""coordZ"",""size"":4},{""name"":""bodyName"",""size"":6}],[{""name"":""latitude"",""size"":4},{""name"":""longitude"",""size"":4}],[{""name"":""type"",""size"":6},{""name"":""hasDatabank"",""size"":4}],[{""name"":""cmdrName"",""size"":6},{""name"":""cmdrComment"",""size"":6}],[{""name"":""isBeta"",""size"":4},{""name"":""clientVersion"",""size"":6}],[{""name"":""screenshot"",""size"":6},{""name"":""reportStatus"",""size"":6}],[{""name"":""reportComment"",""size"":6},{""name"":""voteCount"",""size"":4}],[{""name"":""added"",""size"":4}]],""editRelations"":[""site"",""gsobeliskreport""]}}",object,"",""
171,plugin_content_manager_configuration_content_types::gssite,"{""uid"":""gssite"",""settings"":{""searchable"":true,""filterable"":true,""bulkable"":true,""pageSize"":50,""mainField"":""id"",""defaultSortBy"":""id"",""defaultSortOrder"":""ASC""},""metadatas"":{""id"":{""edit"":{},""list"":{""label"":""Id"",""searchable"":true,""sortable"":true}},""system"":{""edit"":{""label"":""System"",""description"":"""",""placeholder"":"""",""visible"":true,""editable"":true,""mainField"":""systemName""},""list"":{""label"":""System"",""searchable"":false,""sortable"":false}},""body"":{""edit"":{""label"":""Body"",""description"":"""",""placeholder"":"""",""visible"":true,""editable"":true,""mainField"":""bodyName""},""list"":{""label"":""Body"",""searchable"":false,""sortable"":false}},""siteID"":{""edit"":{""label"":""SiteID"",""description"":"""",""placeholder"":"""",""visible"":true,""editable"":true},""list"":{""label"":""SiteID"",""searchable"":true,""sortable"":true}},""extoolID"":{""edit"":{""label"":""ExtoolID"",""description"":"""",""placeholder"":"""",""visible"":true,""editable"":true},""list"":{""label"":""ExtoolID"",""searchable"":true,""sortable"":true}},""latitude"":{""edit"":{""label"":""Latitude"",""description"":"""",""placeholder"":"""",""visible"":true,""editable"":true},""list"":{""label"":""Latitude"",""searchable"":true,""sortable"":true}},""longitude"":{""edit"":{""label"":""Longitude"",""description"":"""",""placeholder"":"""",""visible"":true,""editable"":true},""list"":{""label"":""Longitude"",""searchable"":true,""sortable"":true}},""type"":{""edit"":{""label"":""Type"",""description"":"""",""placeholder"":"""",""visible"":true,""editable"":true,""mainField"":""type""},""list"":{""label"":""Type"",""searchable"":false,""sortable"":false}},""hasDatabank"":{""edit"":{""label"":""HasDatabank"",""description"":"""",""placeholder"":"""",""visible"":true,""editable"":true},""list"":{""label"":""HasDatabank"",""searchable"":true,""sortable"":true}},""verified"":{""edit"":{""label"":""Verified"",""description"":"""",""placeholder"":"""",""visible"":true,""editable"":true},""list"":{""label"":""Verified"",""searchable"":true,""sortable"":true}},""visible"":{""edit"":{""label"":""Visible"",""description"":"""",""placeholder"":"""",""visible"":true,""editable"":true},""list"":{""label"":""Visible"",""searchable"":true,""sortable"":true}},""activeGroups"":{""edit"":{""label"":""ActiveGroups"",""description"":"""",""placeholder"":"""",""visible"":true,""editable"":true,""mainField"":""id""},""list"":{""label"":""ActiveGroups"",""searchable"":false,""sortable"":false}},""activeObelisks"":{""edit"":{""label"":""ActiveObelisks"",""description"":"""",""placeholder"":"""",""visible"":true,""editable"":true,""mainField"":""id""},""list"":{""label"":""ActiveObelisks"",""searchable"":false,""sortable"":false}},""discoveredBy"":{""edit"":{""label"":""DiscoveredBy"",""description"":"""",""placeholder"":"""",""visible"":true,""editable"":true,""mainField"":""cmdrName""},""list"":{""label"":""DiscoveredBy"",""searchable"":false,""sortable"":false}},""created_at"":{""edit"":{""label"":""Created_at"",""description"":"""",""placeholder"":"""",""visible"":false,""editable"":true},""list"":{""label"":""Created_at"",""searchable"":true,""sortable"":true}},""updated_at"":{""edit"":{""label"":""Updated_at"",""description"":"""",""placeholder"":"""",""visible"":false,""editable"":true},""list"":{""label"":""Updated_at"",""searchable"":true,""sortable"":true}}},""layouts"":{""list"":[""id"",""siteID"",""extoolID"",""latitude""],""edit"":[[{""name"":""siteID"",""size"":4},{""name"":""extoolID"",""size"":4},{""name"":""latitude"",""size"":4}],[{""name"":""longitude"",""size"":4},{""name"":""hasDatabank"",""size"":4},{""name"":""verified"",""size"":4}],[{""name"":""visible"",""size"":4}]],""editRelations"":[""system"",""body"",""type"",""activeGroups"",""activeObelisks"",""discoveredBy""]}}",object,"",""
172,plugin_content_manager_configuration_content_types::gstype,"{""uid"":""gstype"",""settings"":{""searchable"":true,""filterable"":true,""bulkable"":true,""pageSize"":50,""mainField"":""type"",""defaultSortBy"":""type"",""defaultSortOrder"":""ASC""},""metadatas"":{""id"":{""edit"":{},""list"":{""label"":""Id"",""searchable"":true,""sortable"":true}},""type"":{""edit"":{""label"":""Type"",""description"":"""",""placeholder"":"""",""visible"":true,""editable"":true},""list"":{""label"":""Type"",""searchable"":true,""sortable"":true}},""journalName"":{""edit"":{""label"":""JournalName"",""description"":"""",""placeholder"":"""",""visible"":true,""editable"":true},""list"":{""label"":""JournalName"",""searchable"":true,""sortable"":true}},""blueprint"":{""edit"":{""label"":""Blueprint"",""description"":"""",""placeholder"":"""",""visible"":true,""editable"":true},""list"":{""label"":""Blueprint"",""searchable"":true,""sortable"":true}}},""layouts"":{""list"":[""id"",""type"",""journalName"",""blueprint""],""edit"":[[{""name"":""type"",""size"":6},{""name"":""journalName"",""size"":6}],[{""name"":""blueprint"",""size"":6}]],""editRelations"":[]}}",object,"",""
