id,systemName,region
1341,EORL AUWSY PS-B D13-4554,
1342,EORL AUWSY PS-B D13-5023,
1343,EORL AUWSY PS-B D13-5388,
1344,EORL AUWSY PS-B D13-5711,
1345,EORL AUWSY PS-B D13-5884,
1346,EORL AUWSY PS-B D13-6242,
1347,EORL AUWSY QD-A D14-1389,
1348,EORL AUWSY QD-A D14-255,
1349,EORL AUWSY QD-A D14-3169,
1350,EORL AUWSY QD-A D14-4515,
1351,EORL AUWSY QD-A D14-4541,
1352,EORL AUWSY QD-A D14-5136,
1353,EORL AUWSY QD-A D14-6193,
1354,EORL AUWSY QD-A D14-798,
1355,EORL AUWSY QN-B D13-4055,
1356,EORL AUWSY QZ-Y B56-45,
1357,EORL AUWSY RD-A D14-3589,
1358,EORL AUWSY RD-A D14-4535,
1359,EORL AUWSY RY-Z D13-1614,
1360,EORL AUWSY RZ-Z B55-16,
1361,EORL AUWSY SY-Z D13-1087,
1362,EORL AUWSY SY-Z D13-1137,
1363,EORL AUWSY SY-Z D13-1139,
1364,EORL AUWSY SY-Z D13-1143,
1365,EORL AUWSY SY-Z D13-1255,
1366,EORL AUWSY SY-Z D13-1340,2
1367,EORL AUWSY SY-Z D13-1424,
1368,EORL AUWSY SY-Z D13-1499,
1369,EORL AUWSY SY-Z D13-1674,
1370,EORL AUWSY SY-Z D13-1749,
1371,EORL AUWSY SY-Z D13-2020,
1372,EORL AUWSY SY-Z D13-2262,
1373,EORL AUWSY SY-Z D13-2352,
1374,EORL AUWSY SY-Z D13-2376,
1375,EORL AUWSY SY-Z D13-2879,
1376,EORL AUWSY SY-Z D13-3468,2
1377,EORL AUWSY SY-Z D13-350,
1378,EORL AUWSY SY-Z D13-3556,
1379,EORL AUWSY SY-Z D13-3743,
1380,EORL AUWSY SY-Z D13-3861,2
1381,EORL AUWSY SY-Z D13-4014,
1382,EORL AUWSY SY-Z D13-4045,
1383,EORL AUWSY SY-Z D13-4137,
1384,EORL AUWSY SY-Z D13-4239,
1385,EORL AUWSY SY-Z D13-4588,
1386,EORL AUWSY SY-Z D13-4650,
1387,EORL AUWSY SY-Z D13-4684,
1388,EORL AUWSY SY-Z D13-4770,
1389,EORL AUWSY SY-Z D13-4952,
1390,EORL AUWSY SY-Z D13-5018,
1391,EORL AUWSY SY-Z D13-5133,
1392,EORL AUWSY SY-Z D13-5358,
1393,EORL AUWSY SY-Z D13-5438,
1394,EORL AUWSY SY-Z D13-544,
1395,EORL AUWSY SY-Z D13-5541,
1396,EORL AUWSY SY-Z D13-5549,
1397,EORL AUWSY SY-Z D13-5758,
1398,EORL AUWSY SY-Z D13-5797,
1399,EORL AUWSY SY-Z D13-6009,
1400,EORL AUWSY SY-Z D13-967,2
1401,EORL AUWSY TY-Z D13-1367,
1402,EORL AUWSY TY-Z D13-2453,
1403,EORL AUWSY TY-Z D13-3300,
1404,EORL AUWSY TY-Z D13-3832,
1405,EORL AUWSY TY-Z D13-732,
1406,EORL AUWSY UT-Z D13-1173,
1407,EORL AUWSY UT-Z D13-1617,
1408,EORL AUWSY UT-Z D13-2003,
1409,EORL AUWSY UT-Z D13-432,
1410,EORL AUWSY VT-Z D13-1851,
1411,EORL AUWSY VZ-Z B55-41,
1412,EORL AUWSY XU-Z B55-3,
1413,EORL AUWSY YF-Y B56-16,
1414,EORL AUWSY ZZ-Z B55-50,
1415,EORL BROAE RU-C C27-2491,3
1416,EORL BROU PG-A C28-230,2
1417,EORLD PRI ME-B C16-311,2
1418,EORLD PRI OD-Q D6-8705,2
1419,EORM SCRUA TD-B D407,5
1420,EOS AUSMS EG-Y G804,2
1421,EOS AUSMS HI-A D14-658,2
1422,EOS CHREA CJ-P C19-6648,1
1423,EOS CHREA KS-R D5-4956,1
1424,EOS CHREA VK-U C4-128,1
1425,EOS FREE KC-C D13-3678,2
1426,EOS PHYLOEA CR-V D2-382,1
1427,EOS PHYLOEA PC-M D7-190,1
1428,EOTCHORKS OK-C D14-0,7
1429,EOVAIT IQ-Y D0,20
1430,EOWRAIRKS PD-I C23-0,24
1431,EOWRAIRKS SL-L C21-0,24
1432,EOWYG AIHM AD-S B31-0,37
1433,EOWYG AOSCS XO-R D4-89,
1434,EPSILON CETI,18
1435,EPSILON ORIONIS,34
1436,EQ TAURI,18
1437,ESKIMO SECTOR MC-V C2-2,18
1438,ETA CARINA SECTOR BV-Y C11,
1439,ETA CARINA SECTOR EL-Y D16,35
1440,ETA CARINA SECTOR EL-Y D19,35
1441,ETA CARINA SECTOR GW-W C1-6,
1442,ETA CARINA SECTOR HR-W D1-8,35
1443,ETA CARINA SECTOR HW-W C1-4,35
1444,ETA CARINA SECTOR IM-V C2-4,35
1445,ETA CARINA SECTOR IR-W D1-10,
1446,ETA CARINA SECTOR IR-W D1-25,
1447,ETA CARINA SECTOR LC-V C2-8,
1448,ETA CARINA SECTOR PD-S B4-0,
1449,ETA CARINAE,35
1450,ETA CEPHEI,18
1451,EUFARB UT-Z D13-37,25
1452,EULAIL QX-T D3-113,
1453,EULAIL QX-T D3-52,
1454,EULLOWRY VM-W D1-2,
1455,EXIOCE,18
1456,EXPHIAY,
1457,FACHEE YS-K C11-3,
1458,FACHIAE TW-D C28-0,13
1459,FACHOU BQ-X E1-0,13
1460,FACHUIA PN-I C26-1,
1461,FARORAS,18
1462,FAUST 538,
1463,FENGIRI,
1464,FINE RING SECTOR BV-Y C7,18
1465,FINE RING SECTOR TJ-Q B5-0,18
1466,FINE RING SECTOR XO-A C21,18
1467,FLAME SECTOR SY-S C3-2,18
1468,FLAMING STAR SECTOR AF-A D0,34
1469,FLAMING STAR SECTOR ZU-Y C1,34
1470,FLOADU FP-R D4-2,
1471,FLOAGH BS-B D13-1,32
1472,FLOAGH CN-B D13-0,32
1473,FLOAGH EI-B D13-0,32
1474,FLOAGH HT-Z D13-0,32
1475,FLOAGH IO-Z D13-1,32
1476,FLOAGH JO-Z D13-0,32
1477,FLOALN VX-U B5-0,16
1478,FLOALT DR-V D2-68,9
1479,FLOALT EO-G D11-143,5
1480,FLOALT GO-G D11-9,5
1481,FLOALT HH-N C22-113,5
1482,FLOALT HJ-G D11-64,5
1483,FLOALT IH-N C22-128,5
1484,FLOALT IJ-G D11-297,5
1485,FLOALT KU-E D12-218,
1486,FLOALT KU-E D12-540,5
1487,FLOALT LM-T D4-1229,5
1488,FLOALT NF-K C23-4,5
1489,FLOALT QD-S D4-223,5
1490,FLOALT TY-K C23-31,5
1491,FLOANTH RZ-O D6-128,
1492,FLOARKS DW-N E6-726,5
1493,FLOARKS NT-Z D13-1122,5
1494,FLOARKS YR-Z C27-69,5
1495,FLOARPS LE-E D13-1390,5
1496,FLOAWNS BV-V D3-1123,
1497,FLOAWNS DQ-V D3-139,
1498,FLOAWNS DQ-V D3-142,
1499,FLOAWNS DQ-V D3-266,
1500,FLOAWNS MY-Q D5-411,5
1501,FLOAWNS TE-Y D1-176,5
1502,FLYAE EAEC BA-Q C8-36,9
1503,FLYAE EAEC BW-C D355,
1504,FLYAE EAEC EZ-S B22-13,9
1505,FLYAE EAEC IN-S D4-74,9
1506,FLYAE EAEC KT-Q D5-110,9
1507,FLYAE EAEC MK-E D12-191,9
1508,FLYAE FLYI BI-C B29-19,7
1509,FLYAE FLYI HP-B B16-30,7
1510,FLYAE FLYI KB-W D2-1103,7
1511,FLYAE FLYI MU-U C17-178,7
1512,FLYAE FLYI NO-H D10-443,7
1513,FLYAE FLYI PK-F B57-46,7
1514,FLYAE FLYI RN-S D4-72,7
1515,FLYAE FLYI VD-X B4-57,7
1516,FLYAE FLYI VO-Q D5-378,7
1517,FLYAE FLYI VV-F B27-34,7
1518,FLYAE FLYI WZ-A C28-10,7
1519,FLYAI EOHM NF-B C28-1,
1520,FLYAI FLYUAE GW-W C1-2,12
1521,FLYAI FLYUAE PT-Z D13,
1522,FLYEIA DRYOAE AS-R B34-0,
1523,FLYEIA PHOEA DL-Y G5,10
1524,FLYEIA PHOEA LL-G C13-14,10
1525,FLYEIA PHRAE LY-E B4-0,10
1526,FLYIEDGAI DW-L D8-86,9
1527,FLYIEDGAI HQ-I C24-2,9
1528,FLYIEDGAI JS-J D9-4,9
1529,FLYIEDGAI PF-E D12-2,9
1530,FLYIEDGAI RB-R B48-0,9
1531,FLYIEDGAI RF-E D12-11,9
1532,FLYIEDGAI ST-R E4-8,9
1533,FLYIEDGAI TL-C D13-22,9
1534,FLYIEDGAI XF-O E6-3,9
1535,FLYIEDGAI XF-O E6-6,9
1536,FLYIEDGE CM-U D3-20,9
1537,FLYIEDGE IB-E B15-3,9
1538,FLYIEDGE VQ-X C17-19,18
1539,FLYIEDGE VZ-O E6-68,18
1540,FLYIEDGIAE BI-I C26-93,18
1541,FLYIEDGIAE CL-Y G8,18
1542,FLYIEDGIAE ED-I C26-137,18
1543,FLYIEDGIAE FF-Y C17-0,18
1544,FLYIEDGIAE FH-U E3-16,18
1545,FLYIEDGIAE GB-V D3-75,18
1546,FLYIEDGIAE HG-X D1-6,18
1547,FLYIEDGIAE IM-O B25-1,18
1548,FLYIEDGIAE IN-S E4-19,18
1549,FLYIEDGIAE IZ-M D8-87,18
1550,FLYIEDGIAE JM-V D2-5,18
1551,FLYIEDGIAE KT-Q E5-1126,18
1552,FLYIEDGIAE KT-Q E5-147,18
1553,FLYIEDGIAE MI-R D5-15,18
1554,FLYIEDGIAE NY-R E4-0,18
1555,FLYIEDGIAE QJ-P C22-28,18
1556,FLYIEDGIAE QN-T D3-17,18
1557,FLYIEDGIAE TI-B D25,18
1558,FLYIEDGIAE TZ-B C2-8,18
1559,FLYIEDGIAE VF-K C10-3,18
1560,FLYIEDGIAE WO-Z E20,18
1561,FLYIEDGIAE WV-L C24-69,18
1562,FLYIEDGIAE XT-Y D1-4,18
1563,FLYIEDGIAE XV-C D13-59,9
1564,FLYIEDGIAE XX-F D12-235,18
1565,FLYIEDGIAE ZE-Z E5,18
1566,FLYOO BLUAE LB-O D6-2,12
1567,FLYOOE DRYEIA KH-L C24-0,18
1568,FLYOOE DRYEIA LC-S D5-0,
1569,FLYOOE DRYEIA LT-O D7-0,
1570,FLYOOE DRYEIA QN-J C25-0,18
1571,FLYOOE DRYEIA UP-N D7-0,
1572,FLYOOE EOHN BN-H D11-6,34
1573,FLYOOE EOHN SK-E C28-1,34
1574,FLYOOE EOHN UI-G B44-0,34
1575,FLYOOE PHIO LX-T E3-2,10
1576,FLYOOE PRI KP-L B25-3,13
1577,FLYUA DRYOAE BL-J B56-3,18
1578,FLYUA DRYOAE BW-K D9-17,18
1579,FLYUA DRYOAE FT-F D12-29,
1580,FLYUA DRYOAE MF-C D14-69,
1581,FLYUA DRYOAE SU-M B54-0,35
1582,FLYUA DRYOAE WO-V B49-3,
1583,FLYUA DRYOAE XO-G C27-1,18
1584,FLYUA DRYOAE ZV-C C29-3,18
1585,FLYUA EORK HO-G B57-0,34
1586,FLYUA HYPA WE-Z C16-13,17
1587,FLYUA PRAO LQ-F B15-0,13
1588,FLYUE DRYIAE CW-E D11-0,
1589,FLYUE FLYIAE TI-K C11-47,14
1590,FROAGH VL-J C10-1,16
1591,FROALS II-U B44-95,5
1592,FROARKS JH-T D4-434,5
1593,FROARKS JH-T D4-544,5
1594,FROARKS RT-M C9-229,5
1595,G 203-47,18
1596,G 99-49,18
1597,GALTI,
1598,GANDHARVI,9
1599,GARUDA,
1600,GCRV 950,
1601,GERTSIC,18
1602,GLIESE 3680,18
1603,GLIESE 550,18
1604,GLIESE 76,18
1605,GLIESE 9046,18
1606,GLOOKU GG-V D3-0,9
1607,GLOOKU OJ-F D12-0,9
1608,GLOOKU VA-C D14-1,9
1609,GLOOKU XO-A F0,9
1610,GLUDGAA NA-Y C14-0,
1611,GLUDGAA UW-E C11-22,
1612,GLUDGAE OL-L C21-14,34
1613,GLUDGAE PL-L C21-17,34
1614,GLUDGAE WV-E D11-52,34
1615,GLUDGOEA WF-I B37-10,33
1616,GLUDGOU EG-F D11-45,34
1617,GLUDGOU OD-K D8-84,34
1618,GRAEA BLOU BA-A G0,24
1619,GRAEA DRYOU BG-C C1-15,19
1620,GRAEA EOQ AN-H D11-46,19
1621,GRAEA HYPOEA SL-K D9-35,9
1622,GRAEA HYPUE AA-A H38,10
1623,GRAEA HYPUE AH-R C6-17,10
1624,GRAEA HYPUE BA-A E8,10
1625,GRAEA HYPUE BF-A D3,10
1626,GRAEA HYPUE BM-R C6-12,10
1627,GRAEA HYPUE BW-U D3-133,10
1628,GRAEA HYPUE BW-U D3-36,10
1629,GRAEA HYPUE BW-U D3-9,10
1630,GRAEA HYPUE BX-L B11-12,10
1631,GRAEA HYPUE CB-W E2-49,10
1632,GRAEA HYPUE CG-W D2-119,10
1633,GRAEA HYPUE CM-R C6-14,10
1634,GRAEA HYPUE CQ-Y D38,10
1635,GRAEA HYPUE CR-S C5-20,10
1636,GRAEA HYPUE DN-L B11-9,10
1637,GRAEA HYPUE DQ-Y D35,10
1638,GRAEA HYPUE DR-U D3-134,10
1639,GRAEA HYPUE DW-U D3-20,10
1640,GRAEA HYPUE DW-U D3-33,10
1641,GRAEA HYPUE EB-W D2-34,10
1642,GRAEA HYPUE EB-W D2-47,10
1643,GRAEA HYPUE EL-Y D58,10
1644,GRAEA HYPUE EY-I B13-14,10
1645,GRAEA HYPUE FC-T B4-2,10
1646,GRAEA HYPUE FL-Y D9,10
1647,GRAEA HYPUE FR-V D2-15,10
1648,GRAEA HYPUE FX-S D4-191,10
1649,GRAEA HYPUE GC-T D4-192,10
1650,GRAEA HYPUE GD-K B12-3,10
1651,GRAEA HYPUE GX-S D4-157,10
1652,GRAEA HYPUE HJ-A B17-2,10
1653,GRAEA HYPUE HM-U D3-194,
1654,GRAEA HYPUE HR-V D2-7,10
1655,GRAEA HYPUE HS-F B13-5,10
1656,GRAEA HYPUE IH-U D3-75,10
1657,GRAEA HYPUE IH-U D3-76,10
1658,GRAEA HYPUE IR-W D1-41,10
1659,GRAEA HYPUE IR-W D1-9,10
1660,GRAEA HYPUE JM-V C2-12,10
1661,GRAEA HYPUE JX-S D4-114,10
1662,GRAEA HYPUE JX-S D4-218,10
1663,GRAEA HYPUE KI-R D5-198,10
1664,GRAEA HYPUE LM-U B3-2,10
1665,GRAEA HYPUE MX-T D3-109,10
1666,GRAEA HYPUE OJ-P D6-346,10
1667,GRAEA HYPUE OO-P D6-179,10
1668,GRAEA HYPUE RK-H B13-2,10
1669,GRAEA HYPUE RO-P C6-15,10
1670,GRAEA HYPUE SK-K C10-13,10
1671,GRAEA HYPUE SK-K C10-49,10
1672,GRAEA HYPUE SK-V D3-817,10
1673,GRAEA HYPUE TA-X B5-13,10
1674,GRAEA HYPUE TF-P B9-1,10
1675,GRAEA HYPUE TF-P B9-12,10
1676,GRAEA HYPUE TF-V D3-649,10
1677,GRAEA HYPUE UL-V B6-14,10
1678,GRAEA HYPUE VD-A D1-217,10
1679,GRAEA HYPUE VE-Y D1-226,10
1680,GRAEA HYPUE VK-T C5-31,10
1681,GRAEA HYPUE VK-T C5-52,10
1682,GRAEA HYPUE VS-B D0,10
1683,GRAEA HYPUE WE-Y D1-202,10
1684,GRAEA HYPUE WE-Y D1-203,10
1685,GRAEA HYPUE WJ-P C6-22,
1686,GRAEA HYPUE XA-B B18-13,10
1687,GRAEA HYPUE YP-W D2-100,10
1688,GRAEA HYPUE YP-W D2-160,10
1689,GRAEA HYPUE YP-W D2-301,10
1690,GRAEA HYPUE YP-W D2-302,10
1691,GRAEA HYPUE YP-W D2-92,10
1692,GRAEA HYPUE YR-K B12-0,10
1693,GRAEA HYPUE YV-T D4-1066,10
1694,GRAEA HYPUE YY-U B5-3,10
1695,GRAEA HYPUE ZF-V D3-369,10
1696,GREA PRI JF-P C22-2,
1697,GREAE DRYOAE MU-D D13-7,
1698,GREAE EOQ BH-Y C3-1,35
1699,GREAE FLYAO HT-W C3-1,13
1700,GREAE PHIO DT-G D11-1473,
1701,GREAE PHIO DT-G D11-2101,5
1702,GREAE PHIO FO-G D11-196,
1703,GREAE PHIO FO-G D11-3323,
1704,GREAE PHIO FO-G D11-632,
1705,GREAE PHIO FO-G D11-981,
1706,GREAE PHIO IS-S D4-1486,5
1707,GREAE PHIO IY-H D10-4733,5
1708,GREAE PHIO QE-Q E5-4021,5
1709,GREAE PHIO SZ-O D6-2168,5
1710,GREAE PHIO UG-K D9-116,5
1711,GREAE PHIO YF-O E6-4798,5
1712,GREAE PHIO ZM-I D10-1500,5
1713,GREAE PHOEA RX-V B47-59,5
1714,GREAE PHOEA TZ-E D12-752,5
1715,GREERIO UL-U B32-2,7
1716,GREERUA IL-O D6-7,
1717,GREERUA QX-U E2-1,
1718,GREETHE LL-Y D19,27
1719,GREETHIA FN-J B10-0,15
1720,GREETHUAE XV-T B50-0,14
1721,GREOU EAEC RM-X B4-2,
1722,GREOU EOQ UD-Z D1-35,
1723,GREOU PHIO HS-W B5-0,
1724,GRIA BYOE RW-Z C14-0,24
1725,GRIA DRYE AB-I B2,18
1726,GRIA DRYE AE-C C15-6,18
1727,GRIA DRYE BE-F C33,18
1728,GRIA DRYE CO-C B19-6,18
1729,GRIA DRYE CU-E B4-21,18
1730,GRIA DRYE DD-K B2,18
1731,GRIA DRYE ER-H B3,18
1732,GRIA DRYE EY-C B0,18
1733,GRIA DRYE FF-A E1,18
1734,GRIA DRYE FL-U B8-1,18
1735,GRIA DRYE GP-E C22,18
1736,GRIA DRYE GV-B C2-19,18
1737,GRIA DRYE GY-I B1-8,18
1738,GRIA DRYE IG-W D2-1,18
1739,GRIA DRYE KR-C D122,18
1740,GRIA DRYE LP-F B3-12,18
1741,GRIA DRYE LT-B C3,18
1742,GRIA DRYE MJ-V B7-5,18
1743,GRIA DRYE NJ-K C11-41,18
1744,GRIA DRYE QB-E B1,18
1745,GRIA DRYE RO-X D2-257,18
1746,GRIA DRYE RW-X C3-28,
1747,GRIA DRYE RX-A D1-104,18
1748,GRIA DRYE SC-C D43,18
1749,GRIA DRYE UO-Z E25,18
1750,GRIA DRYE UX-B D24,18
1751,GRIA DRYE UY-D C1-65,18
1752,GRIA DRYE VU-V D3-103,18
1753,GRIA DRYE WK-I B0,18
1754,GRIA DRYE XK-D D13-51,18
1755,GRIA DRYE YM-I B56-3,18
1756,GRIA DRYE YT-F B0,18
1757,GRIA EOQ CN-H D11-1,35
1758,GRIA EORK CS-N C9-3,35
1759,GRIA EORK DX-A D1-20,35
1760,GRIA EORK SO-N B53-0,35
1761,GRIA EORK ZT-D C1-5,
1762,GRIA EORK ZY-S C6-3,35
1763,GRIA PRI CF-A B32-0,13
1764,GRIE EOP MJ-G C27-3,35
1765,GROEB AT-U D2-6,
1766,GROERLD KL-P D5-0,41
1767,GROOMUIA RZ-D D13-112,27
1768,GRU DRYIAE CF-H B27-2,18
1769,GRU EOQ CE-F C1,35
1770,GRU EORK CE-E D13-42,18
1771,GRU EORK DL-Y G5,18
1772,GRU HYPAI BF-P D6-40,
1773,GRU HYPUE AC-K C9-4,9
1774,GRU HYPUE CD-I C10-5,9
1775,GRU HYPUE FS-M B35-5,9
1776,GRU HYPUE GM-A B2-2,9
1777,GRU HYPUE GM-V D2-16,9
1778,GRU HYPUE GM-V D2-6,9
1779,GRU HYPUE IT-H D10-225,9
1780,GRU HYPUE IT-P C6-4,9
1781,GRU HYPUE JX-T D3-4,9
1782,GRU HYPUE KH-X B29-1,9
1783,GRU HYPUE KS-T D3-31,9
1784,GRU HYPUE LU-B B15-0,9
1785,GRU HYPUE OX-W B29-1,9
1786,GRU HYPUE PY-R D4-59,9
1787,GRU HYPUE QV-Z B15-0,9
1788,GRU HYPUE RD-N B50-8,9
1789,GRU HYPUE UU-X D1-79,9
1790,GRU HYPUE XG-K C9-4,9
1791,GRU HYPUE XU-R B32-0,9
1792,GRU HYPUE YH-X B16-0,9
1793,GRU HYPUE YL-T C4-7,9
1794,GRU HYPUE ZB-K C9-1,9
1795,GRU PHIO BA-Z E398,5
1796,GUTTORS,18
1797,GUUGUYNI,18
1798,GYRADGAA WD-M B52-0,27
1799,GYRADGUA MB-Q C20-1,27
1800,GYRUENZ ME-H B14-0,9
1801,H PERSEI SECTOR BL-X D1-1,
1802,H PERSEI SECTOR BL-X D1-19,
1803,H PERSEI SECTOR BL-X D1-4,
1804,H PERSEI SECTOR NN-S D4-26,
1805,H97B 20243,
1806,H97B 326,18
1807,HACHAO AU-A C0,14
1808,HAR PA KAMS,18
1809,HD 101131,18
1810,HD 110137,18
1811,HD 13030,18
1812,HD 148937,18
1813,HD 172275,18
1814,HD 1740,18
1815,HD 175025,18
1816,HD 19818,18
1817,HD 214275,18
1818,HD 222162,18
1819,HD 228911,
1820,HD 232902,18
1821,HD 259637,34
1822,HD 278990,
1823,HD 315024,18
1824,HD 318136,18
1825,HD 31817,34
1826,HD 35901,
1827,HD 36394,
1828,HD 36540,18
1829,HD 36617,
1830,HD 36917,
1831,HD 37127,
1832,HD 37149,
1833,HD 37660,
1834,HD 42292,
1835,HD 43193,34
1836,HD 46131,
1837,HD 49798,18
1838,HD 6270,18
1839,HD 62729,18
1840,HD 62755,
1841,HD 63154,18
1842,HD 63691,18
1843,HD 63868,
1844,HD 66438,
1845,HD 67061,
1846,HD 67314,
1847,HD 67557,
1848,HD 69978,34
1849,HD 72471,18
1850,HD 73105,
1851,HD 73430,18
1852,HD 74276,18
1853,HD 74454,18
1854,HD 75126,18
1855,HD 76838,
1856,HD 85469,
1857,HD 88079,
1858,HD 91078,18
1859,HD 92989,
1860,HD 93098,
1861,HD 93424,
1862,HE BO,18
1863,HEART SECTOR BQ-Y D8,
1864,HEART SECTOR DL-Y D65,33
1865,HEART SECTOR DL-Y E12,33
1866,HEART SECTOR IR-V B2-0,33
1867,HEART SECTOR RD-B B1,33
1868,HEART SECTOR ZE-A D61,33
1869,HEDGAEA MC-D D12-3,29
1870,HEGAI TO-Y C14-0,34
1871,HEGE LX-K D8-1,34
1872,HEGEIA AA-Q D5-4,
1873,HEGEIA FI-B D13-6,33
1874,HEGUA BD-H B24-2,33
1875,HEGUA ER-C B55-0,33
1876,HELIX SECTOR IR-W D1-6,18
1877,HELIX SECTOR ON-S B4-0,18
1878,HERMITAGE,18
1879,HEZ UR,
1880,HIND SECTOR BQ-Y D20,18
1881,HIND SECTOR BQ-Y D8,
1882,HIND SECTOR GR-W D1-13,
1883,HIND SECTOR HW-W C1-2,18
1884,HIND SECTOR PI-T C3-6,18
1885,HIP 102082,
1886,HIP 10229,
1887,HIP 10331,18
1888,HIP 10584,18
1889,HIP 11112,
1890,HIP 11125,18
1891,HIP 11154,18
1892,HIP 112490,
1893,HIP 112688,18
1894,HIP 11278,18
1895,HIP 113381,18
1896,HIP 113607,18
1897,HIP 114458,18
1898,HIP 11457,
1899,HIP 116043,18
1900,HIP 11613,
1901,HIP 11700,18
1902,HIP 117602,
1903,HIP 11981,18
1904,HIP 12099,18
1905,HIP 12635,18
1906,HIP 12916,18
1907,HIP 12952,18
1908,HIP 12967,18
1909,HIP 13786,18
1910,HIP 14370,18
1911,HIP 14405,
1912,HIP 14472,18
1913,HIP 14600,18
1914,HIP 14648,18
1915,HIP 14702,18
1916,HIP 14746,
1917,HIP 14756,
1918,HIP 14908,
1919,HIP 14909,18
1920,HIP 14969,
1921,HIP 15134,18
1922,HIP 15279,18
1923,HIP 15304,18
1924,HIP 15443,
1925,HIP 15746,18
1926,HIP 15819,18
1927,HIP 15889,
1928,HIP 15937,18
1929,HIP 16118,18
1930,HIP 16171,
1931,HIP 16440,18
1932,HIP 16572,18
1933,HIP 16639,18
1934,HIP 16692,
1935,HIP 16704,18
1936,HIP 16795,
1937,HIP 16961,
1938,HIP 16985,18
1939,HIP 17044,18
1940,HIP 17125,18
1941,HIP 17225,18
1942,HIP 17289,18
1943,HIP 17401,
1944,HIP 17403,18
1945,HIP 17497,18
1946,HIP 17675,18
1947,HIP 17692,18
1948,HIP 17694,18
1949,HIP 17729,18
1950,HIP 17837,
1951,HIP 17862,18
1952,HIP 18077,18
1953,HIP 18117,
1954,HIP 18120,18
1955,HIP 18368,18
1956,HIP 18431,18
1957,HIP 18502,
1958,HIP 18730,18
1959,HIP 18778,
1960,HIP 18823,18
1961,HIP 18909,
1962,HIP 19026,18
1963,HIP 19036,
1964,HIP 1914,18
1965,HIP 19176,
1966,HIP 19262,18
1967,HIP 19266,
1968,HIP 19284,18
1969,HIP 19298,18
1970,HIP 19382,18
1971,HIP 19519,18
1972,HIP 19549,18
1973,HIP 19616,18
1974,HIP 19665,
1975,HIP 19960,18
1976,HIP 20318,
1977,HIP 20486,
1978,HIP 20644,
1979,HIP 20646,18
1980,HIP 20785,18
1981,HIP 20830,18
1982,HIP 20859,18
1983,HIP 20960,18
1984,HIP 20964,18
1985,HIP 20989,18
1986,HIP 21130,
1987,HIP 21246,18
1988,HIP 21251,18
1989,HIP 21348,18
1990,HIP 21353,18
1991,HIP 21373,
1992,HIP 21654,
1993,HIP 21845,18
1994,HIP 22078,18
1995,HIP 22118,
1996,HIP 22334,18
1997,HIP 22347,
1998,HIP 22375,
1999,HIP 22382,18
2000,HIP 22692,
2001,HIP 22711,18
2002,HIP 22722,18
2003,HIP 22743,
2004,HIP 22760,18
2005,HIP 22851,18
2006,HIP 23022,18
2007,HIP 23086,18
2008,HIP 23269,
2009,HIP 23483,
2010,HIP 23602,
2011,HIP 2371,
2012,HIP 23759,18
2013,HIP 24007,18
2014,HIP 24483,18
2015,HIP 24934,
2016,HIP 25274,18
2017,HIP 26012,18
2018,HIP 27977,
2019,HIP 29214,
2020,HIP 29312,18
2021,HIP 29592,
2022,HIP 31194,18
2023,HIP 31829,18
2024,HIP 32278,
2025,HIP 3289,
2026,HIP 33442,
2027,HIP 33475,
2028,HIP 33659,18
2029,HIP 34209,18
2030,HIP 34322,
2031,HIP 34842,
2032,HIP 34906,
2033,HIP 34941,
2034,HIP 35245,
2035,HIP 35258,
2036,HIP 36218,
2037,HIP 36252,
2038,HIP 36601,34
2039,HIP 36777,
2040,HIP 36781,18
2041,HIP 36823,18
2042,HIP 37100,18
2043,HIP 37546,
2044,HIP 37610,
2045,HIP 37657,18
2046,HIP 38064,18
2047,HIP 38369,18
2048,HIP 38660,
2049,HIP 38716,18
2050,HIP 38974,18
2051,HIP 39111,
2052,HIP 3963,18
2053,HIP 39768,18
2054,HIP 39773,
2055,HIP 39890,18
2056,HIP 40594,18
2057,HIP 40749,18
2058,HIP 4099,18
2059,HIP 41730,
2060,HIP 41908,
2061,HIP 42003,
2062,HIP 42048,
2063,HIP 42459,
2064,HIP 42687,18
2065,HIP 43123,18
2066,HIP 43310,18
2067,HIP 43497,18
2068,HIP 43794,18
2069,HIP 44279,18
2070,HIP 44365,18
2071,HIP 44845,18
2072,HIP 46193,18
2073,HIP 46991,
2074,HIP 48141,18
2075,HIP 48720,
2076,HIP 49394,
2077,HIP 52116,
2078,HIP 52132,
2079,HIP 561,18
2080,HIP 60422,18
2081,HIP 61997,
2082,HIP 64951,
2083,HIP 65529,
2084,HIP 69699,18
2085,HIP 70202,18
2086,HIP 71998,18
2087,HIP 76765,18
2088,HIP 78756,18
2089,HIP 80804,
2090,HIP 8107,18
2091,HIP 83003,18
2092,HIP 83061,
2093,HIP 84816,18
2094,HIP 85071,18
2095,HIP 90162,18
2096,HIP 93783,
2097,HIP 95202,18
2098,HIP 95509,
2099,HIPPARCHUS,
2100,HIRADHEA,18
2101,HORAE,
2102,HR 1034,18
2103,HR 1039,18
2104,HR 1172,18
2105,HR 1185,18
2106,HR 1769,18
2107,HR 1918,
2108,HR 1919,18
2109,HR 2351,18
2110,HR 266,18
2111,HR 2923,18
2112,HR 3020,
2113,HR 4220,18
2114,HR 4221,
2115,HR 5085,18
2116,HR 5906,18
2117,HR 5934,
