"id","`type`","controller","`action`","enabled","policy","`role`"
1544,application,grcodexcategory,delete,0,"",3
1545,application,grcodexdata,find,1,"",3
1546,application,grcodexdata,findone,1,"",3
1547,application,grcodexdata,count,1,"",3
1548,application,grcodexdata,create,0,"",3
1549,application,grcodexdata,update,0,"",3
1550,application,grcodexdata,delete,0,"",3
1551,application,grobelisk,find,1,"",3
1552,application,grobelisk,findone,1,"",3
1553,application,grobelisk,count,1,"",3
1554,application,grobelisk,create,0,"",3
1555,application,grobelisk,update,0,"",3
1556,application,grobelisk,delete,0,"",3
1557,application,grobeliskgroup,find,1,"",3
1558,application,grobeliskgroup,findone,1,"",3
1559,application,grobeliskgroup,count,1,"",3
1560,application,grobeliskgroup,create,0,"",3
1561,application,grobeliskgroup,update,0,"",3
1562,application,grobeliskgroup,delete,0,"",3
1563,application,grobeliskreport,find,1,"",3
1564,application,grobeliskreport,findone,1,"",3
1565,application,grobeliskreport,count,1,"",3
1566,application,grobeliskreport,create,1,"",3
1567,application,grobeliskreport,update,0,"",3
1568,application,grobeliskreport,delete,0,"",3
1569,application,grreport,find,1,"",3
1570,application,grreport,findone,1,"",3
1571,application,grreport,count,1,"",3
1572,application,grreport,create,1,"",3
1573,application,grreport,update,0,"",3
1574,application,grreport,delete,0,"",3
1575,application,grsite,find,1,"",3
1576,application,grsite,findone,1,"",3
1577,application,grsite,count,1,"",3
1578,application,grsite,create,0,"",3
1579,application,grsite,update,0,"",3
1580,application,grsite,delete,0,"",3
1581,application,grtype,find,1,"",3
1582,application,grtype,findone,1,"",3
1583,application,grtype,count,1,"",3
1584,application,grtype,create,0,"",3
1585,application,grtype,update,0,"",3
1586,application,grtype,delete,0,"",3
1587,application,gsactivegroup,find,1,"",3
1588,application,gsactivegroup,findone,1,"",3
1589,application,gsactivegroup,count,1,"",3
1590,application,gsactivegroup,create,0,"",3
1591,application,gsactivegroup,update,0,"",3
1592,application,gsactivegroup,delete,0,"",3
1593,application,gsactiveobelisk,find,1,"",3
1594,application,gsactiveobelisk,findone,1,"",3
1595,application,gsactiveobelisk,count,1,"",3
1596,application,gsactiveobelisk,create,0,"",3
1597,application,gsactiveobelisk,update,0,"",3
1598,application,gsactiveobelisk,delete,0,"",3
1599,application,gsartifact,find,1,"",3
1600,application,gsartifact,findone,1,"",3
1601,application,gsartifact,count,1,"",3
1602,application,gsartifact,create,0,"",3
1603,application,gsartifact,update,0,"",3
1604,application,gsartifact,delete,0,"",3
1605,application,gscodexcategory,find,1,"",3
1606,application,gscodexcategory,findone,1,"",3
1607,application,gscodexcategory,count,1,"",3
1608,application,gscodexcategory,create,0,"",3
1609,application,gscodexcategory,update,0,"",3
1610,application,gscodexcategory,delete,0,"",3
1611,application,gscodexdata,find,1,"",3
1612,application,gscodexdata,findone,1,"",3
1613,application,gscodexdata,count,1,"",3
1614,application,gscodexdata,create,0,"",3
1615,application,gscodexdata,update,0,"",3
1616,application,gscodexdata,delete,0,"",3
1617,application,gsobelisk,findone,1,"",3
1618,application,gsobelisk,find,1,"",3
1619,application,gsobelisk,count,1,"",3
1620,application,gsobelisk,create,0,"",3
1621,application,gsobelisk,update,0,"",3
1622,application,gsobelisk,delete,0,"",3
1623,application,gsobeliskgroup,find,1,"",3
1624,application,gsobeliskgroup,findone,1,"",3
1625,application,gsobeliskgroup,count,1,"",3
1626,application,gsobeliskgroup,create,0,"",3
1627,application,gsobeliskgroup,update,0,"",3
1628,application,gsobeliskgroup,delete,0,"",3
1629,application,gsobeliskreport,find,1,"",3
1630,application,gsobeliskreport,findone,1,"",3
1631,application,gsobeliskreport,count,1,"",3
1632,application,gsobeliskreport,create,1,"",3
1633,application,gsobeliskreport,update,0,"",3
1634,application,gsobeliskreport,delete,0,"",3
1635,application,gsreport,find,1,"",3
1636,application,gsreport,findone,1,"",3
1637,application,gsreport,count,1,"",3
1638,application,gsreport,create,1,"",3
1639,application,gsreport,update,0,"",3
1640,application,gsreport,delete,0,"",3
1641,application,gssite,find,1,"",3
1642,application,gssite,findone,1,"",3
1643,application,gssite,count,1,"",3
1644,application,gssite,create,0,"",3
1645,application,gssite,update,0,"",3
1646,application,gssite,delete,0,"",3
1647,application,gstype,find,1,"",3
1648,application,gstype,findone,1,"",3
1649,application,gstype,count,1,"",3
1650,application,gstype,create,0,"",3
1651,application,gstype,update,0,"",3
1652,application,gstype,delete,0,"",3
1653,application,gvreport,find,1,"",3
1654,application,gvreport,findone,1,"",3
1655,application,gvreport,count,1,"",3
1656,application,gvreport,create,1,"",3
1657,application,gvreport,update,0,"",3
1658,application,gvreport,delete,0,"",3
1659,application,gvsite,find,1,"",3
1660,application,gvsite,findone,1,"",3
1661,application,gvsite,count,1,"",3
1662,application,gvsite,create,0,"",3
1663,application,gvsite,update,0,"",3
1664,application,gvsite,delete,0,"",3
1665,application,gvtype,find,1,"",3
1666,application,gvtype,findone,1,"",3
1667,application,gvtype,count,1,"",3
1668,application,gvtype,create,0,"",3
1669,application,gvtype,update,0,"",3
1670,application,gvtype,delete,0,"",3
1671,application,gyreport,find,1,"",3
1672,application,gyreport,findone,1,"",3
1673,application,gyreport,count,1,"",3
1674,application,gyreport,create,1,"",3
1675,application,gyreport,update,0,"",3
1676,application,gyreport,delete,0,"",3
1677,application,gysite,find,1,"",3
1678,application,gysite,findone,1,"",3
1679,application,gysite,count,1,"",3
1680,application,gysite,create,0,"",3
1681,application,gysite,update,0,"",3
1682,application,gysite,delete,0,"",3
1683,application,gytype,find,1,"",3
1684,application,gytype,findone,1,"",3
1685,application,gytype,count,1,"",3
1686,application,gytype,create,0,"",3
1687,application,gytype,update,0,"",3
1688,application,gytype,delete,0,"",3
1689,application,hdreport,find,1,"",3
1690,application,hdreport,findone,1,"",3
1691,application,hdreport,count,1,"",3
1692,application,hdreport,create,1,"",3
1693,application,hdreport,update,0,"",3
1694,application,hdreport,delete,0,"",3
1695,application,hdsite,find,1,"",3
1696,application,hdsite,findone,1,"",3
1697,application,hdsite,count,1,"",3
1698,application,hdsite,create,0,"",3
1699,application,hdsite,update,0,"",3
1700,application,hdsite,delete,0,"",3
1703,application,killreport,find,1,"",3
1704,application,killreport,findone,1,"",3
1705,application,killreport,count,1,"",3
1706,application,killreport,create,1,"",3
1707,application,killreport,update,0,"",3
1708,application,killreport,delete,0,"",3
1709,application,lcfssreport,find,1,"",3
1710,application,lcfssreport,findone,1,"",3
1711,application,lcfssreport,count,1,"",3
1712,application,lcfssreport,create,1,"",3
1713,application,lcfssreport,update,0,"",3
1714,application,lcfssreport,delete,0,"",3
1715,application,lsreport,find,1,"",3
1716,application,lsreport,findone,1,"",3
1717,application,lsreport,count,1,"",3
1718,application,lsreport,create,1,"",3
1719,application,lsreport,update,0,"",3
1720,application,lsreport,delete,0,"",3
1721,application,lssite,find,1,"",3
1722,application,lssite,findone,1,"",3
1723,application,lssite,count,1,"",3
1724,application,lssite,create,0,"",3
1725,application,lssite,update,0,"",3
1726,application,lssite,delete,0,"",3
1727,application,lstype,find,1,"",3
1728,application,lstype,findone,1,"",3
1729,application,lstype,count,1,"",3
1730,application,lstype,create,0,"",3
1731,application,lstype,update,0,"",3
1732,application,lstype,delete,0,"",3
1733,application,materialreport,find,1,"",3
1734,application,materialreport,findone,1,"",3
1735,application,materialreport,count,1,"",3
1736,application,materialreport,create,1,"",3
1737,application,nhssreport,create,1,"",3
1738,application,materialreport,update,0,"",3
1739,application,nhssreport,count,1,"",3
1740,application,nhssreport,update,0,"",3
1741,application,nhssreport,find,1,"",3
1742,application,nhssreport,findone,1,"",3
1743,application,materialreport,delete,0,"",3
1744,application,nhssreport,delete,0,"",3
1745,application,nhsssite,find,1,"",3
1746,application,nhsssite,findone,1,"",3
1747,application,nhsssite,count,1,"",3
1748,application,nhsssite,create,0,"",3
1749,application,nhsssite,update,0,"",3
1750,application,nhsssite,delete,0,"",3
1751,application,pointofinterest,find,1,"",3
1752,application,pointofinterest,findone,1,"",3
1753,application,pointofinterest,count,1,"",3
1754,application,pointofinterest,create,0,"",3
1755,application,pointofinterest,update,0,"",3
1756,application,pointofinterest,delete,0,"",3
1757,application,region,find,1,"",3
1758,application,region,findone,1,"",3
1759,application,region,count,1,"",3
1760,application,region,create,0,"",3
1761,application,region,update,0,"",3
1762,application,region,delete,0,"",3
1763,application,reportcodex,find,1,"",3
1764,application,reportcodex,findone,1,"",3
1765,application,reportcodex,count,1,"",3
1766,application,reportcodex,create,1,"",3
1767,application,reportcodex,update,0,"",3
1768,application,reportcodex,delete,0,"",3
1769,application,reportevent,find,1,"",3
1770,application,reportevent,findone,1,"",3
1771,application,reportevent,count,1,"",3
1772,application,reportevent,create,1,"",3
1773,application,reportevent,update,0,"",3
1774,application,reportevent,delete,0,"",3
1775,application,reportfss,find,1,"",3
1776,application,reportfss,findone,1,"",3
1777,application,reportfss,count,1,"",3
1778,application,reportfss,create,1,"",3
1779,application,reportfss,update,0,"",3
1780,application,reportfss,delete,0,"",3
1781,application,reporttype,find,1,"",3
1782,application,reporttype,findone,1,"",3
1783,application,reporttype,count,1,"",3
1784,application,reporttype,create,0,"",3
1785,application,reporttype,update,0,"",3
1786,application,reporttype,delete,0,"",3
1787,application,ring,find,1,"",3
1788,application,ring,findone,1,"",3
1789,application,ring,count,1,"",3
1790,application,ring,create,0,"",3
1791,application,ring,update,0,"",3
1792,application,ring,delete,0,"",3
1793,application,system,find,1,"",3
1794,application,system,findone,1,"",3
1795,application,system,count,1,"",3
1796,application,system,create,0,"",3
1797,application,system,update,0,"",3
1798,application,system,delete,0,"",3
1799,application,tbcycle,find,1,"",3
1800,application,tbcycle,findone,1,"",3
1801,application,tbcycle,count,1,"",3
1802,application,tbcycle,create,0,"",3
1803,application,tbcycle,update,0,"",3
1804,application,tbcycle,delete,0,"",3
1805,application,tbreport,find,1,"",3
1806,application,tbreport,findone,1,"",3
1807,application,tbreport,count,1,"",3
1808,application,tbreport,create,1,"",3
1809,application,tbreport,update,0,"",3
1810,application,tbreport,delete,0,"",3
1811,application,tbsite,find,1,"",3
1812,application,tbsite,findone,1,"",3
1813,application,tbsite,count,1,"",3
1814,application,tbsite,create,0,"",3
1815,application,tbsite,update,0,"",3
1816,application,tbsite,delete,0,"",3
1817,application,tbtype,find,1,"",3
1818,application,tbtype,findone,1,"",3
1819,application,tbtype,count,1,"",3
1820,application,tbtype,create,0,"",3
1821,application,tbtype,update,0,"",3
1822,application,tbtype,delete,0,"",3
1823,application,tsreport,find,1,"",3
1824,application,tsreport,findone,1,"",3
1825,application,tsreport,count,1,"",3
1826,application,tsreport,create,1,"",3
1827,application,tsreport,update,0,"",3
1828,application,tsreport,delete,0,"",3
1829,application,tssite,find,1,"",3
1830,application,tssite,findone,1,"",3
1831,application,tssite,count,1,"",3
1832,application,tssite,create,0,"",3
1833,application,tssite,update,0,"",3
1834,application,tssite,delete,0,"",3
1835,application,tsstatus,find,1,"",3
1836,application,tsstatus,findone,1,"",3
1837,application,tsstatus,count,1,"",3
1838,application,tsstatus,create,0,"",3
1839,application,tsstatus,update,0,"",3
1840,application,tsstatus,delete,0,"",3
1841,application,twreport,find,1,"",3
1842,application,twreport,findone,1,"",3
1843,application,twreport,count,1,"",3
1844,application,twreport,create,1,"",3
1845,application,twreport,update,0,"",3
1846,application,twreport,delete,0,"",3
1847,application,twsite,find,1,"",3
1848,application,twsite,findone,1,"",3
1849,application,twsite,count,1,"",3
1850,application,twsite,create,0,"",3
1851,application,twsite,update,0,"",3
1852,application,twsite,delete,0,"",3
1853,application,twtype,find,1,"",3
1854,application,twtype,findone,1,"",3
1855,application,twtype,count,1,"",3
1856,application,twtype,create,0,"",3
1857,application,twtype,update,0,"",3
1858,application,twtype,delete,0,"",3
1860,content-manager,contentmanager,find,0,"",3
1861,content-manager,contentmanager,count,0,"",3
1862,content-manager,contentmanager,findone,0,"",3
1863,content-manager,contentmanager,create,0,"",3
1864,content-manager,contentmanager,update,0,"",3
1866,content-manager,contentmanager,delete,0,"",3
1868,content-type-builder,contenttypebuilder,getmodels,0,"",3
1869,content-type-builder,contenttypebuilder,getmodel,0,"",3
1870,content-type-builder,contenttypebuilder,getconnections,0,"",3
1871,content-type-builder,contenttypebuilder,createmodel,0,"",3
1872,content-type-builder,contenttypebuilder,updatemodel,0,"",3
1873,content-type-builder,contenttypebuilder,deletemodel,0,"",3
1875,documentation,documentation,getinfos,0,"",3
1876,documentation,documentation,index,1,"",3
1877,documentation,documentation,loginview,0,"",3
1878,documentation,documentation,login,0,"",3
1879,documentation,documentation,regeneratedoc,0,"",3
1880,documentation,documentation,deletedoc,0,"",3
1881,documentation,documentation,updatesettings,0,"",3
1882,email,email,send,0,"",3
1883,email,email,getenvironments,0,"",3
1884,email,email,getsettings,0,"",3
1885,email,email,updatesettings,0,"",3
1886,settings-manager,settingsmanager,menu,0,"",3
1887,settings-manager,settingsmanager,environments,0,"",3
1888,settings-manager,settingsmanager,languages,0,"",3
1889,settings-manager,settingsmanager,databases,0,"",3
1890,settings-manager,settingsmanager,database,0,"",3
1891,settings-manager,settingsmanager,databasemodel,0,"",3
1892,settings-manager,settingsmanager,get,0,"",3
1893,settings-manager,settingsmanager,update,0,"",3
1894,settings-manager,settingsmanager,createlanguage,0,"",3
1895,settings-manager,settingsmanager,deletelanguage,0,"",3
1896,settings-manager,settingsmanager,createdatabase,0,"",3
1897,settings-manager,settingsmanager,updatedatabase,0,"",3
1898,settings-manager,settingsmanager,deletedatabase,0,"",3
1899,upload,upload,upload,0,"",3
1900,upload,upload,getenvironments,0,"",3
1901,upload,upload,getsettings,0,"",3
1902,upload,upload,updatesettings,0,"",3
1903,upload,upload,find,1,"",3
1904,upload,upload,findone,1,"",3
1905,upload,upload,count,1,"",3
1906,upload,upload,destroy,0,"",3
1907,upload,upload,search,0,"",3
1908,users-permissions,auth,callback,1,"",3
1909,users-permissions,auth,changepassword,1,"",3
1910,users-permissions,auth,connect,1,"",3
1911,users-permissions,auth,forgotpassword,1,"",3
1912,users-permissions,auth,register,1,"",3
1913,users-permissions,auth,emailconfirmation,1,"",3
1914,users-permissions,user,find,0,"",3
1915,users-permissions,user,me,1,"",3
1916,users-permissions,user,findone,0,"",3
1917,users-permissions,user,create,0,"",3
1918,users-permissions,user,update,0,"",3
1919,users-permissions,user,destroy,0,"",3
1920,users-permissions,user,destroyall,0,"",3
1921,users-permissions,userspermissions,createrole,0,"",3
1922,users-permissions,userspermissions,deleteprovider,0,"",3
1923,users-permissions,userspermissions,deleterole,0,"",3
1924,users-permissions,userspermissions,getpermissions,0,"",3
1925,users-permissions,userspermissions,getpolicies,0,"",3
1926,users-permissions,userspermissions,getrole,0,"",3
1927,users-permissions,userspermissions,getroles,0,"",3
1928,users-permissions,userspermissions,getroutes,0,"",3
1929,users-permissions,userspermissions,index,0,"",3
1930,users-permissions,userspermissions,init,1,"",3
1931,users-permissions,userspermissions,searchusers,0,"",3
1932,users-permissions,userspermissions,updaterole,0,"",3
1933,users-permissions,userspermissions,getemailtemplate,0,"",3
1934,users-permissions,userspermissions,updateemailtemplate,0,"",3
1935,users-permissions,userspermissions,getadvancedsettings,0,"",3
1936,users-permissions,userspermissions,updateadvancedsettings,0,"",3
1937,users-permissions,userspermissions,getproviders,0,"",3
1938,users-permissions,userspermissions,updateproviders,0,"",3
1939,application,global,info,1,"",1
1940,application,global,version,1,"",1
1941,application,global,info,1,"",2
1942,application,global,version,1,"",2
1943,application,global,info,1,"",3
1944,application,global,version,1,"",3
2033,application,tbsubtype,find,1,"",1
2034,application,tbsubtype,findone,1,"",1
2035,application,tbsubtype,count,1,"",1
2036,application,tbsubtype,create,1,"",1
2037,application,tbsubtype,update,1,"",1
2038,application,tbsubtype,delete,1,"",1
2148,application,tbsubtype,find,1,"",2
2149,application,tbsubtype,findone,1,"",2
2150,application,tbsubtype,count,1,"",2
2151,application,tbsubtype,create,0,"",2
2152,application,tbsubtype,update,0,"",2
2153,application,tbsubtype,delete,0,"",2
2263,application,tbsubtype,find,1,"",3
2264,application,tbsubtype,findone,1,"",3
2265,application,tbsubtype,count,1,"",3
2266,application,tbsubtype,create,0,"",3
2267,application,tbsubtype,update,0,"",3
2268,application,tbsubtype,delete,0,"",3
2290,application,permitlock,find,1,"",1
2291,application,permitlock,findone,1,"",1
2292,application,permitlock,count,1,"",1
2293,application,permitlock,create,1,"",1
2294,application,permitlock,update,1,"",1
2295,application,permitlock,delete,1,"",1
2296,content-manager,contentmanager,deletemany,0,"",1
2297,content-manager,contenttypes,listcontenttypes,0,"",1
2298,content-manager,contenttypes,findcontenttype,0,"",1
2299,content-manager,contenttypes,updatecontenttype,0,"",1
2300,content-manager,generalsettings,getgeneralsettings,0,"",1
2301,content-manager,generalsettings,updategeneralsettings,0,"",1
2302,content-manager,groups,listgroups,0,"",1
2303,content-manager,groups,findgroup,0,"",1
2304,content-manager,groups,updategroup,0,"",1
2305,content-type-builder,groups,getgroups,0,"",1
2306,content-type-builder,groups,getgroup,0,"",1
2307,content-type-builder,groups,creategroup,0,"",1
2308,content-type-builder,groups,updategroup,0,"",1
2309,content-type-builder,groups,deletegroup,0,"",1
2310,application,permitlock,find,1,"",2
2311,application,permitlock,findone,1,"",2
2312,application,permitlock,count,1,"",2
2313,application,permitlock,create,0,"",2
2314,application,permitlock,update,0,"",2
2315,application,permitlock,delete,0,"",2
2316,content-manager,contentmanager,deletemany,0,"",2
2317,content-manager,contenttypes,listcontenttypes,0,"",2
2318,content-manager,contenttypes,findcontenttype,0,"",2
2319,content-manager,contenttypes,updatecontenttype,0,"",2
2320,content-manager,generalsettings,getgeneralsettings,0,"",2
2321,content-manager,generalsettings,updategeneralsettings,0,"",2
2322,content-manager,groups,listgroups,0,"",2
2323,content-manager,groups,findgroup,0,"",2
2324,content-manager,groups,updategroup,0,"",2
2325,content-type-builder,groups,getgroups,0,"",2
2326,content-type-builder,groups,getgroup,0,"",2
2327,content-type-builder,groups,creategroup,0,"",2
2328,content-type-builder,groups,updategroup,0,"",2
2329,content-type-builder,groups,deletegroup,0,"",2
2330,application,permitlock,find,1,"",3
2331,application,permitlock,findone,1,"",3
2332,application,permitlock,count,1,"",3
2333,application,permitlock,create,0,"",3
2334,application,permitlock,update,0,"",3
2335,application,permitlock,delete,0,"",3
2336,content-manager,contenttypes,listcontenttypes,0,"",3
2337,content-manager,contentmanager,deletemany,0,"",3
2338,content-manager,contenttypes,findcontenttype,0,"",3
2339,content-manager,contenttypes,updatecontenttype,0,"",3
2340,content-manager,generalsettings,getgeneralsettings,0,"",3
2341,content-manager,generalsettings,updategeneralsettings,0,"",3
2342,content-manager,groups,listgroups,0,"",3
2343,content-manager,groups,findgroup,0,"",3
2344,content-manager,groups,updategroup,0,"",3
2345,content-type-builder,groups,getgroups,0,"",3
2346,content-type-builder,groups,getgroup,0,"",3
2347,content-type-builder,groups,creategroup,0,"",3
2348,content-type-builder,groups,updategroup,0,"",3
2349,content-type-builder,groups,deletegroup,0,"",3
2350,application,global,totalcount,1,"",1
2351,application,global,totalcount,1,"",2
2352,application,global,totalcount,1,"",3
