id,system,body,siteID,extoolID,type,subtype,latitude,longitude,cycle,comment,verified,visible
812,1982,2680,812,\N,2,1,23.7658,-25.9304,1,,0,1
813,1982,2681,813,\N,2,1,25.3334,27.1615,1,,0,1
814,1982,2680,814,\N,2,1,65.4235,-11.7913,1,,0,1
815,1982,2680,815,\N,2,1,67.3939,11.8741,1,,0,1
816,1982,2679,816,\N,2,1,11.4529,-7.4456,1,,0,1
817,1982,2680,817,\N,2,1,49.3433,5.4262,1,,0,1
818,1982,2679,818,\N,2,1,-11.3132,-9.6261,1,,0,1
819,1982,2680,819,\N,2,1,69.2894,90.5347,1,,0,1
820,1982,2679,820,\N,2,1,-28.1054,56.3227,1,,0,1
821,1982,2680,821,\N,2,1,19.2059,84.463,1,,0,1
822,1982,2679,822,\N,2,1,-57.4954,98.9801,1,,0,1
823,1982,2678,823,\N,2,1,-53.9303,-135.4968,1,,0,1
824,1982,2678,824,\N,2,1,-60.2986,-93.3253,1,,0,1
825,1982,2677,825,\N,2,1,61.8281,94.1262,1,,0,1
826,1982,2678,826,\N,2,1,-35.7591,-102.9839,1,,0,1
827,1982,2677,827,\N,2,1,0.9654,142.5656,1,,0,1
828,1982,2678,828,\N,2,1,-1.597,-111.6727,1,,0,1
829,1982,2677,829,\N,2,1,-3.0171,145.7343,1,,0,1
830,1982,2677,830,\N,2,1,7.3316,135.6741,1,,0,1
831,1982,2678,831,\N,2,1,-3.9755,-46.5401,1,,0,1
832,1982,2676,832,\N,2,1,5.8612,44.3515,1,,0,1
833,1982,2676,833,\N,2,1,-44.1077,-24.1293,1,,0,1
834,3048,4082,834,\N,2,1,-6.4011,-123.4196,1,,0,1
835,4490,6139,835,\N,2,1,-27.3218,-172.8915,1,,0,1
836,4490,6139,836,\N,2,1,-22.4422,-171.877,1,,0,1
837,4490,6139,837,\N,2,1,-39.0586,-174.8346,1,,0,1
838,4490,6139,838,\N,2,1,-58.836,-164.2551,1,,0,1
839,4490,6139,839,\N,2,1,-60.8521,-128.3838,1,,0,1
840,4490,6139,840,\N,2,1,-49.5995,-127.7737,1,,0,1
841,4490,6139,841,\N,2,1,23.5063,92.1374,1,,0,1
842,4490,6140,842,\N,2,1,17.1667,10.1697,1,,0,1
843,4490,6140,843,\N,2,1,24.2275,8.6536,1,,0,1
844,4490,6140,844,\N,2,1,28.8884,7.8979,1,,0,1
845,3048,4082,845,\N,2,1,33.3471,-90.7939,1,,0,1
846,3048,4083,846,\N,2,1,13.7904,-46.0936,1,,0,1
847,3048,4083,847,\N,2,1,16.0929,-34.5278,1,,0,1
848,3048,4083,848,\N,2,1,28.4674,-25.0383,1,,0,1
849,3048,4083,849,\N,2,1,42.4722,-75.9686,1,,0,1
850,2467,3323,850,\N,2,1,13.4163,-161.4983,1,,0,1
851,4502,6161,851,\N,2,1,-24.8394,-119.8866,1,,0,1
852,4502,6161,852,\N,2,1,-21.277,-109.0539,1,,0,1
853,4502,6161,853,\N,2,1,-17.0025,-112.2284,1,,0,1
854,4502,6161,854,\N,2,1,-7.2799,-120.1855,1,,0,1
855,4509,6178,855,\N,2,1,-48.0168,-16.9016,1,,0,1
856,4509,6178,856,\N,2,1,60.8373,-3.4415,1,,0,1
857,4509,6178,857,\N,2,1,44.4677,-23.3671,1,,0,1
858,4509,6178,858,\N,2,1,25.3851,7.7733,1,,0,1
859,4509,6178,859,\N,2,1,8.8457,124.1728,1,,0,1
860,4509,6178,860,\N,2,1,27.3032,161.6464,1,,0,1
861,4509,6177,861,\N,2,1,4.9651,28.9688,1,,0,1
862,4511,6182,862,\N,2,1,-43.5773,-165.2269,1,,0,1
863,4490,6140,863,\N,2,1,15.1218,-42.1817,1,,0,1
864,4490,6140,864,\N,2,1,12.5595,-33.5139,1,,0,1
865,4490,6140,865,\N,2,1,-4.9524,-32.7746,1,,0,1
866,4490,6140,866,\N,2,1,-10.0586,4.9643,1,,0,1
867,4490,6140,867,\N,2,1,23.0143,55.0527,1,,0,1
868,4490,6140,868,\N,2,1,20.5271,60.6253,1,,0,1
869,4490,6140,869,\N,2,1,14.7891,63.314,1,,0,1
870,4490,6140,870,\N,2,1,13.7121,64.9698,1,,0,1
871,4487,6133,871,\N,2,1,8.0737,122.6559,1,,0,1
872,4487,6132,872,\N,2,1,-3.266,134.5652,1,,0,1
873,4487,6133,873,\N,2,1,7.9218,124.9657,1,,0,1
874,4487,6132,874,\N,2,1,-7.4532,133.1021,1,,0,1
875,4497,6153,875,\N,2,1,-27.1168,-91.9454,1,,0,1
876,3036,4065,876,\N,2,1,34.2348,-109.4683,1,,0,1
877,3148,4274,877,\N,2,1,7.0985,-58.9888,1,,0,1
878,3148,4275,878,\N,2,1,66.3913,-6.5118,1,,0,1
879,3148,4275,879,\N,2,1,7.4619,84.1466,1,,0,1
880,4509,6176,880,\N,2,1,32.0327,-92.3459,1,,0,1
881,4509,6176,881,\N,2,1,32.9292,-99.8273,1,,0,1
882,4509,6176,882,\N,2,1,-1.1984,-63.823,1,,0,1
883,4509,6177,883,\N,2,1,30.1383,-1.6081,1,,0,1
884,4509,6177,884,\N,2,1,18.4074,-16.01,1,,0,1
885,4509,6177,885,\N,2,1,1.0927,-45.6094,1,,0,1
886,4509,6177,886,\N,2,1,2.4241,-59.7328,1,,0,1
887,4509,6176,887,\N,2,1,-28.8089,-175.6061,1,,0,1
888,4511,6182,888,\N,2,1,-39.2597,88.2864,1,,0,1
889,3124,4224,889,\N,2,1,-28.4542,71.2327,1,,0,1
890,4496,6152,890,\N,2,1,-69.1244,150.3076,1,,0,1
891,4496,6152,891,\N,2,1,-65.7478,-127.5848,1,,0,1
892,4496,6152,892,\N,2,1,-59.5961,-174.5151,1,,0,1
893,4496,6152,893,\N,2,1,-60.0369,-164.1891,1,,0,1
894,4496,6152,894,\N,2,1,-51.0644,-172.3064,1,,0,1
895,4496,6152,895,\N,2,1,-24.6631,-177.0609,1,,0,1
896,4496,6152,896,\N,2,1,-11.5068,-155.008,1,,0,1
897,4496,6152,897,\N,2,1,-21.3256,-155.7758,1,,0,1
898,4496,6152,898,\N,2,1,-21.0979,-153.8212,1,,0,1
899,4496,6152,899,\N,2,1,-22.7998,-148.0978,1,,0,1
900,4496,6152,900,\N,2,1,-22.7326,-144.8363,1,,0,1
901,4496,6149,901,\N,2,1,-27.7816,97.1378,1,,0,1
902,4496,6149,902,\N,2,1,-36.0992,80.0523,1,,0,1
903,4496,6150,903,\N,2,1,4.2961,-7.8506,1,,0,1
904,4496,6150,904,\N,2,1,7.9086,-4.5971,1,,0,1
905,4496,6150,905,\N,2,1,10.8727,-13.3484,1,,0,1
906,4496,6150,906,\N,2,1,11.2386,-11.6543,1,,0,1
907,4496,6150,907,\N,2,1,15.9241,-46.5351,1,,0,1
908,4496,6150,908,\N,2,1,17.4908,-47.2196,1,,0,1
909,4502,6161,909,\N,2,1,-38.6476,-143.6357,1,,0,1
910,4496,6151,910,\N,2,1,-30.7079,45.0666,1,,0,1
911,4496,6151,911,\N,2,1,-38.449,66.5981,1,,0,1
912,4496,6151,912,\N,2,1,-27.8834,70.4749,1,,0,1
913,4496,6151,913,\N,2,1,-34.2972,69.5285,1,,0,1
914,4496,6151,914,\N,2,1,-32.7911,70.63,1,,0,1
915,4497,6153,915,\N,2,1,-19.2984,174.0556,1,,0,1
916,4487,6132,916,\N,2,1,15.8391,131.5168,1,,0,1
917,4487,6132,917,\N,2,1,-5.8592,68.5859,1,,0,1
918,4487,6134,918,\N,2,1,-43.4167,101.6662,1,,0,1
919,4487,6134,919,\N,2,1,-45.2155,86.9868,1,,0,1
920,4487,6133,920,\N,2,1,49.8655,127.0389,1,,0,1
