"id","systemName","edsmID","edsmID64","edsmCoordX","edsmCoordY","edsmCoordZ","edsmCoordLocked","missingSkipCount","created_at","updated_at"
869,IC 2391 SECTOR YE-A D103,9116984,3549631072611,489.03125,-98.09375,-34.96875,1,,2018-11-13 12:49:13,2018-11-13 12:56:47
870,IC 2391 SECTOR ZE-A D101,9084820,3480928373091,526.5,-86.375,-37.9375,1,,2018-11-13 12:49:13,2018-11-13 12:56:47
871,IC 2602 SECTOR EB-X D1-20,16707205,697789581691,528.25,-6.75,179.3125,1,,2018-11-13 12:49:13,2018-11-13 12:56:47
872,IC 2602 SECTOR UX-T B3-5,2232518,11674391946705,621.28125,-87.5,95.5625,1,,2018-11-13 12:49:13,2018-11-13 12:56:47
873,IC 2602 SECTOR XU-X B1-8,2851635,18268509054401,412.28125,-59.625,57.53125,1,,2018-11-13 12:49:13,2018-11-13 12:56:47
874,IC 4604 SECTOR FB-X C1-16,26183,4482033423170,61.40625,182.1875,566,1,,2018-11-13 12:49:13,2018-11-13 12:56:47
875,IMIUTLI,17052,5358508329800,-84.0625,-43.71875,-13.5,1,,2018-11-13 12:49:13,2018-11-13 12:56:47
876,INTI,9627,203174175924,-10.09375,-40.75,-36,1,,2018-11-13 12:49:13,2018-11-13 12:56:51
877,IOWHAIL TD-T E3-2692,28960851,11563316553700,-1667.8125,176.25,16364.03125,0,,2018-11-13 12:49:13,2018-11-13 12:56:51
878,IOWHAIL VY-S E3-5339,25603111,22932094978020,-1672.78125,93.78125,16300.8125,0,,2018-11-13 12:49:13,2018-11-13 12:56:51
879,IOWHAIL WY-S E3-8276,25599292,35546418120676,-1645.96875,99.4375,16350.3125,0,,2018-11-13 12:49:13,2018-11-13 12:56:51
880,JATAYA,8636,3932076053170,-36.40625,-67.96875,-152.71875,1,,2018-11-13 12:49:13,2018-11-13 12:56:51
881,JELLYFISH SECTOR JH-V C2-1,251809,360072843002,808.5,262.46875,-4927.71875,1,,2018-11-13 12:49:13,2018-11-13 12:56:51
882,JELLYFISH SECTOR PD-S B4-2,3747649,5079470775793,780.40625,239.65625,-4940.40625,1,,2018-11-13 12:49:13,2018-11-13 12:56:51
883,KAGUTSUCHI,13875,2869709055337,-11.5,-84.5625,-162.65625,1,,2018-11-13 12:49:13,2018-11-13 12:56:51
884,KAPPA-1 VOLANTIS,1029111,211772499132,396.90625,-142.5625,106.09375,1,,2018-11-13 12:49:13,2018-11-13 12:56:51
885,KITAE,19664,4236725193059,-13.5,24.75,-56.46875,1,,2018-11-13 12:49:13,2018-11-13 12:56:51
886,KONGGA,1251,3932009075402,-104.15625,82.71875,-32.375,1,,2018-11-13 12:49:13,2018-11-13 12:56:51
887,LALANDE 2966,25058,457137195363,-95.25,10.21875,-74.78125,1,,2018-11-13 12:49:13,2018-11-13 12:56:51
888,LALANDE 4141,6068,2557686551242,-39.65625,-49.59375,-60.96875,1,,2018-11-13 12:49:13,2018-11-13 12:56:51
889,LAMPADE,10413,4481966084826,28.28125,-98.09375,46.9375,1,,2018-11-13 12:49:13,2018-11-13 12:56:51
890,LASI RY-R E4-3131,20255667,13448974994220,4588.8125,692.53125,33090.4375,1,,2018-11-13 12:49:13,2018-11-13 12:56:51
891,LEI HSINI,18997,5367098264272,-2.96875,-42.8125,-164.5625,1,,2018-11-13 12:49:13,2018-11-13 12:56:51
892,LHS 332,16461,5069537879473,43.1875,5.875,24.78125,1,,2018-11-13 12:49:13,2018-11-13 12:56:51
893,LP 634-1,25253,6131166483162,-23.34375,-9.78125,28.1875,1,,2018-11-13 12:49:13,2018-11-13 12:56:51
894,LP 892-51,100521,2870514492825,45.875,-32.21875,-33.40625,1,,2018-11-13 12:49:13,2018-11-13 12:56:51
895,LU WANG,20089,669880886713,-79.03125,51.8125,45.53125,1,,2018-11-13 12:49:13,2018-11-13 12:56:51
896,LYAISOO OD-T E3-3353,25034926,14402436737764,3781.875,182.25,31687.75,0,,2018-11-13 12:49:13,2018-11-13 12:56:51
897,LYAISOO SP-O E6-6511,3746811,27965943491324,3823.875,907.78125,32135.21875,1,,2018-11-13 12:49:13,2018-11-13 12:56:51
898,M36 SECTOR DL-Y D80,27400393,2759172556731,-393.5,26.25,-4304.46875,0,,2018-11-13 12:49:13,2018-11-13 12:56:51
899,M47 SECTOR GM-L B8-1,14600290,2887694820401,1334.25,113.0625,-943.0625,0,,2018-11-13 12:49:13,2018-11-13 12:56:51
900,M47 SECTOR GW-W D1-25,19609216,869739284747,1254,82.8125,-945.625,0,,2018-11-13 12:49:13,2018-11-13 12:56:51
901,MAIA,25341,8216113749,-81.78125,-149.4375,-343.375,1,,2018-11-13 12:49:13,2018-11-13 12:56:55
902,MASSAGETAE,18515,5067927201137,-83.65625,-23.71875,-139.8125,1,,2018-11-13 12:49:13,2018-11-13 12:56:55
903,MEL 22 SECTOR AL-E B12-2,7142513,5069000221977,1.40625,-241.125,-357.53125,1,,2018-11-13 12:49:13,2018-11-13 12:56:55
904,MEL 22 SECTOR AX-A B14-1,11140326,2867829482793,-164.3125,-237.28125,-319.78125,1,,2018-11-13 12:49:13,2018-11-13 12:56:55
905,MEL 22 SECTOR BV-P C5-2,13178890,633608114826,-11,-270.625,-363.21875,1,,2018-11-13 12:49:13,2018-11-13 12:56:55
906,MEL 22 SECTOR CB-O C6-4,7603144,1183162602130,-122.65625,-267.5,-336.84375,1,,2018-11-13 12:49:13,2018-11-13 12:56:55
907,MEL 22 SECTOR CG-O C6-6,12249156,1733052666514,-61.75,-258.71875,-317.75,1,,2018-11-13 12:49:13,2018-11-13 12:56:55
908,MEL 22 SECTOR DB-X D1-41,102497,1419193059643,-189.71875,-146.53125,-458.90625,1,,2018-11-13 12:49:13,2018-11-13 12:56:55
909,MEL 22 SECTOR DB-X D1-46,4117209,1590991751483,-170.3125,-157.65625,-433.71875,1,,2018-11-13 12:49:13,2018-11-13 12:56:55
910,MEL 22 SECTOR DG-O C6-0,8961302,83852333714,5.6875,-256.8125,-323.5625,1,,2018-11-13 12:49:13,2018-11-13 12:56:55
911,MEL 22 SECTOR EH-T B4-0,186370,668806489305,-151.625,-152.5625,-506.75,1,,2018-11-13 12:49:13,2018-11-13 12:56:55
912,MEL 22 SECTOR FH-U C3-9,739004,2557485191802,-172.0625,-104.4375,-446.34375,1,,2018-11-13 12:49:13,2018-11-13 12:56:55
913,MEL 22 SECTOR FM-V D2-38,1982053,1316113860931,-172.8125,-80.53125,-366.34375,1,,2018-11-13 12:49:13,2018-11-13 12:56:55
914,MEL 22 SECTOR FM-V D2-67,4065059,2312546273603,-202.09375,-81.78125,-365.5,1,,2018-11-13 12:49:13,2018-11-13 12:56:55
915,MEL 22 SECTOR HH-V D2-37,816826,1281754106179,-155.75,-179.3125,-406.6875,1,,2018-11-13 12:49:13,2018-11-13 12:56:55
916,MEL 22 SECTOR HH-V D2-53,262722,1831509920067,-170.3125,-126.46875,-423.0625,1,,2018-11-13 12:49:13,2018-11-13 12:56:55
917,MEL 22 SECTOR IO-G B11-1,10879552,2867292742929,-198.09375,-202.34375,-381.90625,1,,2018-11-13 12:49:13,2018-11-13 12:56:55
918,MEL 22 SECTOR IS-S C4-6,427581,1732918612610,-135.8125,-36.375,-408.96875,1,,2018-11-13 12:49:13,2018-11-13 12:56:55
919,MEL 22 SECTOR JC-V D2-14,4841723,491480107331,-174.15625,-200.96875,-361.71875,1,,2018-11-13 12:49:13,2018-11-13 12:56:55
920,MEL 22 SECTOR JC-V D2-15,4841646,525839845699,-176.09375,-203.34375,-368.65625,1,,2018-11-13 12:49:13,2018-11-13 12:56:55
921,MEL 22 SECTOR JC-V D2-19,13980972,663278799171,-203.1875,-219.625,-356.65625,1,,2018-11-13 12:49:13,2018-11-13 12:56:55
922,MEL 22 SECTOR JC-V D2-31,675547,1075595659587,-158.59375,-232.78125,-392.96875,1,,2018-11-13 12:49:13,2018-11-13 12:56:55
923,MEL 22 SECTOR JC-V D2-41,3218471,1419193043267,-189.84375,-214.71875,-350.8125,1,,2018-11-13 12:49:13,2018-11-13 12:56:55
924,MEL 22 SECTOR JX-T C3-9,112035,2557485126266,-183.8125,-152.25,-432.5,1,,2018-11-13 12:49:13,2018-11-13 12:56:55
925,MEL 22 SECTOR KC-V D2-28,5504375,972533221699,-78.4375,-258.25,-404.0625,1,,2018-11-13 12:49:13,2018-11-13 12:56:55
926,MEL 22 SECTOR LN-T D3-60,6240496,2072028088651,-183.53125,-179.5,-314.375,1,,2018-11-13 12:49:13,2018-11-13 12:56:58
927,MEL 22 SECTOR LN-T D3-64,4981394,2209467042123,-214.15625,-136.125,-334.0625,1,,2018-11-13 12:49:13,2018-11-13 12:56:58
928,MEL 22 SECTOR LX-U D2-24,8544283,835077474627,-185.96875,-286.6875,-405.03125,1,,2018-11-13 12:49:13,2018-11-13 12:56:58
929,MEL 22 SECTOR MC-V D2-19,6588880,663329130819,31.5625,-231.6875,-351.4375,1,,2018-11-13 12:49:13,2018-11-13 12:56:58
930,MEL 22 SECTOR MX-U D2-14,13829178,491496868163,-107.5625,-280.25,-397.5,1,,2018-11-13 12:49:13,2018-11-13 12:56:58
931,MEL 22 SECTOR ND-H B11-0,353006,671222474001,29.8125,-139.15625,-369.40625,1,,2018-11-13 12:49:13,2018-11-13 12:56:58
932,MEL 22 SECTOR NT-Q C5-11,5017061,3107241005706,-174.0625,-104.96875,-372.625,1,,2018-11-13 12:49:13,2018-11-13 12:56:58
933,MEL 22 SECTOR NX-U D2-27,3139672,938190244163,-57.125,-274.71875,-373.6875,1,,2018-11-13 12:49:13,2018-11-13 12:56:58
934,MEL 22 SECTOR NX-U D2-31,13809524,1075629197635,-64.40625,-269.5625,-373.59375,1,,2018-11-13 12:49:13,2018-11-13 12:56:58
935,MEL 22 SECTOR ON-T C3-3,5709296,908284727930,-128.375,-230.3125,-450.9375,1,,2018-11-13 12:49:13,2018-11-13 12:56:58
936,MEL 22 SECTOR OO-Q C5-10,6741715,2832295957130,-219.6875,-112.28125,-369,1,,2018-11-13 12:49:13,2018-11-13 12:56:58
937,MEL 22 SECTOR OO-Q C5-6,5695660,1732784329354,-190.78125,-143.75,-354.46875,1,,2018-11-13 12:49:13,2018-11-13 12:56:58
938,MEL 22 SECTOR OY-R C4-5,8589253,1457906356866,-194.375,-207,-388.65625,1,,2018-11-13 12:49:13,2018-11-13 12:56:58
939,MEL 22 SECTOR QD-T D3-34,4200826,1178691635531,-71.65625,-287.3125,-317.125,1,,2018-11-13 12:49:13,2018-11-13 12:56:58
940,MEL 22 SECTOR SK-E B12-1,13872062,2867829482777,-149.3125,-228.09375,-351.25,1,,2018-11-13 12:49:13,2018-11-13 12:56:58
941,MEL 22 SECTOR SU-N B7-0,3933886,668806423793,-154.3125,-173.4375,-460.5,1,,2018-11-13 12:49:13,2018-11-13 12:56:58
942,MEL 22 SECTOR TT-R C4-2,5070079,633473929858,-97.375,-255.21875,-419.78125,1,,2018-11-13 12:49:13,2018-11-13 12:56:58
943,MEL 22 SECTOR UE-G B11-0,2972294,670416839953,-39.5,-239.625,-380.625,1,,2018-11-13 12:49:13,2018-11-13 12:56:58
944,MEL 22 SECTOR UT-R C4-4,3680389,1183296852610,-35.5625,-260.03125,-390.625,1,,2018-11-13 12:49:13,2018-11-13 12:56:58
945,MEL 22 SECTOR WK-O C6-1,7861083,358394729106,-191.90625,-221.3125,-320.375,1,,2018-11-13 12:49:13,2018-11-13 12:56:58
946,MEL 22 SECTOR YK-N B7-0,14676359,669343163633,-123.71875,-222.75,-459.53125,1,,2018-11-13 12:49:13,2018-11-13 12:56:58
947,MEL 22 SECTOR YU-F B11-1,3153662,2869439964433,-33.96875,-268.4375,-384.53125,1,,2018-11-13 12:49:13,2018-11-13 12:56:58
948,MEL 22 SECTOR ZM-H B11-3,3976838,7265608017169,-171.0625,-92.09375,-382.75,1,,2018-11-13 12:49:13,2018-11-13 12:56:58
949,MEL 22 SECTOR ZU-P C5-1,538018,358595990154,-75.4375,-284.5,-361.8125,1,,2018-11-13 12:49:13,2018-11-13 12:56:58
950,MEL 22 SECTOR ZZ-P C5-3,14499975,908486054538,12.34375,-252.25,-360.34375,1,,2018-11-13 12:49:13,2018-11-13 12:56:58
951,MEROPE,25355,224644818084,-78.59375,-149.625,-340.53125,1,,2018-11-13 12:49:13,2018-11-13 12:57:02
952,MIZUCHI,25360,1281804470635,79.84375,-9.71875,51.8125,1,,2018-11-13 12:49:13,2018-11-13 12:57:02
953,MU CASSIOPEIA,25365,9466510583217,-26.125,-24.625,17.34375,1,,2018-11-13 12:49:13,2018-11-13 12:57:02
954,MUSCA DARK REGION AA-Z C46,11729653,12729041556218,486.0625,-21.78125,200.15625,1,,2018-11-13 12:49:13,2018-11-13 12:57:02
955,MUSCA DARK REGION LN-T C3-4,2985393,1183968105234,348.09375,-37.3125,312.9375,1,,2018-11-13 12:49:13,2018-11-13 12:57:02
956,MYNOAW RI-T E3-130,25010263,559778056292,4664.0625,-858.4375,18926.6875,1,,2018-11-13 12:49:13,2018-11-13 12:57:02
957,MYNOAW RY-R E4-196,24976913,843245914220,4604.40625,-546.15625,19004.1875,0,,2018-11-13 12:49:13,2018-11-13 12:57:02
958,NAUNI,7528,9466510386537,-33.5,-70.1875,-162.1875,1,,2018-11-13 12:49:13,2018-11-13 12:57:02
959,NEFERTEM,25371,11666607711649,38.125,30.875,-21.25,1,,2018-11-13 12:49:13,2018-11-13 12:57:02
960,NEGRITO,15977,4207155286738,78.40625,-82.59375,10.90625,1,,2018-11-13 12:49:13,2018-11-13 12:57:02
961,NGALIA,1829,2557619442354,-74.625,-35.03125,-165.96875,1,,2018-11-13 12:49:13,2018-11-13 12:57:02
962,NGC 2451A SECTOR BL-X C1-12,26317734,3383662482074,753.6875,-21.15625,-303.125,1,,2018-11-13 12:49:13,2018-11-13 12:57:02
963,NGC 2451A SECTOR DL-Y D61,24286020,2106572376395,734.6875,-150.28125,-272.28125,1,,2018-11-13 12:49:13,2018-11-13 12:57:02
964,NGC 2451A SECTOR DQ-Y D2,9638448,79381383499,828.71875,-91.6875,-302.65625,1,,2018-11-13 12:49:13,2018-11-13 12:57:02
965,NGC 2451A SECTOR GW-W C1-12,6316571,3383595274906,708.53125,-144.125,-283.96875,1,,2018-11-13 12:49:13,2018-11-13 12:57:02
966,NGC 2451A SECTOR IR-W D1-77,10034758,2656344967507,742.78125,-156.90625,-260.96875,1,,2018-11-13 12:49:13,2018-11-13 12:57:02
967,NGC 2451A SECTOR JR-W C1-1,1362323,360005374618,739.625,-158.09375,-278.3125,1,,2018-11-13 12:49:13,2018-11-13 12:57:02
968,NGC 2451A SECTOR LX-U D2-25,24182666,869621795163,726.0625,-163.5625,-171.78125,1,,2018-11-13 12:49:13,2018-11-13 12:57:02
969,NGC 2451A SECTOR MC-V C2-5,24294377,1459584144034,795.6875,-114.34375,-258.25,1,,2018-11-13 12:49:13,2018-11-13 12:57:02
970,NGC 2451A SECTOR QT-R C4-18,6523803,5032862749362,731.25,-75.28125,-180,1,,2018-11-13 12:49:13,2018-11-13 12:57:02
971,NGC 2451A SECTOR RI-T C3-27,26151082,7506965205674,841.96875,-130.4375,-212.875,1,,2018-11-13 12:49:13,2018-11-13 12:57:02
972,NGC 2451A SECTOR RT-R C4-19,6447152,5307807765170,753.03125,-84.03125,-153.75,1,,2018-11-13 12:49:13,2018-11-13 12:57:02
973,NGC 2451A SECTOR TO-R C4-10,22626000,2833906569906,758.875,-122,-165.03125,1,,2018-11-13 12:49:13,2018-11-13 12:57:02
974,NGC 2451A SECTOR TO-R C4-3,23308553,909761221298,739.46875,-127.875,-156.1875,1,,2018-11-13 12:49:13,2018-11-13 12:57:02
975,NGC 2451A SECTOR TY-R B4-6,24307901,13875562620225,792.40625,-119.6875,-264.21875,1,,2018-11-13 12:49:13,2018-11-13 12:57:02
976,NGC 2451A SECTOR UO-R C4-4,13141934,1184706237106,800.25,-118.84375,-158.875,1,,2018-11-13 12:49:13,2018-11-13 12:57:06
977,NGC 2451A SECTOR VJ-R C4-22,15910376,6132441420466,746.34375,-153.09375,-164.25,1,,2018-11-13 12:49:13,2018-11-13 12:57:06
978,NGC 2451A SECTOR WE-Q B5-6,26142723,13875294184777,772.5625,-123.75,-240.125,1,,2018-11-13 12:49:13,2018-11-13 12:57:06
979,NGC 2546 SECTOR SY-I D9-12,24613774,423448447275,3108.25,-453.96875,-629.1875,0,,2018-11-13 12:49:13,2018-11-13 12:57:06
980,NGC 3199 SECTOR BG-X C1-6,15791546,1757480326546,14531.09375,-220,3530.96875,1,,2018-11-13 12:49:13,2018-11-13 12:57:06
981,NGC 3199 SECTOR BV-Y C2,18727845,658102883722,14595.53125,-225.84375,3490.34375,1,,2018-11-13 12:49:13,2018-11-13 12:57:06
982,NGC 3199 SECTOR DG-X C1-8,147893,2307370358162,14577.46875,-219.5,3524.84375,1,,2018-11-13 12:49:13,2018-11-13 12:57:06
983,NGC 3199 SECTOR DL-Y D12,3312766,425847622347,14563.875,-302.53125,3509.9375,1,,2018-11-13 12:49:13,2018-11-13 12:57:06
984,NGC 3199 SECTOR HH-V C2-7,202370,2032358200730,14534.96875,-255.75,3562.71875,1,,2018-11-13 12:49:13,2018-11-13 12:57:06
985,NGC 3199 SECTOR IM-V C2-5,8732408,1482803746202,14619.96875,-220.375,3560.375,1,,2018-11-13 12:49:13,2018-11-13 12:57:06
986,NGC 3199 SECTOR MC-V C2-3,18705664,933047866778,14618.59375,-302.71875,3555.375,1,,2018-11-13 12:49:13,2018-11-13 12:57:06
987,NGC 3199 SECTOR MC-V C2-8,18107372,2307437401498,14619.8125,-275.40625,3560.90625,1,,2018-11-13 12:49:13,2018-11-13 12:57:06
988,NGC 457 SECTOR EQ-X D1-0,27612446,9185412979,-6224.25,-573.25,-4993.625,0,,2018-11-13 12:49:13,2018-11-13 12:57:06
989,NGOBE,10161,1900262951259,-7.84375,-124.09375,-164.09375,1,,2018-11-13 12:49:13,2018-11-13 12:57:06
990,NIDGIAE EL-N D7-0,25433622,10443426243,-223.9375,-1931.625,856.625,0,,2018-11-13 12:49:13,2018-11-13 12:57:06
991,NIDGIAE FV-X D1-0,25089542,10393078163,-403.96875,-2022.5625,403.28125,0,,2018-11-13 12:49:13,2018-11-13 12:57:06
992,NIDGIAE MS-J D9-0,25349775,10409855443,-313.9375,-1958.40625,1048.75,1,,2018-11-13 12:49:13,2018-11-13 12:57:06
993,NIDGIAE PD-I D10-0,25349847,10426649051,-304.9375,-1931.96875,1098.71875,1,,2018-11-13 12:49:13,2018-11-13 12:57:06
994,NLTT 5871,6174,671222605225,30.71875,-100.3125,-3.40625,1,,2018-11-13 12:49:13,2018-11-13 12:57:06
995,NORTH AMERICA SECTOR GW-W D1-75,1912648,2587071875451,-1872.96875,23.125,170,1,,2018-11-13 12:49:13,2018-11-13 12:57:06
996,NORTH AMERICA SECTOR OS-T B3-1,24964072,2844744623577,-1881.90625,-59,133.15625,0,,2018-11-13 12:49:13,2018-11-13 12:57:06
997,NUEKOA GG-O C9-0,19173471,103246962002,11548.59375,-28.65625,13451.375,0,,2018-11-13 12:49:13,2018-11-13 12:57:06
998,NUEKUIA FL-A C3-9,19151034,2576678329626,11263.78125,-76.53125,13168.625,1,,2018-11-13 12:49:13,2018-11-13 12:57:06
999,NYEAJEOU AM-B D14-52,3291942,1795237514363,-9300.0625,-451.125,7887.5625,1,,2018-11-13 12:49:13,2018-11-13 12:57:06
1000,NYEAJEOU GD-B B59-2,17416523,4943640211961,-9327.6875,-440.84375,7889.09375,1,,2018-11-13 12:49:13,2018-11-13 12:57:06
1001,OBAMUMBO,7016,670685799785,-9.03125,-78.59375,-152.90625,1,,2018-11-13 12:49:13,2018-11-13 12:57:15
1002,ONGAIHN IO-Z D13-7146,24707745,245546241495419,5070,47.9375,20653.75,0,,2018-11-13 12:49:13,2018-11-13 12:57:15
1003,OOTOFF MJ-X C2-2,28049911,616494993690,-10196.65625,-722.78125,-2207.09375,0,,2018-11-13 12:49:13,2018-11-13 12:57:15
1004,OUTOTCH NA-H B10-0,26460815,694040011353,1724.875,29,-2111.25,0,,2018-11-13 12:49:13,2018-11-13 12:57:15
1005,OUTOTZ AS-F B39-0,5837210,678739649361,593.40625,160.15625,-1491.21875,1,,2018-11-13 12:49:13,2018-11-13 12:57:15
1006,OUTOTZ BB-V C16-0,5837214,84792185234,554.3125,141.9375,-1587.90625,1,,2018-11-13 12:49:13,2018-11-13 12:57:15
1007,OUTOTZ EH-T C17-1,19508104,359602983322,524.21875,157.4375,-1578.40625,1,,2018-11-13 12:49:13,2018-11-13 12:57:15
1008,OUTOTZ ND-J D9-5,13127056,182393571539,511.34375,296.375,-1523.34375,1,,2018-11-13 12:49:13,2018-11-13 12:57:15
1009,OUTOTZ XV-I B37-0,28192527,679007953729,601.59375,131.65625,-1534.46875,1,,2018-11-13 12:49:13,2018-11-13 12:57:15
1010,P CARINAE,136485,6607598173,460.09375,-27.5625,145,1,,2018-11-13 12:49:13,2018-11-13 12:57:15
1011,P VELORUM,14704,198879216820,84.75,13.40625,17.25,1,,2018-11-13 12:49:13,2018-11-13 12:57:15
1012,PAESAN,18273,4756709774010,-47.5,-77.46875,-138.59375,1,,2018-11-13 12:49:13,2018-11-13 12:57:15
1013,PANDEMONIUM,1913,2931071879531,34.15625,-114.03125,45.96875,1,,2018-11-13 12:49:13,2018-11-13 12:57:15
1014,PCYC 275,2408497,44486878524,8634.96875,-157,2736.9375,1,,2018-11-13 12:49:13,2018-11-13 12:57:15
1015,PENCIL SECTOR IR-W D1-144,23440619,4958464248171,856.78125,27.0625,-21.65625,1,,2018-11-13 12:49:13,2018-11-13 12:57:15
1016,PENCIL SECTOR JM-V B2-13,11299470,29268994172297,810.46875,-21.53125,-73.71875,1,,2018-11-13 12:49:13,2018-11-13 12:57:15
1017,PENCIL SECTOR JM-W D1-97,1409042,3343539751275,801.1875,-44.375,1.625,1,,2018-11-13 12:49:13,2018-11-13 12:57:15
1018,PENCIL SECTOR OC-U A3-2,9549780,40638443440896,806.6875,-43.5,-102.09375,1,,2018-11-13 12:49:13,2018-11-13 12:57:15
1019,PENCIL SECTOR ZU-P B5-0,8105177,681691719073,813.96875,-59.5625,-20.46875,1,,2018-11-13 12:49:13,2018-11-13 12:57:15
1020,PHA FLAAE II-J D9-175,24395414,6018666943187,-22756.09375,449,24116.8125,0,,2018-11-13 12:49:13,2018-11-13 12:57:15
1021,PHA FLEAU ND-K D8-81,24370304,2789371548363,-20235.53125,27.40625,23987.625,0,,2018-11-13 12:49:13,2018-11-13 12:57:15
1022,PHAA AOC VX-B C13-2076,29363264,570736158811506,3432.8125,113.90625,23837.28125,0,,2018-11-13 12:49:13,2018-11-13 12:57:15
1023,PHOOE BRE WU-X C14-10,29211274,2854710423426,13148.0625,-9.78125,36702.25,0,,2018-11-13 12:49:13,2018-11-13 12:57:15
1024,PHRAA BLOO LX-U D2-16,22650455,560249460379,55.4375,-2459.59375,33739,0,,2018-11-13 12:49:13,2018-11-13 12:57:15
1025,PHRAA BLOO LX-U D2-2,22515830,79213123227,79.59375,-2439.125,33781.3125,0,,2018-11-13 12:49:13,2018-11-13 12:57:15
1026,PHRAA EAEC XJ-X D2-32,27450275,1109670201243,-1546.625,-175.25,-4647.375,0,,2018-11-13 12:49:13,2018-11-13 12:57:19
1027,PHROEA EAEC BL-O D6-3,27692832,112063219643,-7146.0625,-910.6875,-4306.875,0,,2018-11-13 12:49:13,2018-11-13 12:57:19
1028,PHROEA HYPA ZC-Y B48-0,23108680,579149372321,-6829.40625,-49.5,-6419.09375,0,,2018-11-13 12:49:13,2018-11-13 12:57:19
1029,PHROI PHOE UB-W C18-8,27367181,2282137456546,-453.78125,-151.0625,-4091.5,0,,2018-11-13 12:49:13,2018-11-13 12:57:19
1030,PISCIUM SECTOR GW-W B1-1,153946,2869172184465,-60.875,-69.46875,-56.28125,1,,2018-11-13 12:49:13,2018-11-13 12:57:19
1031,PLAA AIN HE-A C1-0,24861003,85329254922,885.6875,412.40625,9218.90625,1,,2018-11-13 12:49:13,2018-11-13 12:57:19
1032,PLAE FREE HT-Z C13-55,29187843,15230054740602,16640.53125,49.21875,40530.125,0,,2018-11-13 12:49:13,2018-11-13 12:57:19
1033,PLEIADES SECTOR AB-N B7-2,51300,5068195243321,-60.53125,-142.03125,-270.875,1,,2018-11-13 12:49:13,2018-11-13 12:57:19
1034,PLEIADES SECTOR AB-N B7-3,51302,7267218498873,-60.6875,-141.4375,-265.9375,1,,2018-11-13 12:49:13,2018-11-13 12:57:19
1035,PLEIADES SECTOR AL-X B1-1,2689491,2868098180361,-140.28125,-147.71875,-398.90625,1,,2018-11-13 12:49:13,2018-11-13 12:57:19
1036,PLEIADES SECTOR AM-L B8-0,422685,669611926849,-99.40625,-125,-262.84375,1,,2018-11-13 12:49:13,2018-11-13 12:57:19
1037,PLEIADES SECTOR AQ-X B1-1,1415588,2868635116809,-101.65625,-141.625,-395.9375,1,,2018-11-13 12:49:13,2018-11-13 12:57:19
1038,PLEIADES SECTOR AR-L B8-0,48232,670148863297,-62.375,-104.1875,-264.4375,1,,2018-11-13 12:49:13,2018-11-13 12:57:19
1039,PLEIADES SECTOR AR-L B8-4,425059,9466241885505,-63.6875,-97.40625,-263.8125,1,,2018-11-13 12:49:13,2018-11-13 12:57:19
1040,PLEIADES SECTOR AV-Y C7,4024772,2007863562882,-65.0625,-110.625,-424.3125,1,,2018-11-13 12:49:13,2018-11-13 12:57:19
1041,PLEIADES SECTOR BB-N B7-3,354466,7267486934329,-33.65625,-128.96875,-271,1,,2018-11-13 12:49:13,2018-11-13 12:57:19
1042,PLEIADES SECTOR BG-X C1-10,3445873,2832430207626,-127.0625,-92.90625,-384.375,1,,2018-11-13 12:49:13,2018-11-13 12:57:19
1043,PLEIADES SECTOR BG-X C1-14,8587803,3931941835402,-133.78125,-71.96875,-373.3125,1,,2018-11-13 12:49:13,2018-11-13 12:57:19
1044,PLEIADES SECTOR BL-X C1-2,325782,633541202570,-63.90625,-59.46875,-377.09375,1,,2018-11-13 12:49:13,2018-11-13 12:57:19
1045,PLEIADES SECTOR BM-L B8-3,137923,7266950128961,-82.03125,-113.53125,-258.28125,1,,2018-11-13 12:49:13,2018-11-13 12:57:19
1046,PLEIADES SECTOR CB-N B7-0,373867,670685603129,-24.625,-139.1875,-280.90625,1,,2018-11-13 12:49:13,2018-11-13 12:57:19
1047,PLEIADES SECTOR CB-O B6-0,4917755,669611599153,-99.71875,-221,-303.96875,1,,2018-11-13 12:49:13,2018-11-13 12:57:19
1048,PLEIADES SECTOR CB-X C1-5,168279,1457973531274,-156.875,-113.21875,-364.25,1,,2018-11-13 12:49:13,2018-11-13 12:57:19
1049,PLEIADES SECTOR CL-Y D43,168289,1487912536387,-153.21875,-126.84375,-404.71875,1,,2018-11-13 12:49:13,2018-11-13 12:57:19
1050,PLEIADES SECTOR CL-Y D50,4739215,1728430704963,-161.28125,-134.03125,-375.28125,1,,2018-11-13 12:49:13,2018-11-13 12:57:19
1051,PLEIADES SECTOR CL-Y D65,3522527,2243826780483,-146.84375,-129.5625,-404.25,1,,2018-11-13 12:49:13,2018-11-13 12:57:22
1052,PLEIADES SECTOR CQ-P B5-0,2976124,670148404521,-55.40625,-229.625,-324.875,1,,2018-11-13 12:49:13,2018-11-13 12:57:22
1053,PLEIADES SECTOR DB-X C1-8,678004,2282674360970,-120,-133.625,-355.0625,1,,2018-11-13 12:49:13,2018-11-13 12:57:22
1054,PLEIADES SECTOR DB-X C1-9,249649,2557552267914,-118.28125,-134.75,-360,1,,2018-11-13 12:49:13,2018-11-13 12:57:22
1055,PLEIADES SECTOR DG-X C1-11,8519210,3107442332298,-49.25,-70.4375,-360.8125,1,,2018-11-13 12:49:13,2018-11-13 12:57:22
