"id","systemName","id64","edsmID","edsmCoordX","edsmCoordY","edsmCoordZ","edsmCoordLocked","missingSkipCount","created_at","updated_at"
918,MEL 22 SECTOR JC-V D2-19,663278799171,13980972,-203.1875,-219.625,-356.65625,1,,2018-12-03 01:58:13,2018-12-03 02:04:00
919,MEL 22 SECTOR JC-V D2-31,1075595659587,675547,-158.59375,-232.78125,-392.96875,1,,2018-12-03 01:58:13,2018-12-03 02:04:00
920,MEL 22 SECTOR JC-V D2-41,1419193043267,3218471,-189.84375,-214.71875,-350.8125,1,,2018-12-03 01:58:13,2018-12-03 02:04:00
921,MEL 22 SECTOR JX-T C3-9,2557485126266,112035,-183.8125,-152.25,-432.5,1,,2018-12-03 01:58:13,2018-12-03 02:04:00
922,MEL 22 SECTOR KC-V D2-28,972533221699,5504375,-78.4375,-258.25,-404.0625,1,,2018-12-03 01:58:13,2018-12-03 02:04:00
923,MEL 22 SECTOR LN-T D3-60,2072028088651,6240496,-183.53125,-179.5,-314.375,1,,2018-12-03 01:58:13,2018-12-03 02:04:00
924,MEL 22 SECTOR LN-T D3-64,2209467042123,4981394,-214.15625,-136.125,-334.0625,1,,2018-12-03 01:58:13,2018-12-03 02:04:00
925,MEL 22 SECTOR LX-U D2-24,835077474627,8544283,-185.96875,-286.6875,-405.03125,1,,2018-12-03 01:58:13,2018-12-03 02:04:00
926,MEL 22 SECTOR MC-V D2-19,663329130819,6588880,31.5625,-231.6875,-351.4375,1,,2018-12-03 01:58:13,2018-12-03 02:04:04
927,MEL 22 SECTOR MX-U D2-14,491496868163,13829178,-107.5625,-280.25,-397.5,1,,2018-12-03 01:58:13,2018-12-03 02:04:04
928,MEL 22 SECTOR ND-H B11-0,671222474001,353006,29.8125,-139.15625,-369.40625,1,,2018-12-03 01:58:13,2018-12-03 02:04:04
929,MEL 22 SECTOR NT-Q C5-11,3107241005706,5017061,-174.0625,-104.96875,-372.625,1,,2018-12-03 01:58:13,2018-12-03 02:04:04
930,MEL 22 SECTOR NX-U D2-27,938190244163,3139672,-57.125,-274.71875,-373.6875,1,,2018-12-03 01:58:13,2018-12-03 02:04:04
931,MEL 22 SECTOR NX-U D2-31,1075629197635,13809524,-64.40625,-269.5625,-373.59375,1,,2018-12-03 01:58:13,2018-12-03 02:04:04
932,MEL 22 SECTOR ON-T C3-3,908284727930,5709296,-128.375,-230.3125,-450.9375,1,,2018-12-03 01:58:13,2018-12-03 02:04:04
933,MEL 22 SECTOR OO-Q C5-10,2832295957130,6741715,-219.6875,-112.28125,-369,1,,2018-12-03 01:58:13,2018-12-03 02:04:04
934,MEL 22 SECTOR OO-Q C5-6,1732784329354,5695660,-190.78125,-143.75,-354.46875,1,,2018-12-03 01:58:13,2018-12-03 02:04:04
935,MEL 22 SECTOR OY-R C4-5,1457906356866,8589253,-194.375,-207,-388.65625,1,,2018-12-03 01:58:13,2018-12-03 02:04:04
936,MEL 22 SECTOR QD-T D3-34,1178691635531,4200826,-71.65625,-287.3125,-317.125,1,,2018-12-03 01:58:13,2018-12-03 02:04:04
937,MEL 22 SECTOR SK-E B12-1,2867829482777,13872062,-149.3125,-228.09375,-351.25,1,,2018-12-03 01:58:13,2018-12-03 02:04:04
938,MEL 22 SECTOR TT-R C4-2,633473929858,5070079,-97.375,-255.21875,-419.78125,1,,2018-12-03 01:58:13,2018-12-03 02:04:04
939,MEL 22 SECTOR UE-G B11-0,670416839953,2972294,-39.5,-239.625,-380.625,1,,2018-12-03 01:58:13,2018-12-03 02:04:04
940,MEL 22 SECTOR UT-R C4-4,1183296852610,3680389,-35.5625,-260.03125,-390.625,1,,2018-12-03 01:58:13,2018-12-03 02:04:04
941,MEL 22 SECTOR WK-O C6-1,358394729106,7861083,-191.90625,-221.3125,-320.375,1,,2018-12-03 01:58:13,2018-12-03 02:04:04
942,MEL 22 SECTOR YU-F B11-1,2869439964433,3153662,-33.96875,-268.4375,-384.53125,1,,2018-12-03 01:58:13,2018-12-03 02:04:04
943,MEL 22 SECTOR ZM-H B11-3,7265608017169,3976838,-171.0625,-92.09375,-382.75,1,,2018-12-03 01:58:13,2018-12-03 02:04:04
944,MEL 22 SECTOR ZU-P C5-1,358595990154,538018,-75.4375,-284.5,-361.8125,1,,2018-12-03 01:58:13,2018-12-03 02:04:04
945,MEL 22 SECTOR ZZ-P C5-3,908486054538,14499975,12.34375,-252.25,-360.34375,1,,2018-12-03 01:58:13,2018-12-03 02:04:04
946,MEROPE,224644818084,25355,-78.59375,-149.625,-340.53125,1,,2018-12-03 01:58:13,2018-12-03 02:04:04
947,MIZUCHI,1281804470635,25360,79.84375,-9.71875,51.8125,1,,2018-12-03 01:58:13,2018-12-03 02:04:04
948,MU CASSIOPEIA,9466510583217,25365,-26.125,-24.625,17.34375,1,,2018-12-03 01:58:13,2018-12-03 02:04:04
949,MUSCA DARK REGION AA-Z C46,12729041556218,11729653,486.0625,-21.78125,200.15625,1,,2018-12-03 01:58:13,2018-12-03 02:04:04
950,MUSCA DARK REGION LN-T C3-4,1183968105234,2985393,348.09375,-37.3125,312.9375,1,,2018-12-03 01:58:13,2018-12-03 02:04:04
951,MYNOAW RI-T E3-130,559778056292,25010263,4664.0625,-858.4375,18926.6875,1,,2018-12-03 01:58:13,2018-12-03 02:04:08
952,MYNOAW RY-R E4-196,843245914220,24976913,4604.40625,-546.15625,19004.1875,0,,2018-12-03 01:58:13,2018-12-03 02:04:08
953,NAUNI,9466510386537,7528,-33.5,-70.1875,-162.1875,1,,2018-12-03 01:58:13,2018-12-03 02:04:08
954,NEFERTEM,11666607711649,25371,38.125,30.875,-21.25,1,,2018-12-03 01:58:13,2018-12-03 02:04:08
955,NEGASTA,2869709776305,14169,-21.4375,139.875,21.5625,1,,2018-12-03 01:58:13,2018-12-03 02:04:08
956,NEGRITO,4207155286738,15977,78.40625,-82.59375,10.90625,1,,2018-12-03 01:58:13,2018-12-03 02:04:08
957,NGALIA,2557619442354,1829,-74.625,-35.03125,-165.96875,1,,2018-12-03 01:58:13,2018-12-03 02:04:08
958,NGC 2451A SECTOR BL-X C1-12,3383662482074,26317734,753.6875,-21.15625,-303.125,1,,2018-12-03 01:58:13,2018-12-03 02:04:08
959,NGC 2451A SECTOR DL-Y D61,2106572376395,24286020,734.6875,-150.28125,-272.28125,1,,2018-12-03 01:58:13,2018-12-03 02:04:08
960,NGC 2451A SECTOR DQ-Y D2,79381383499,9638448,828.71875,-91.6875,-302.65625,1,,2018-12-03 01:58:13,2018-12-03 02:04:08
961,NGC 2451A SECTOR GW-W C1-12,3383595274906,6316571,708.53125,-144.125,-283.96875,1,,2018-12-03 01:58:13,2018-12-03 02:04:08
962,NGC 2451A SECTOR IR-W D1-77,2656344967507,10034758,742.78125,-156.90625,-260.96875,1,,2018-12-03 01:58:13,2018-12-03 02:04:08
963,NGC 2451A SECTOR JR-W C1-1,360005374618,1362323,739.625,-158.09375,-278.3125,1,,2018-12-03 01:58:13,2018-12-03 02:04:08
964,NGC 2451A SECTOR LX-U D2-25,869621795163,24182666,726.0625,-163.5625,-171.78125,1,,2018-12-03 01:58:13,2018-12-03 02:04:08
965,NGC 2451A SECTOR MC-V C2-5,1459584144034,24294377,795.6875,-114.34375,-258.25,1,,2018-12-03 01:58:13,2018-12-03 02:04:08
966,NGC 2451A SECTOR QT-R C4-18,5032862749362,6523803,731.25,-75.28125,-180,1,,2018-12-03 01:58:13,2018-12-03 02:04:08
967,NGC 2451A SECTOR RI-T C3-27,7506965205674,26151082,841.96875,-130.4375,-212.875,1,,2018-12-03 01:58:13,2018-12-03 02:04:08
968,NGC 2451A SECTOR RT-R C4-19,5307807765170,6447152,753.03125,-84.03125,-153.75,1,,2018-12-03 01:58:13,2018-12-03 02:04:08
969,NGC 2451A SECTOR TO-R C4-10,2833906569906,22626000,758.875,-122,-165.03125,1,,2018-12-03 01:58:13,2018-12-03 02:04:08
970,NGC 2451A SECTOR TO-R C4-3,909761221298,23308553,739.46875,-127.875,-156.1875,1,,2018-12-03 01:58:13,2018-12-03 02:04:08
971,NGC 2451A SECTOR TY-R B4-6,13875562620225,24307901,792.40625,-119.6875,-264.21875,1,,2018-12-03 01:58:13,2018-12-03 02:04:08
972,NGC 2451A SECTOR UO-R C4-4,1184706237106,13141934,800.25,-118.84375,-158.875,1,,2018-12-03 01:58:13,2018-12-03 02:04:08
973,NGC 2451A SECTOR VJ-R C4-22,6132441420466,15910376,746.34375,-153.09375,-164.25,1,,2018-12-03 01:58:13,2018-12-03 02:04:08
974,NGC 2451A SECTOR WE-Q B5-6,13875294184777,26142723,772.5625,-123.75,-240.125,1,,2018-12-03 01:58:13,2018-12-03 02:04:08
975,NGC 2546 SECTOR SY-I D9-12,423448447275,24613774,3108.25,-453.96875,-629.1875,0,,2018-12-03 01:58:13,2018-12-03 02:04:08
976,NGC 3199 SECTOR BG-X C1-6,1757480326546,15791546,14531.09375,-220,3530.96875,1,,2018-12-03 01:58:13,2018-12-03 02:04:11
977,NGC 3199 SECTOR BV-Y C2,658102883722,18727845,14595.53125,-225.84375,3490.34375,1,,2018-12-03 01:58:13,2018-12-03 02:04:11
978,NGC 3199 SECTOR DG-X C1-8,2307370358162,147893,14577.46875,-219.5,3524.84375,1,,2018-12-03 01:58:13,2018-12-03 02:04:11
979,NGC 3199 SECTOR DL-Y D12,425847622347,3312766,14563.875,-302.53125,3509.9375,1,,2018-12-03 01:58:13,2018-12-03 02:04:11
980,NGC 3199 SECTOR HH-V C2-7,2032358200730,202370,14534.96875,-255.75,3562.71875,1,,2018-12-03 01:58:13,2018-12-03 02:04:11
981,NGC 3199 SECTOR IM-V C2-5,1482803746202,8732408,14619.96875,-220.375,3560.375,1,,2018-12-03 01:58:13,2018-12-03 02:04:11
982,NGC 3199 SECTOR MC-V C2-3,933047866778,18705664,14618.59375,-302.71875,3555.375,1,,2018-12-03 01:58:13,2018-12-03 02:04:11
983,NGC 3199 SECTOR MC-V C2-8,2307437401498,18107372,14619.8125,-275.40625,3560.90625,1,,2018-12-03 01:58:13,2018-12-03 02:04:11
984,NGC 457 SECTOR EQ-X D1-0,9185412979,27612446,-6224.25,-573.25,-4993.625,0,,2018-12-03 01:58:13,2018-12-03 02:04:11
985,NGOBE,1900262951259,10161,-7.84375,-124.09375,-164.09375,1,,2018-12-03 01:58:13,2018-12-03 02:04:11
986,NIDGIAE EL-N D7-0,10443426243,25433622,-223.9375,-1931.625,856.625,0,,2018-12-03 01:58:13,2018-12-03 02:04:11
987,NIDGIAE FV-X D1-0,10393078163,25089542,-403.96875,-2022.5625,403.28125,0,,2018-12-03 01:58:13,2018-12-03 02:04:11
988,NIDGIAE MS-J D9-0,10409855443,25349775,-313.9375,-1958.40625,1048.75,1,,2018-12-03 01:58:13,2018-12-03 02:04:11
989,NIDGIAE PD-I D10-0,10426649051,25349847,-304.9375,-1931.96875,1098.71875,1,,2018-12-03 01:58:13,2018-12-03 02:04:11
990,NLTT 5871,671222605225,6174,30.71875,-100.3125,-3.40625,1,,2018-12-03 01:58:13,2018-12-03 02:04:11
991,NORTH AMERICA SECTOR GW-W D1-75,2587071875451,1912648,-1872.96875,23.125,170,1,,2018-12-03 01:58:13,2018-12-03 02:04:11
992,NORTH AMERICA SECTOR OS-T B3-1,2844744623577,24964072,-1881.90625,-59,133.15625,0,,2018-12-03 01:58:13,2018-12-03 02:04:11
993,NUEKOA GG-O C9-0,103246962002,19173471,11548.59375,-28.65625,13451.375,0,,2018-12-03 01:58:13,2018-12-03 02:04:11
994,NUEKUIA FL-A C3-9,2576678329626,19151034,11263.78125,-76.53125,13168.625,1,,2018-12-03 01:58:13,2018-12-03 02:04:11
995,NYEAJEOU AM-B D14-52,1795237514363,3291942,-9300.0625,-451.125,7887.5625,1,,2018-12-03 01:58:13,2018-12-03 02:04:11
996,NYEAJEOU GD-B B59-2,4943640211961,17416523,-9327.6875,-440.84375,7889.09375,1,,2018-12-03 01:58:13,2018-12-03 02:04:11
997,OBAMUMBO,670685799785,7016,-9.03125,-78.59375,-152.90625,1,,2018-12-03 01:58:13,2018-12-03 02:04:11
998,OLGREA,5031587812050,15691,-28.125,68.28125,-6.375,1,,2018-12-03 01:58:13,2018-12-03 02:04:11
999,ONGAIHN IO-Z D13-7146,245546241495419,24707745,5070,47.9375,20653.75,0,,2018-12-03 01:58:13,2018-12-03 02:04:11
1000,OOTOFF MJ-X C2-2,616494993690,28049911,-10196.65625,-722.78125,-2207.09375,0,,2018-12-03 01:58:13,2018-12-03 02:04:11
1001,OUTOTCH NA-H B10-0,694040011353,26460815,1724.875,29,-2111.25,0,,2018-12-03 01:58:13,2018-12-03 02:04:20
1002,OUTOTZ AS-F B39-0,678739649361,5837210,593.40625,160.15625,-1491.21875,1,,2018-12-03 01:58:13,2018-12-03 02:04:20
1003,OUTOTZ BB-V C16-0,84792185234,5837214,554.3125,141.9375,-1587.90625,1,,2018-12-03 01:58:13,2018-12-03 02:04:20
1004,OUTOTZ EH-T C17-1,359602983322,19508104,524.21875,157.4375,-1578.40625,1,,2018-12-03 01:58:13,2018-12-03 02:04:20
1005,OUTOTZ ND-J D9-5,182393571539,13127056,511.34375,296.375,-1523.34375,1,,2018-12-03 01:58:13,2018-12-03 02:04:20
1006,OUTOTZ XV-I B37-0,679007953729,28192527,601.59375,131.65625,-1534.46875,1,,2018-12-03 01:58:13,2018-12-03 02:04:20
1007,P CARINAE,6607598173,136485,460.09375,-27.5625,145,1,,2018-12-03 01:58:13,2018-12-03 02:04:20
1008,P VELORUM,198879216820,14704,84.75,13.40625,17.25,1,,2018-12-03 01:58:13,2018-12-03 02:04:20
1009,PAESAN,4756709774010,18273,-47.5,-77.46875,-138.59375,1,,2018-12-03 01:58:13,2018-12-03 02:04:20
1010,PCYC 275,44486878524,2408497,8634.96875,-157,2736.9375,1,,2018-12-03 01:58:13,2018-12-03 02:04:20
1011,PENCIL SECTOR IR-W D1-144,4958464248171,23440619,856.78125,27.0625,-21.65625,1,,2018-12-03 01:58:13,2018-12-03 02:04:20
1012,PENCIL SECTOR JM-V B2-13,29268994172297,11299470,810.46875,-21.53125,-73.71875,1,,2018-12-03 01:58:13,2018-12-03 02:04:20
1013,PENCIL SECTOR JM-W D1-97,3343539751275,1409042,801.1875,-44.375,1.625,1,,2018-12-03 01:58:13,2018-12-03 02:04:20
1014,PENCIL SECTOR OC-U A3-2,40638443440896,9549780,806.6875,-43.5,-102.09375,1,,2018-12-03 01:58:13,2018-12-03 02:04:20
1015,PENCIL SECTOR ZU-P B5-0,681691719073,8105177,813.96875,-59.5625,-20.46875,1,,2018-12-03 01:58:13,2018-12-03 02:04:20
1016,PHA FLAAE II-J D9-175,6018666943187,24395414,-22756.09375,449,24116.8125,0,,2018-12-03 01:58:13,2018-12-03 02:04:20
1017,PHA FLEAU ND-K D8-81,2789371548363,24370304,-20235.53125,27.40625,23987.625,0,,2018-12-03 01:58:13,2018-12-03 02:04:20
1018,PHAA AOC VX-B C13-2076,570736158811506,29363264,3432.8125,113.90625,23837.28125,0,,2018-12-03 01:58:13,2018-12-03 02:04:20
1019,PHOOE BRE WU-X C14-10,2854710423426,29211274,13148.0625,-9.78125,36702.25,0,,2018-12-03 01:58:13,2018-12-03 02:04:20
1020,PHRAA BLOO LX-U D2-16,560249460379,22650455,55.4375,-2459.59375,33739,0,,2018-12-03 01:58:13,2018-12-03 02:04:20
1021,PHRAA BLOO LX-U D2-2,79213123227,22515830,79.59375,-2439.125,33781.3125,0,,2018-12-03 01:58:13,2018-12-03 02:04:20
1022,PHRAA EAEC XJ-X D2-32,1109670201243,27450275,-1546.625,-175.25,-4647.375,1,,2018-12-03 01:58:13,2018-12-03 02:04:20
1023,PHROEA EAEC BL-O D6-3,112063219643,27692832,-7146.0625,-910.6875,-4306.875,0,,2018-12-03 01:58:13,2018-12-03 02:04:20
1024,PHROEA HYPA ZC-Y B48-0,579149372321,23108680,-6829.40625,-49.5,-6419.09375,0,,2018-12-03 01:58:13,2018-12-03 02:04:20
1025,PHROI PHOE UB-W C18-8,2282137456546,27367181,-453.78125,-151.0625,-4091.5,0,,2018-12-03 01:58:13,2018-12-03 02:04:20
1026,PISCIUM SECTOR GW-W B1-1,2869172184465,153946,-60.875,-69.46875,-56.28125,1,,2018-12-03 01:58:13,2018-12-03 02:04:24
1027,PLAA AIN HE-A C1-0,85329254922,24861003,885.6875,412.40625,9218.90625,1,,2018-12-03 01:58:13,2018-12-03 02:04:24
1028,PLAE FREE HT-Z C13-55,15230054740602,29187843,16640.53125,49.21875,40530.125,0,,2018-12-03 01:58:13,2018-12-03 02:04:24
1029,PLEIADES SECTOR AB-N B7-2,5068195243321,51300,-60.53125,-142.03125,-270.875,1,,2018-12-03 01:58:13,2018-12-03 02:04:24
1030,PLEIADES SECTOR AB-N B7-3,7267218498873,51302,-60.6875,-141.4375,-265.9375,1,,2018-12-03 01:58:13,2018-12-03 02:04:24
1031,PLEIADES SECTOR AL-X B1-1,2868098180361,2689491,-140.28125,-147.71875,-398.90625,1,,2018-12-03 01:58:13,2018-12-03 02:04:24
1032,PLEIADES SECTOR AM-L B8-0,669611926849,422685,-99.40625,-125,-262.84375,1,,2018-12-03 01:58:13,2018-12-03 02:04:24
1033,PLEIADES SECTOR AQ-X B1-1,2868635116809,1415588,-101.65625,-141.625,-395.9375,1,,2018-12-03 01:58:13,2018-12-03 02:04:24
1034,PLEIADES SECTOR AR-L B8-0,670148863297,48232,-62.375,-104.1875,-264.4375,1,,2018-12-03 01:58:13,2018-12-03 02:04:24
1035,PLEIADES SECTOR AR-L B8-4,9466241885505,425059,-63.6875,-97.40625,-263.8125,1,,2018-12-03 01:58:13,2018-12-03 02:04:24
1036,PLEIADES SECTOR AV-Y C7,2007863562882,4024772,-65.0625,-110.625,-424.3125,1,,2018-12-03 01:58:13,2018-12-03 02:04:24
1037,PLEIADES SECTOR BB-N B7-3,7267486934329,354466,-33.65625,-128.96875,-271,1,,2018-12-03 01:58:13,2018-12-03 02:04:24
1038,PLEIADES SECTOR BG-X C1-10,2832430207626,3445873,-127.0625,-92.90625,-384.375,1,,2018-12-03 01:58:13,2018-12-03 02:04:24
1039,PLEIADES SECTOR BG-X C1-14,3931941835402,8587803,-133.78125,-71.96875,-373.3125,1,,2018-12-03 01:58:13,2018-12-03 02:04:24
1040,PLEIADES SECTOR BL-X C1-2,633541202570,325782,-63.90625,-59.46875,-377.09375,1,,2018-12-03 01:58:13,2018-12-03 02:04:24
1041,PLEIADES SECTOR BM-L B8-3,7266950128961,137923,-82.03125,-113.53125,-258.28125,1,,2018-12-03 01:58:13,2018-12-03 02:04:24
1042,PLEIADES SECTOR CB-N B7-0,670685603129,373867,-24.625,-139.1875,-280.90625,1,,2018-12-03 01:58:13,2018-12-03 02:04:24
1043,PLEIADES SECTOR CB-O B6-0,669611599153,4917755,-99.71875,-221,-303.96875,1,,2018-12-03 01:58:13,2018-12-03 02:04:24
1044,PLEIADES SECTOR CB-X C1-5,1457973531274,168279,-156.875,-113.21875,-364.25,1,,2018-12-03 01:58:13,2018-12-03 02:04:24
1045,PLEIADES SECTOR CL-Y D43,1487912536387,168289,-153.21875,-126.84375,-404.71875,1,,2018-12-03 01:58:13,2018-12-03 02:04:24
1046,PLEIADES SECTOR CL-Y D50,1728430704963,4739215,-161.28125,-134.03125,-375.28125,1,,2018-12-03 01:58:13,2018-12-03 02:04:24
1047,PLEIADES SECTOR CL-Y D65,2243826780483,3522527,-146.84375,-129.5625,-404.25,1,,2018-12-03 01:58:13,2018-12-03 02:04:24
1048,PLEIADES SECTOR CQ-P B5-0,670148404521,2976124,-55.40625,-229.625,-324.875,1,,2018-12-03 01:58:13,2018-12-03 02:04:24
1049,PLEIADES SECTOR DB-X C1-8,2282674360970,678004,-120,-133.625,-355.0625,1,,2018-12-03 01:58:13,2018-12-03 02:04:24
1050,PLEIADES SECTOR DB-X C1-9,2557552267914,249649,-118.28125,-134.75,-360,1,,2018-12-03 01:58:13,2018-12-03 02:04:24
1051,PLEIADES SECTOR DG-X C1-11,3107442332298,8519210,-49.25,-70.4375,-360.8125,1,,2018-12-03 01:58:13,2018-12-03 02:04:27
1052,PLEIADES SECTOR DG-X C1-14,3932076053130,7359438,-45.625,-80.78125,-376.4375,1,,2018-12-03 01:58:13,2018-12-03 02:04:27
1053,PLEIADES SECTOR DH-L B8-1,2868903552321,203322,-71.46875,-144.875,-254.0625,1,,2018-12-03 01:58:13,2018-12-03 02:04:27
1054,PLEIADES SECTOR DL-Y D46,1591008528707,452598,-80.25,-179.71875,-352.125,1,,2018-12-03 01:58:13,2018-12-03 02:04:27
1055,PLEIADES SECTOR DL-Y D58,2003325389123,31551,-84.46875,-131.375,-373.28125,1,,2018-12-03 01:58:13,2018-12-03 02:04:27
1056,PLEIADES SECTOR DL-Y D65,2243843557699,25472,-83.28125,-151.40625,-347.1875,1,,2018-12-03 01:58:13,2018-12-03 02:04:27
1057,PLEIADES SECTOR DL-Y D67,2312563034435,62921,-80.25,-156.9375,-351.96875,1,,2018-12-03 01:58:13,2018-12-03 02:04:27
1058,PLEIADES SECTOR DQ-X B1-2,5068463678729,303451,-29.5,-135,-393.625,1,,2018-12-03 01:58:13,2018-12-03 02:04:27
1059,PLEIADES SECTOR DQ-Y C4,1183296918146,1155104,-60.40625,-182.3125,-420.03125,1,,2018-12-03 01:58:13,2018-12-03 02:04:27
1060,PLEIADES SECTOR DR-U B3-0,669880493337,1818300,-81.71875,-82.21875,-361.8125,1,,2018-12-03 01:58:13,2018-12-03 02:04:27
1061,PLEIADES SECTOR EB-X C1-14,3932008911498,25473,-81.4375,-142.1875,-353.90625,1,,2018-12-03 01:58:13,2018-12-03 02:04:27
1062,PLEIADES SECTOR EB-X C1-16,4481764725386,163717,-82.375,-142.4375,-352.1875,1,,2018-12-03 01:58:13,2018-12-03 02:04:27
1063,PLEIADES SECTOR EB-X C1-2,633474028170,295020,-82.65625,-121.15625,-380.125,1,,2018-12-03 01:58:13,2018-12-03 02:04:27
1064,PLEIADES SECTOR EB-X C1-9,2557619376778,248257,-104.34375,-140.59375,-378.28125,1,,2018-12-03 01:58:13,2018-12-03 02:04:27
1065,PLEIADES SECTOR EC-T B4-0,669612123425,4767458,-98,-58.8125,-335.28125,1,,2018-12-03 01:58:13,2018-12-03 02:04:27
1066,PLEIADES SECTOR EC-U B3-0,668538119449,4938434,-166.4375,-132.78125,-351.46875,1,,2018-12-03 01:58:13,2018-12-03 02:04:27
1067,PLEIADES SECTOR EG-X C1-13,3657265255050,7905205,-15.25,-94.375,-364.9375,1,,2018-12-03 01:58:13,2018-12-03 02:04:27
1068,PLEIADES SECTOR EH-U B3-2,5067121567001,202491,-141.40625,-122.1875,-346.25,1,,2018-12-03 01:58:13,2018-12-03 02:04:27
1069,PLEIADES SECTOR EL-Y D23,800751323459,2807341,-39.625,-133.125,-410.625,1,,2018-12-03 01:58:13,2018-12-03 02:04:27
1070,PLEIADES SECTOR EL-Y D56,1934622689603,244230,-64.03125,-126.9375,-422.34375,1,,2018-12-03 01:58:13,2018-12-03 02:04:27
1071,PLEIADES SECTOR EL-Y D71,2450018765123,3157282,-13,-170.375,-369.46875,1,,2018-12-03 01:58:13,2018-12-03 02:04:27
1072,PLEIADES SECTOR ES-S B4-1,2867561506081,4796602,-165.21875,-104.9375,-334.5625,1,,2018-12-03 01:58:13,2018-12-03 02:04:27
1073,PLEIADES SECTOR FB-X C1-10,2832564392586,48400,-25.0625,-130.65625,-348.1875,1,,2018-12-03 01:58:13,2018-12-03 02:04:27
1074,PLEIADES SECTOR FG-Y D48,1659727989059,678158,-95.0625,-191.8125,-350.40625,1,,2018-12-03 01:58:13,2018-12-03 02:04:27
1075,PLEIADES SECTOR FH-L B8-0,670417167681,312225,-43.34375,-141.71875,-260.9375,1,,2018-12-03 01:58:13,2018-12-03 02:04:27
1076,PLEIADES SECTOR FH-U B3-3,7266413258009,209359,-112.03125,-122.25,-352.03125,1,,2018-12-03 01:58:13,2018-12-03 02:04:31
1077,PLEIADES SECTOR FR-V B2-1,2868366615825,1457214,-110.5,-147.09375,-366.78125,1,,2018-12-03 01:58:13,2018-12-03 02:04:31
1078,PLEIADES SECTOR FR-V C2-2,633541202578,7617769,-57.71875,-63.78125,-339.375,1,,2018-12-03 01:58:13,2018-12-03 02:04:31
1079,PLEIADES SECTOR FS-S B4-1,2867829941537,222156,-158.25,-86.46875,-342.375,1,,2018-12-03 01:58:13,2018-12-03 02:04:31
1080,PLEIADES SECTOR FW-W D1-37,1281770899787,436995,-79.6875,-79.28125,-279.5625,1,,2018-12-03 01:58:13,2018-12-03 02:04:31
1081,PLEIADES SECTOR GG-Y D33,1144348690755,284168,-37.5,-204.25,-386.3125,1,,2018-12-03 01:58:13,2018-12-03 02:04:31
1082,PLEIADES SECTOR GH-L B8-0,670685603137,435139,-24.90625,-141.65625,-261.5625,1,,2018-12-03 01:58:13,2018-12-03 02:04:31
1083,PLEIADES SECTOR GH-U B3-1,2868635182361,563131,-98.8125,-118.28125,-353.59375,1,,2018-12-03 01:58:13,2018-12-03 02:04:31
1084,PLEIADES SECTOR GM-V C2-9,2557619409554,468596,-101.28125,-98.03125,-312.75,1,,2018-12-03 01:58:13,2018-12-03 02:04:31
1085,PLEIADES SECTOR GR-V B2-2,5067658306833,393353,-97.65625,-160.15625,-366.6875,1,,2018-12-03 01:58:13,2018-12-03 02:04:31
1086,PLEIADES SECTOR GW-W C1-11,3107375157898,25477,-86.03125,-159.09375,-354.71875,1,,2018-12-03 01:58:13,2018-12-03 02:04:31
1087,PLEIADES SECTOR GW-W C1-13,3657130971786,62922,-77.375,-156.3125,-352.03125,1,,2018-12-03 01:58:13,2018-12-03 02:04:31
1088,PLEIADES SECTOR GW-W C1-14,3932008878730,62923,-83.46875,-156.78125,-352.375,1,,2018-12-03 01:58:13,2018-12-03 02:04:31
1089,PLEIADES SECTOR GW-W C1-15,4206886785674,22194,-76.9375,-153.71875,-346.625,1,,2018-12-03 01:58:13,2018-12-03 02:04:31
1090,PLEIADES SECTOR GW-W C1-7,2007863530122,186383,-78.25,-149.90625,-376.96875,1,,2018-12-03 01:58:13,2018-12-03 02:04:31
1091,PLEIADES SECTOR GW-W D1-54,1865903229259,201350,-46.625,-91.6875,-271.03125,1,,2018-12-03 01:58:13,2018-12-03 02:04:31
1092,PLEIADES SECTOR GW-W D1-65,2243860351307,102725,-8.9375,-94.6875,-343.96875,1,,2018-12-03 01:58:13,2018-12-03 02:04:31
1093,PLEIADES SECTOR HH-V C2-13,3657063895698,3162347,-134.875,-139.375,-327.90625,1,,2018-12-03 01:58:13,2018-12-03 02:04:31
1094,PLEIADES SECTOR HH-V C2-6,1732918547090,700825,-112.3125,-127.125,-318.84375,1,,2018-12-03 01:58:13,2018-12-03 02:04:31
1095,PLEIADES SECTOR HM-M B7-1,2869440226617,5607042,-30.1875,-194.59375,-284.46875,1,,2018-12-03 01:58:13,2018-12-03 02:04:31
1096,PLEIADES SECTOR HM-V C2-10,2832564425362,230797,-64.03125,-92.96875,-315.46875,1,,2018-12-03 01:58:13,2018-12-03 02:04:31
1097,PLEIADES SECTOR HR-W D1-21,732015069515,56637,-69.0625,-147.125,-267.84375,1,,2018-12-03 01:58:13,2018-12-03 02:04:31
1098,PLEIADES SECTOR HR-W D1-26,903813761355,338109,-107.1875,-123.09375,-321.15625,1,,2018-12-03 01:58:13,2018-12-03 02:04:31
1099,PLEIADES SECTOR HR-W D1-27,938173499723,266206,-121.78125,-111.09375,-335.875,1,,2018-12-03 01:58:13,2018-12-03 02:04:31
1100,PLEIADES SECTOR HR-W D1-36,1247411145035,22197,-67.65625,-150.71875,-333.3125,1,,2018-12-03 01:58:13,2018-12-03 02:04:31
